tracker_id,date_added,last_sync_date_time,batt_level,hardware_rev,is_display_distance,is_display_calories,is_display_clock,is_display_flower,is_display_elevation,is_display_chatter,is_right_handed,tracker_name,device_type,on_dominant_hand,is_display_active_minutes,clock_face,enable_ancs,is_bonded,is_display_steps,alarm_update_time,is_display_heart_rate,heart_rate_tracking,heart_rate_tracking_update_time,tap_enabled,tap_screen,flick_enabled,flick_screen
2424973825,2023-10-09,2026-02-28T08:46:51.000Z,0,1,true,true,true,true,true,true,true,,MobileTrack,false,false,A,true,false,true,2023-10-09T17:14:11.000Z,true,AUTO,2023-10-09T17:14:11.000Z,true,TIME,false,
2756292798,2024-11-29,2026-02-28T09:06:36.000Z,86,112,true,true,true,true,true,true,true,,Charge 6,false,false,A,true,false,true,2024-11-29T13:47:18.000Z,true,AUTO,2024-11-29T13:47:18.000Z,true,TIME,false,
