filtered_block_count,efficiency_row_count,tdee_row_count,blocks_with_fat_change,blocks_with_lean_change,best_fat_loss_per_1000kcal,median_fat_loss_per_1000kcal,mean_fat_loss_per_1000kcal,median_estimated_tdee,mean_estimated_tdee,min_estimated_tdee,max_estimated_tdee
0,0,0,0,0,,,,,,,
