fasting_state,day_count,avg_calories,avg_protein_g,avg_carbs_g,avg_fat_g,avg_fiber_g,avg_steps,avg_resting_hr,avg_sleep_hours,avg_hrv,avg_weight_kg,avg_fat_mass_kg,avg_lean_mass_kg
ef,68,11.823529411764707,0.39411764705882346,0.7029411764705882,0.07647058823529414,0.0,,,,,99.72537424242428,29.077924242424253,70.64744999999996
if,131,1383.570229007634,68.70381679389315,122.37480916030542,68.04198473282446,10.751145038167941,,,,,115.44688867924525,43.1542380952381,72.28408476190475
normal,605,1661.7201652892581,104.91735537190084,124.8196694214875,76.31950413223132,14.387768595041322,,,,,101.27230103806231,28.629375438596497,72.4891301754386
omad,39,1101.553846153846,67.88461538461537,81.21025641025642,50.0025641025641,9.843589743589744,,,,,103.29212799999999,30.96592,72.32620800000001
