date,weight_kg,weight_7d_avg,fat_mass_kg,fat_mass_7d_avg,lean_mass_kg,lean_mass_7d_avg,visceral_fat,visceral_fat_7d_avg,steps,steps_7d_avg,sleep_hours,sleep_hours_7d_avg,resting_hr,resting_hr_7d_avg,hrv,hrv_7d_avg,calories,calories_7d_avg,protein_g,protein_g_7d_avg,carbs_g,carbs_g_7d_avg,fat_g,fat_g_7d_avg,fiber_g,alcohol_g,fasting_state,mounjaro_mg,hunger_score,nutrition_source
2026-03-21,,118.39133333333332,,37.413333333333334,,80.97800000000001,,,481.0,8699.42857142857,8.05,7.685714285714285,77.0,77.0,,,,1431.6683333333333,,108.27,,101.92166666666667,,62.038333333333334,,,normal,,,
