total_days,missing_weight_days,missing_fat_mass_days,missing_lean_mass_days,missing_steps_days,missing_sleep_days,missing_resting_hr_days,missing_hrv_days,missing_calorie_days,missing_fasting_state_days,missing_mounjaro_days,missing_hunger_score_days
2724,1465.0,1553.0,1553.0,739.0,1185.0,1208.0,1325.0,1861.0,0.0,2671.0,2671.0
