conversation_id,message_id,content,sent_by,sent_by_id,timestamp
D-8SY3JY-8SYFWC,8a660a10-eef6-11ea-990a-2b5e20bf9d7f,:p,Patrick M.,8SY3JY,2020-09-04T21:35:23.953Z
