"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Barbell Squat",,"",2,"normal",95.5,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Bridge",,"",0,"normal",,,,105,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Bridge",,"",1,"normal",,,,105,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Bridge",,"",2,"normal",,,,105,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Bicep Curl",,"",0,"normal",57,7,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Bicep Curl",,"",1,"normal",57,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Bicep Curl",,"",2,"normal",57,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",70,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",70,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Seated Row",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Seated Row",,"",1,"normal",70,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Seated Row",,"",2,"normal",70,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",64,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",70,7,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",70,5,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Bench Press (Dumbbell)",,"",0,"normal",30,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Bench Press (Dumbbell)",,"",1,"normal",35,5,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Bench Press (Dumbbell)",,"",2,"normal",35,5,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Incline Bench Press",,"",0,"normal",30,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Incline Bench Press",,"",1,"normal",30,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Incline Bench Press",,"",2,"normal",30,5,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Seated Shoulder Press",,"",0,"normal",25,8,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Seated Shoulder Press",,"",1,"normal",30,5,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Seated Shoulder Press",,"",2,"normal",30,5,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Wrist Curl (Palms Up)",,"",0,"normal",15,10,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Wrist Curl (Palms Up)",,"",1,"normal",20,5,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Dumbbell Wrist Curl (Palms Up)",,"",2,"normal",20,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Machine Seated Calf Raise",,"",0,"normal",80,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Machine Seated Calf Raise",,"",1,"normal",80,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Machine Seated Calf Raise",,"",2,"normal",80,6,,,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Plank",,"",0,"normal",,,,40,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Plank",,"",1,"normal",,,,35,
"JEFIT Workout 2026-01-26","26 Jan 2026, 16:41","26 Jan 2026, 18:12","","Plank",,"",2,"normal",,,,35,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Barbell Deadlift",,"",0,"normal",60,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Barbell Deadlift",,"",1,"normal",90,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Barbell Deadlift",,"",2,"normal",90,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Barbell Squat",,"",0,"normal",60,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Barbell Squat",,"",1,"normal",90,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Barbell Squat",,"",2,"normal",90,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Bridge",,"",0,"normal",,,,105,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Bridge",,"",1,"normal",,,,105,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Bridge",,"",2,"normal",,,,105,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Bicep Curl",,"",0,"normal",57,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Bicep Curl",,"",1,"normal",57,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Bicep Curl",,"",2,"normal",57,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",70,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",70,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Seated Row",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Seated Row",,"",1,"normal",70,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Seated Row",,"",2,"normal",70,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",64,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",70,7,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",70,7,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Bench Press (Dumbbell)",,"",0,"normal",30,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Bench Press (Dumbbell)",,"",1,"normal",35,4,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Bench Press (Dumbbell)",,"",2,"normal",35,4,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Incline Bench Press",,"",0,"normal",30,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Incline Bench Press",,"",1,"normal",30,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Incline Bench Press",,"",2,"normal",30,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Seated Shoulder Press",,"",0,"normal",25,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Seated Shoulder Press",,"",1,"normal",30,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Seated Shoulder Press",,"",2,"normal",30,8,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Wrist Curl (Palms Up)",,"",0,"normal",15,10,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Wrist Curl (Palms Up)",,"",1,"normal",20,5,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Dumbbell Wrist Curl (Palms Up)",,"",2,"normal",20,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Machine Seated Calf Raise",,"",0,"normal",80,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Machine Seated Calf Raise",,"",1,"normal",80,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Machine Seated Calf Raise",,"",2,"normal",80,6,,,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Plank",,"",0,"normal",,,,40,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Plank",,"",1,"normal",,,,35,
"JEFIT Workout 2026-01-22","22 Jan 2026, 13:10","22 Jan 2026, 15:02","","Plank",,"",2,"normal",,,,35,
"JEFIT Workout 2026-01-19","19 Jan 2026, 17:33","19 Jan 2026, 18:03","","Yoga",,"",0,"normal",,,,1800,
"JEFIT Workout 2026-01-19","19 Jan 2026, 17:32","19 Jan 2026, 18:32","","Bridge",,"",0,"normal",,,,45,
"JEFIT Workout 2026-01-19","19 Jan 2026, 17:32","19 Jan 2026, 18:32","","Bridge",,"",1,"normal",,,,45,
"JEFIT Workout 2026-01-19","19 Jan 2026, 17:32","19 Jan 2026, 18:32","","Bridge",,"",2,"normal",,,,45,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Barbell Deadlift",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Barbell Deadlift",,"",1,"normal",110,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Barbell Deadlift",,"",2,"normal",110,2,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Barbell Squat",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Bridge",,"",0,"normal",,,,90,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Bridge",,"",1,"normal",,,,90,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Bridge",,"",2,"normal",,,,90,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Bicep Curl",,"",0,"normal",57,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Bicep Curl",,"",1,"normal",57,7,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Bicep Curl",,"",2,"normal",57,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",70,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",70,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Seated Row",,"",0,"normal",70,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Seated Row",,"",1,"normal",70,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Seated Row",,"",2,"normal",70,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",64,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",70,7,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",70,7,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Bench Press (Dumbbell)",,"",0,"normal",30,10,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Bench Press (Dumbbell)",,"",1,"normal",35,4,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Bench Press (Dumbbell)",,"",2,"normal",35,4,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Incline Bench Press",,"",0,"normal",30,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Incline Bench Press",,"",1,"normal",30,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Incline Bench Press",,"",2,"normal",30,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Seated Shoulder Press",,"",0,"normal",25,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Seated Shoulder Press",,"",1,"normal",30,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Seated Shoulder Press",,"",2,"normal",30,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Wrist Curl (Palms Up)",,"",0,"normal",15,10,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Wrist Curl (Palms Up)",,"",1,"normal",20,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Dumbbell Wrist Curl (Palms Up)",,"",2,"normal",20,6,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Machine Leg Press",,"",0,"normal",90,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Machine Leg Press",,"",1,"normal",90,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Machine Leg Press",,"",2,"normal",90,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Machine Seated Calf Raise",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Machine Seated Calf Raise",,"",1,"normal",70,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Machine Seated Calf Raise",,"",2,"normal",70,8,,,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Plank",,"",0,"normal",,,,30,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Plank",,"",1,"normal",,,,30,
"JEFIT Workout 2026-01-14","14 Jan 2026, 18:39","14 Jan 2026, 20:25","","Plank",,"",2,"normal",,,,35,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Barbell Deadlift",,"",0,"normal",50,8,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Barbell Deadlift",,"",1,"normal",90,4,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Barbell Deadlift",,"",2,"normal",90,4,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Barbell Squat",,"",0,"normal",50,8,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Barbell Squat",,"",1,"normal",90,4,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Barbell Squat",,"",2,"normal",90,4,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Bridge",,"",0,"normal",,,,90,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Bridge",,"",1,"normal",,,,90,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Bridge",,"",2,"normal",,,,90,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Bicep Curl",,"",0,"normal",57,7,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Bicep Curl",,"",1,"normal",57,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Bicep Curl",,"",2,"normal",57,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",70,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",70,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Seated Row",,"",0,"normal",70,8,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Seated Row",,"",1,"normal",70,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Seated Row",,"",2,"normal",70,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",64,8,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",70,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",70,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Bench Press (Dumbbell)",,"",0,"normal",30,10,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Bench Press (Dumbbell)",,"",1,"normal",35,5,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Bench Press (Dumbbell)",,"",2,"normal",35,5,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Incline Bench Press",,"",0,"normal",30,5,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Incline Bench Press",,"",1,"normal",30,5,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Incline Bench Press",,"",2,"normal",30,5,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Seated Shoulder Press",,"",0,"normal",25,8,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Seated Shoulder Press",,"",1,"normal",30,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Seated Shoulder Press",,"",2,"normal",30,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Wrist Curl (Palms Up)",,"",0,"normal",15,10,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Wrist Curl (Palms Up)",,"",1,"normal",20,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Dumbbell Wrist Curl (Palms Up)",,"",2,"normal",20,6,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Machine Seated Calf Raise",,"",0,"normal",60,10,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Machine Seated Calf Raise",,"",1,"normal",75,8,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Machine Seated Calf Raise",,"",2,"normal",75,8,,,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Plank",,"",0,"normal",,,,45,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Plank",,"",1,"normal",,,,45,
"JEFIT Workout 2026-01-11","11 Jan 2026, 13:01","11 Jan 2026, 15:04","","Plank",,"",2,"normal",,,,35,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Barbell Deadlift",,"",0,"normal",50,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Barbell Deadlift",,"",1,"normal",70,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Barbell Deadlift",,"",2,"normal",50,4,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Barbell Squat",,"",0,"normal",50,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Barbell Squat",,"",1,"normal",70,4,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Barbell Squat",,"",2,"normal",50,4,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Cable Bicep Curl",,"",0,"normal",50,8,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Cable Bicep Curl",,"",1,"normal",57,6,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Cable Bicep Curl",,"",2,"normal",57,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",64,8,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",70,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",70,4,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Incline Bench Press",,"",0,"normal",30,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Incline Bench Press",,"",1,"normal",30,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Incline Bench Press",,"",2,"normal",30,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Seated Shoulder Press",,"",0,"normal",25,8,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Seated Shoulder Press",,"",1,"normal",30,6,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Seated Shoulder Press",,"",2,"normal",30,5,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Wrist Curl (Palms Up)",,"",0,"normal",15,8,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Wrist Curl (Palms Up)",,"",1,"normal",20,6,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Dumbbell Wrist Curl (Palms Up)",,"",2,"normal",20,6,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Machine Seated Calf Raise",,"",0,"normal",50,10,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Machine Seated Calf Raise",,"",1,"normal",60,8,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Machine Seated Calf Raise",,"",2,"normal",60,10,,,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Plank",,"",0,"normal",,,,35,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Plank",,"",1,"normal",,,,30,
"JEFIT Workout 2026-01-09","9 Jan 2026, 16:19","9 Jan 2026, 17:28","","Plank",,"",2,"normal",,,,30,
"JEFIT Workout 2026-01-08","8 Jan 2026, 12:44","8 Jan 2026, 14:15","","Barbell Deadlift",,"",0,"normal",40,8,,,
"JEFIT Workout 2026-01-08","8 Jan 2026, 12:44","8 Jan 2026, 14:15","","Barbell Deadlift",,"",1,"normal",60,8,,,
"JEFIT Workout 2026-01-08","8 Jan 2026, 12:44","8 Jan 2026, 14:15","","Barbell Deadlift",,"",2,"normal",80,4,,,
