"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"JEFIT Workout 2024-08-27","27 Aug 2024, 17:41","27 Aug 2024, 17:43","","Dumbbell Seated Shoulder Press",,"",1,"normal",10,10,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 17:41","27 Aug 2024, 17:43","","Dumbbell Seated Shoulder Press",,"",2,"normal",10,8,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 17:41","27 Aug 2024, 17:43","","Kettlebell Goblet Squat",,"",0,"normal",25,15,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 17:41","27 Aug 2024, 17:43","","Kettlebell Goblet Squat",,"",1,"normal",25,15,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 08:00","27 Aug 2024, 09:00","","Cable Seated Row",,"",0,"normal",48,15,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 08:00","27 Aug 2024, 09:00","","Cable Seated Row",,"",1,"normal",61,12,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 08:00","27 Aug 2024, 09:00","","Cable Seated Row",,"",2,"normal",68,6,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 08:00","27 Aug 2024, 09:00","","Bench Press (Dumbbell)",,"",0,"normal",18,20,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 08:00","27 Aug 2024, 09:00","","Bench Press (Dumbbell)",,"",1,"normal",25,12,,,
"JEFIT Workout 2024-08-27","27 Aug 2024, 08:00","27 Aug 2024, 09:00","","Bench Press (Dumbbell)",,"",2,"normal",27,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Deadlift",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Deadlift",,"",1,"normal",70,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Deadlift",,"",2,"normal",80,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Deadlift",,"",3,"normal",70,5,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Deadlift",,"",4,"normal",50,4,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Squat",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Squat",,"",1,"normal",70,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Squat",,"",2,"normal",80,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Squat",,"",3,"normal",70,6,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Barbell Squat",,"",4,"normal",50,5,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Bicep Curl",,"",0,"normal",43,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Bicep Curl",,"",1,"normal",50,6,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Bicep Curl",,"",2,"normal",57,4,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Bicep Curl",,"",3,"normal",50,4,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Bicep Curl",,"",4,"normal",43,5,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",57,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",64,7,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",70,4,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",3,"normal",64,6,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",4,"normal",57,5,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Seated Row",,"",0,"normal",57,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Seated Row",,"",1,"normal",64,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Seated Row",,"",2,"normal",70,6,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Seated Row",,"",3,"normal",64,5,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Seated Row",,"",4,"normal",57,4,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",57,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",64,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",3,"normal",57,5,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",4,"normal",50,5,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",0,"normal",25,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",1,"normal",30,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",2,"normal",35,7,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",3,"normal",30,6,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",4,"normal",25,5,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",0,"normal",20,8,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",1,"normal",22.5,7,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",2,"normal",25,6,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",3,"normal",22.5,6,,,
"JEFIT Workout 2024-07-18","18 Jul 2024, 02:00","18 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",4,"normal",20,5,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Deadlift",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Deadlift",,"",1,"normal",80,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Deadlift",,"",2,"normal",100,2,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Deadlift",,"",3,"normal",80,5,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Deadlift",,"",4,"normal",50,5,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Squat",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Squat",,"",1,"normal",80,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Squat",,"",2,"normal",100,3,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Squat",,"",3,"normal",80,5,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Barbell Squat",,"",4,"normal",50,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Bicep Curl",,"",0,"normal",43,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Bicep Curl",,"",1,"normal",50,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Bicep Curl",,"",2,"normal",57,4,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Bicep Curl",,"",3,"normal",50,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Bicep Curl",,"",4,"normal",43,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",57,7,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",64,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",70,5,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",3,"normal",64,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",4,"normal",57,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Seated Row",,"",0,"normal",57,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Seated Row",,"",1,"normal",64,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Seated Row",,"",2,"normal",70,5,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Seated Row",,"",3,"normal",64,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Seated Row",,"",4,"normal",57,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",43,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",50,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",57,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",3,"normal",64,5,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",4,"normal",70,3,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",0,"normal",25,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",1,"normal",30,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",2,"normal",37.5,5,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",3,"normal",32.5,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Bench Press (Dumbbell)",,"",4,"normal",25,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",0,"normal",20,8,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",1,"normal",25,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",2,"normal",27.5,4,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",3,"normal",25,6,,,
"JEFIT Workout 2024-07-12","12 Jul 2024, 02:00","12 Jul 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",4,"normal",20,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Deadlift",,"",0,"normal",40,10,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Deadlift",,"",1,"normal",70,7,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Deadlift",,"",2,"normal",90,3,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Deadlift",,"",3,"normal",70,6,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Deadlift",,"",4,"normal",40,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Squat",,"",0,"normal",40,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Squat",,"",1,"normal",70,6,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Squat",,"",2,"normal",90,3,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Squat",,"",3,"normal",70,5,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Barbell Squat",,"",4,"normal",40,7,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Bicep Curl",,"",0,"normal",36,10,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Bicep Curl",,"",1,"normal",43,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Bicep Curl",,"",2,"normal",50,5,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Bicep Curl",,"",3,"normal",43,5,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Bicep Curl",,"",4,"normal",36,7,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",57,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",64,6,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",70,5,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",3,"normal",64,6,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",4,"normal",57,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Seated Row",,"",0,"normal",50,10,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Seated Row",,"",1,"normal",57,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Seated Row",,"",2,"normal",64,6,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Seated Row",,"",3,"normal",57,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Seated Row",,"",4,"normal",50,10,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",43,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",50,6,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",57,3,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",3,"normal",50,4,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",4,"normal",43,5,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Bench Press (Dumbbell)",,"",0,"normal",20,10,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Bench Press (Dumbbell)",,"",1,"normal",30,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Bench Press (Dumbbell)",,"",2,"normal",35,4,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Bench Press (Dumbbell)",,"",3,"normal",30,7,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Bench Press (Dumbbell)",,"",4,"normal",20,9,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",0,"normal",15,10,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",1,"normal",20,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",2,"normal",25,6,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",3,"normal",20,8,,,
"JEFIT Workout 2024-06-20","20 Jun 2024, 02:00","20 Jun 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",4,"normal",15,10,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Barbell Deadlift",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Barbell Deadlift",,"",1,"normal",50,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Barbell Deadlift",,"",2,"normal",50,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Barbell Squat",,"",0,"normal",60,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Barbell Squat",,"",1,"normal",60,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Barbell Squat",,"",2,"normal",60,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Bicep Curl",,"",0,"normal",43,6,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Bicep Curl",,"",1,"normal",43,6,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Bicep Curl",,"",2,"normal",43,6,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",64,6,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",57,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",57,10,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Seated Row",,"",0,"normal",50,10,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Seated Row",,"",1,"normal",50,10,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Seated Row",,"",2,"normal",50,10,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",50,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",50,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Bench Press (Dumbbell)",,"",0,"normal",25,10,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Bench Press (Dumbbell)",,"",1,"normal",25,10,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Bench Press (Dumbbell)",,"",2,"normal",25,10,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",0,"normal",20,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",1,"normal",20,8,,,
"JEFIT Workout 2024-06-16","16 Jun 2024, 02:00","16 Jun 2024, 03:00","","Dumbbell Seated Shoulder Press",,"",2,"normal",20,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Deadlift",,"",0,"normal",40,10,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Deadlift",,"",1,"normal",60,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Deadlift",,"",2,"normal",70,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Deadlift",,"",3,"normal",70,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Deadlift",,"",4,"normal",40,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Squat",,"",0,"normal",40,12,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Squat",,"",1,"normal",60,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Squat",,"",2,"normal",70,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Squat",,"",3,"normal",60,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Barbell Squat",,"",4,"normal",40,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Bicep Curl",,"",0,"normal",36,12,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Bicep Curl",,"",1,"normal",43,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Bicep Curl",,"",2,"normal",43,7,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Bicep Curl",,"",3,"normal",43,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Bicep Curl",,"",4,"normal",36,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",50,12,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",64,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",64,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",3,"normal",64,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Lat Pulldown (Wide Grip)",,"",4,"normal",50,10,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Seated Row",,"",0,"normal",50,10,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Seated Row",,"",1,"normal",57,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Seated Row",,"",2,"normal",57,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Seated Row",,"",3,"normal",57,6,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Seated Row",,"",4,"normal",50,10,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",43,15,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",50,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",50,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",3,"normal",50,8,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Cable Tricep Pushdown (V-Bar)",,"",4,"normal",43,10,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Bench Press (Dumbbell)",,"",0,"normal",25,12,,,
"JEFIT Workout 2024-05-30","30 May 2024, 02:00","30 May 2024, 03:00","","Bench Press (Dumbbell)",,"",1,"normal",30,8,,,
