type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-04-02T00:42,2022-04-02T07:44:30,423,31.163120567375884,-79.42825375591747,502.2192139355466,0.506930300407906,1.2458018584393078
IDT,2022-04-02T23:45,2022-04-03T05:29:30,345,31.384927536231885,2.9647682467366394,867.2071010166546,0.4988771925395802,1.2572278433092283
IDT,2022-04-04T00:39,2022-04-04T07:48,428,30.937383177570094,-176.98272484050176,360.7261796541279,0.5051347208554334,1.2481031323998053
IDT,2022-04-05T00:21:30,2022-04-05T07:39:30,438,31.54703196347032,74.76570577411803,465.7734948855359,0.45922602636343096,1.2322467174796476
IDT,2022-04-05T23:57,2022-04-06T09:19:30,563,30.146358792184724,-678.1534441243057,1222.0598823758774,0.4964965424402478,1.2193445117267039
IDT,2022-04-06T23:42,2022-04-07T06:58:30,437,30.335926773455377,-409.51260871620434,810.100129742641,0.5255108946922374,1.2273403211553524
IDT,2022-04-07T22:57,2022-04-08T06:39,462,30.526406926406924,-344.93827283040264,722.5755239462014,0.5451104775029644,1.2326369699065738
IDT,2022-04-09T00:36,2022-04-09T08:49:30,494,31.251821862348176,0.0,770.2133603239199,0.5345283074818883,1.2336478558880724
IDT,2022-04-10T00:36,2022-04-10T08:21,465,31.416774193548385,41.86395348837141,320.35817333706655,0.535434546149691,1.2394835007938425
IDT,2022-04-11T23:51,2022-04-12T08:33:30,523,31.33173996175908,-11.324070796457818,586.7383070350625,0.5278685548480527,1.2367225822641608
IDT,2022-04-13T01:02,2022-04-13T08:35:30,454,31.666079295154184,131.54436169280598,761.9719803814078,0.5240980899763147,1.2532657870322839
IDT,2022-04-14T00:47,2022-04-14T05:50:30,304,31.735197368421055,107.98428882903681,354.2506468221545,0.5304818486436016,1.2643599353713426
IDT,2022-04-14T23:10:30,2022-04-15T06:07:30,417,32.14556354916067,319.2458830319356,608.6818077525822,0.5283013284195531,1.265723842836495
IDT,2022-04-15T23:06:30,2022-04-16T10:07:30,661,32.39606656580938,671.6293253815566,887.7993505483028,0.553428442503223,1.2537319069205983
IDT,2022-04-17T01:52,2022-04-17T10:01,489,32.981186094069535,772.7839270687236,1439.8845765556907,0.6399828911122745,1.2905054576834591
IDT,2022-04-17T22:15,2022-04-18T07:52:30,576,32.43454861111111,572.2118894009218,1169.7311742564198,0.6709581694349522,1.296272458588194
IDT,2022-04-19T01:13:30,2022-04-19T09:04,470,31.567659574468085,31.693883415433447,874.6256643530214,0.6671228703249423,1.2862257645154558
IDT,2022-04-20T00:02,2022-04-20T08:00,478,31.424476987447697,-9.798809523808814,471.00449093733914,0.6551201764029342,1.270536918812854
IDT,2022-04-21T00:30:30,2022-04-21T06:59:30,388,30.962628865979383,-177.7027291132399,737.4153864287073,0.6554321922067234,1.2711767845352413
IDT,2022-04-22T02:26,2022-04-22T10:47:30,502,30.764741035856574,-319.32713417484774,880.253045060439,0.6644101473262531,1.2845661711710048
IDT,2022-04-23T01:17,2022-04-23T12:13,656,30.339481707317074,-685.812463768114,1716.6672034445219,0.6809743808606303,1.3036553334741217
IDT,2022-04-24T01:08,2022-04-24T10:43,575,30.51686956521739,-483.8419056724015,1300.4219994517043,0.685726638865592,1.311531321631301
