type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2025-01-01T02:04,2025-01-01T10:57:30,534,32.73258426966292,601.9977070775312,1116.7470399374142,0.46112847183354033,1.154295748539546
IDT,2025-01-02T04:32:30,2025-01-02T12:23,470,32.850851063829786,585.4335624090618,919.47265105322,0.5131194927817332,1.1281919418882131
IDT,2025-01-03T00:52,2025-01-03T07:59,427,32.076112412177984,189.10580888001277,395.9257774056168,0.5144696632425204,1.1240392481294361
IDT,2025-01-04T01:22,2025-01-04T09:33:30,492,31.070934959349593,-262.881887861151,752.01552228746,0.523464598929716,1.1182557105232611
IDT,2025-01-05T03:48:30,2025-01-05T09:01,312,32.777884615384615,365.86270525878354,605.2415035233134,0.5617666283621597,1.1170032095037004
IDT,2025-01-05T23:33:30,2025-01-06T08:21,527,31.251233396584443,-186.56555874558035,461.10358199256007,0.5668548724619938,1.0802538667845667
IDT,2025-01-07T00:58,2025-01-07T07:58,420,32.349761904761905,302.37049232736535,1030.6154872149928,0.5797783037895513,1.1041770040680865
IDT,2025-01-07T23:49,2025-01-08T08:00:30,492,32.0270325203252,195.42257672634332,510.9723851510789,0.5765386638767149,1.0992795337068069
IDT,2025-01-09T02:12:30,2025-01-09T08:33,380,32.11447368421052,171.29769694360766,323.80855520570185,0.5560354031576062,1.0827760453521889
IDT,2025-01-10T00:59,2025-01-10T07:49,409,32.10855745721272,181.95067907877637,284.0239354944788,0.5600197515984703,1.082910041536444
IDT,2025-01-10T23:34,2025-01-11T07:29,474,32.096624472573836,205.21081145071003,263.45737792446744,0.5632237626620442,1.075626547449489
IDT,2025-01-12T00:19,2025-01-12T08:36,497,31.740442655935613,17.6157178217818,600.281475884025,0.5628674350645351,1.078284757602019
IDT,2025-01-13T00:52:30,2025-01-13T08:16,443,31.97313769751693,96.39963365096446,544.0675155034987,0.5618317484931572,1.0898121547559403
IDT,2025-01-14T00:38:30,2025-01-14T07:53:30,433,32.493302540415705,269.0764701587432,547.6610780440969,0.5751539144190374,1.0858035589843826
IDT,2025-01-18T02:13:30,2025-01-18T09:36:30,443,31.760722347629798,-4.384636118596973,596.4999662165064,0.5752453546007761,1.1136555053521449
IDT,2025-01-18T23:53:30,2025-01-19T05:31:30,270,32.004074074074076,8.352821670428966,375.32392455497757,0.5753645125790765,1.1125754291326573
IDT,2025-01-19T23:24,2025-01-20T06:16,392,30.365561224489795,-630.1699774266363,1649.1315062496578,0.6414129109990809,1.160842634365645
IDT,2025-01-20T23:36,2025-01-21T02:47,191,31.73193717277487,-46.06930022573306,208.3071226349566,0.6289492086303605,1.1648544935850753
IDT,2025-01-22T05:51,2025-01-22T12:39:30,409,32.35647921760391,144.13370370370285,1036.8787886145292,0.6175266163873822,1.184445070329043
IDT,2025-01-23T01:21:30,2025-01-23T11:20:30,599,31.815191986644408,-113.1403703703727,540.0419422492851,0.6057326329338186,1.1578416936786318
IDT,2025-01-23T23:20,2025-01-24T05:26:30,367,32.53051771117166,184.77906504065322,317.13172446133103,0.6147443388051086,1.1644064059130923
IDT,2025-01-25T01:14,2025-01-25T07:52:30,396,32.15227272727273,30.15948477751772,380.30491040914785,0.6017620712632229,1.1496567983897308
IDT,2025-01-26T01:36,2025-01-26T09:18,461,30.934490238611712,-526.2878220140519,1762.8034524952527,0.6231470169115927,1.2109756984741487
IDT,2025-01-26T22:20,2025-01-27T06:29:30,482,30.55746887966805,-731.986182669787,1637.9641942314338,0.6387765392530643,1.249641635070422
IDT,2025-01-28T00:50,2025-01-28T07:41,410,29.918780487804877,-884.5060889929737,2481.498613330885,0.7423202747955724,1.3407180521681927
IDT,2025-01-28T23:05,2025-01-29T08:06:30,542,31.852952029520296,-94.3516260162578,344.9750541180838,0.7325823943771748,1.3095345776766865
IDT,2025-01-29T22:36:30,2025-01-30T05:59:30,443,30.780361173814896,-542.1048148148147,1461.0597973937402,0.7579228290410995,1.3430079545852651
IDT,2025-01-31T01:34,2025-01-31T09:10:30,449,31.371046770601335,-270.3388261851014,879.7321624568431,0.7380711560144835,1.3359373644392782
IDT,2025-02-01T01:17,2025-02-01T08:34,436,30.639449541284403,-529.0870848708491,1347.5899618741823,0.7330924961989832,1.3398876136816065
