type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2025-12-01T03:39:30,2025-12-01T11:18,458,32.449126637554585,603.2191873589181,1427.5880305633182,0.849673061169344,1.3831345797350185
IDT,2025-12-02T02:20,2025-12-02T08:01:30,342,31.92953216374269,272.19038461538366,297.8821505176602,0.8611659294893048,1.3923511050301187
IDT,2025-12-03T01:43,2025-12-03T08:57,434,30.99285714285714,-61.10576923077133,734.811348002986,0.8617539305413372,1.4037489258592994
IDT,2025-12-03T23:45:30,2025-12-04T08:10:30,505,31.452079207920793,160.80480769230599,188.2046458949335,0.859754214181354,1.3899436996369159
IDT,2025-12-04T23:45,2025-12-05T07:51,483,31.651138716356108,249.9451923076922,721.8897291050525,0.8548087115266525,1.3992435086134454
IDT,2025-12-06T00:32,2025-12-06T05:32,299,31.323076923076922,56.63749999999891,140.9592187500093,0.8481296230013426,1.4030314989263775
IDT,2025-12-07T01:22,2025-12-07T08:55,452,32.74446902654867,642.4692307692312,1003.7568639052333,0.8816291586722532,1.39286711861543
IDT,2025-12-08T00:56:30,2025-12-08T06:23:30,318,32.05786163522012,232.62851919561217,375.39153441239614,0.8931670861028386,1.402790891249926
IDT,2025-12-09T01:31:30,2025-12-09T10:46:30,555,30.800360360360358,-290.10769230769074,1045.5840236686636,0.8958648727378729,1.4073062190977323
IDT,2025-12-10T00:11:30,2025-12-10T06:51,399,32.33984962406015,405.69230769230853,580.7332544379169,0.9035255972277083,1.4162425542050256
IDT,2025-12-11T00:35,2025-12-11T07:26,410,32.54487804878049,500.93846153846243,804.7614201183897,0.899441656664596,1.4095050646539888
IDT,2025-12-12T00:23,2025-12-12T10:35:30,612,31.754738562091504,263.1828856700886,574.314740702277,0.8883305555644364,1.3937202594667886
IDT,2025-12-12T23:59:30,2025-12-13T07:22,442,31.641402714932127,113.08927095337822,200.26713394734543,0.8872334217826662,1.376795351630651
IDT,2025-12-14T02:00,2025-12-14T06:05,245,32.10040816326531,159.73672413442546,375.236167498806,0.8800097251463689,1.36609100746956
IDT,2025-12-15T00:24,2025-12-15T07:25,412,31.81480582524272,123.23566166294222,284.04140365403146,0.8837996697501511,1.3596971846567254
IDT,2025-12-16T00:13,2025-12-16T06:08,354,32.7093220338983,391.29895064127595,485.1671151779592,0.9149096652389882,1.363229751312186
IDT,2025-12-17T00:16,2025-12-17T08:42:30,506,31.252569169960477,-177.80262987433707,396.4194766605506,0.9008347694627389,1.3342464848158249
IDT,2025-12-17T23:04,2025-12-18T08:00:30,531,31.07909604519774,-231.8314651868386,604.1742151612416,0.886429224501469,1.3167732755919697
IDT,2025-12-18T23:41,2025-12-19T09:11:30,570,32.04684210526316,252.444073066461,312.2428421515506,0.8703904228062809,1.267671359632086
IDT,2025-12-20T01:26:30,2025-12-20T05:51:30,265,32.033962264150944,105.72272460884233,146.6928094290197,0.8341982886726768,1.2312778798410022
IDT,2025-12-21T00:00,2025-12-21T10:26:30,626,31.416932907348244,-136.5153750749596,661.0311942999251,0.7810278615925451,1.165670048715437
IDT,2025-12-22T00:41,2025-12-22T09:29:30,528,31.807386363636365,85.06906213990442,269.62715025246143,0.7548286131296318,1.146238262284553
IDT,2025-12-22T21:15,2025-12-23T07:19:30,604,32.136754966887416,262.0250619088183,792.2947898481507,0.6692504643640041,1.101397834735108
IDT,2025-12-29T00:52:30,2025-12-29T09:54:30,538,31.75185873605948,-29.87386363636324,245.5619660380762,0.5216004167321308,1.015317570330121
IDT,2025-12-30T01:00,2025-12-30T06:47:30,348,32.035919540229884,76.94757281553393,106.23516943154391,0.517688709845969,1.0041925827195566
IDT,2025-12-31T01:29,2025-12-31T09:32:30,483,31.81966873706004,2.3487864077669656,435.85456893907394,0.5016174634279099,0.9765861489375091
IDT,2026-01-01T00:35,2026-01-01T09:03:30,506,32.15790513833992,173.6082524271842,553.6382516024169,0.5059549227044097,0.9842939408346847
