type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-06-01T00:40:30,2021-06-01T08:18:30,457,30.45886214442013,-404.1552337590656,1717.3077307983767,0.8764534441601227,1.5700749758752925
IDT,2021-06-02T01:30,2021-06-02T08:13:30,404,30.95990099009901,-154.86414538000645,824.1540186244529,0.8714390941863583,1.540127007603387
IDT,2021-06-03T00:23,2021-06-03T10:13,588,31.750170068027213,233.07619402985074,630.0586092234589,0.875803773799684,1.5163476599020669
IDT,2021-06-04T00:57:30,2021-06-04T08:33:30,448,31.123883928571427,-102.9943283582088,437.61263766512275,0.8749693527631008,1.5183752917202562
IDT,2021-06-05T03:01:30,2021-06-05T11:49,527,31.11442125237192,-120.58119954273207,270.8002005373128,0.8712956211148034,1.4875861431843842
IDT,2021-06-07T00:20,2021-06-07T07:51:30,450,31.19111111111111,-32.94370860926938,1120.2961954154307,0.8719776481498596,1.5047648098836592
IDT,2021-06-08T00:07,2021-06-08T09:21:30,551,30.710526315789473,-246.2811334325379,984.6795221138746,0.8800529195917873,1.5139155491995921
IDT,2021-06-09T00:09,2021-06-09T07:31:30,441,32.31292517006803,509.5435937500006,917.4370837451424,0.8881900746254462,1.5104496059333878
IDT,2021-06-09T23:15,2021-06-10T07:53:30,517,30.595744680851066,-290.42621775793486,656.5783906404395,0.8902184617661981,1.5193967954670475
IDT,2021-06-11T00:52,2021-06-11T09:49:30,534,31.994007490636704,389.65346578366734,1013.2263359497301,0.8531158967288553,1.501676612109678
IDT,2021-06-12T03:06,2021-06-12T08:03:30,288,31.444791666666667,51.97602649006694,180.13242128374986,0.850685884283983,1.4879432491182822
IDT,2021-06-13T00:33,2021-06-13T08:46:30,494,32.62064777327935,633.8613686534227,1373.469705812051,0.872076853751586,1.4921781763670572
IDT,2021-06-14T01:35,2021-06-14T07:20,344,32.053197674418605,244.22953957741993,526.6520290761255,0.8610043684447442,1.481777146973016
IDT,2021-06-15T01:50:30,2021-06-15T08:46:30,408,31.271323529411767,-27.01125827814394,678.1627403768944,0.8422177475215994,1.4754658272806163
IDT,2021-06-16T00:50,2021-06-16T07:49,416,31.708894230769232,152.1171176285079,528.0611718163127,0.825265435724048,1.4624390587248932
IDT,2021-06-16T23:07,2021-06-17T06:39,443,31.738148984198645,172.42464285714232,384.5164728317177,0.8096575199132848,1.443935844704863
IDT,2021-06-18T00:30,2021-06-18T08:08,458,32.62248908296944,568.5308802572126,1216.8349602750968,0.824256527743029,1.4453287813303632
IDT,2021-06-19T02:41,2021-06-19T09:06,385,33.8387012987013,927.701570103407,2301.5164757723687,0.9395118633701695,1.483661706000449
IDT,2021-06-21T01:21,2021-06-21T08:43:30,442,31.968552036199096,231.50208333333285,749.3044900173554,0.8939389494681023,1.4422812050353035
IDT,2021-06-23T01:57,2021-06-23T07:42:30,322,31.759627329192547,58.856570512820326,238.933217057609,0.8471398183614623,1.3788465679875548
IDT,2021-06-24T02:08,2021-06-24T07:57:30,349,32.09255014326647,179.98181089743412,286.53854514006525,0.8514271932560558,1.3762702621451874
IDT,2021-06-25T00:22,2021-06-25T07:37:30,436,32.53188073394496,358.82211538461524,760.9926158005837,0.8558503391322239,1.3692364138535702
IDT,2021-06-26T04:44,2021-06-26T11:40,416,31.857451923076923,49.63002257336484,708.0579065881902,0.8564414037932473,1.3655255671536222
IDT,2021-06-27T00:41:30,2021-06-27T10:22:30,575,31.15808695652174,-325.12492430326165,711.4167937445454,0.8439493220457995,1.359696472149434
IDT,2021-06-28T00:40:30,2021-06-28T09:18:30,518,31.522200772200772,-96.7072115384617,430.88929491036106,0.8276934051283796,1.3452482833649726
IDT,2021-06-29T00:35,2021-06-29T08:59:30,504,31.542460317460318,-83.88269230769401,590.7322739460506,0.7357405482589138,1.2991503850403978
IDT,2021-06-30T00:45:30,2021-06-30T08:59:30,494,31.20668016194332,-248.09375,996.5841271033278,0.7299104201883058,1.3011772578702954
IDT,2021-06-30T23:59:30,2021-07-01T08:08,487,30.731622176591376,-475.93149038461706,1257.8875637365272,0.7141898434361902,1.286067633598533
