type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2023-02-01T00:54:30,2023-02-01T08:46:30,466,31.131330472103002,12.572563817981063,314.20177974458784,0.44372017033947847,1.262580647406195
IDT,2023-02-02T02:55,2023-02-02T07:52,297,31.35993265993266,71.60909867172631,614.1787306822371,0.44937527428286017,1.277890779540272
IDT,2023-02-03T00:39,2023-02-03T07:47,428,31.12266355140187,-0.9410394265232753,581.9522326056613,0.449498807616162,1.2896513569952186
IDT,2023-02-04T02:45,2023-02-04T11:08:30,504,31.198214285714286,36.96943020801882,927.840176130645,0.45037404497505995,1.306526920045675
IDT,2023-02-04T22:45,2023-02-05T09:25:30,641,30.801716068642744,-197.85895124316812,1569.841692023445,0.44181396081588337,1.3135415686882903
IDT,2023-02-06T01:29:30,2023-02-06T08:35:30,426,30.83004694835681,-73.43676236326974,871.6349250385538,0.4312691509224676,1.3167872744140907
IDT,2023-02-07T00:35:30,2023-02-07T07:35:30,420,30.93642857142857,-33.95377358490623,838.737544620526,0.4232325391015731,1.324223918196373
IDT,2023-02-08T01:43:30,2023-02-08T08:36,412,31.07257281553398,28.045714285713984,463.60920410137624,0.4088079578195914,1.326430959514892
IDT,2023-02-09T23:48,2023-02-10T08:40,532,29.64342105263158,-672.0932457786112,1751.3446635736618,0.4739994675398035,1.359453124971728
IDT,2023-02-11T00:20:30,2023-02-11T08:28:30,488,29.56700819672131,-653.7960600375227,1527.419504345511,0.531779513753103,1.3761238836773182
IDT,2023-02-12T00:05:30,2023-02-12T09:13:30,548,31.17883211678832,132.8371428571445,1109.6746469384525,0.533054173298245,1.3736848714046077
IDT,2023-02-13T01:16:30,2023-02-13T08:58:30,462,30.760389610389613,-81.32999999999993,1016.8623785714153,0.5240910736535408,1.3628614244771466
IDT,2023-02-13T23:52,2023-02-14T07:45,473,29.972515856236786,-441.89474671669814,614.4777318728156,0.5481447808790582,1.3548231627603584
IDT,2023-02-15T03:25:30,2023-02-15T07:16,230,31.46260869565217,121.02142857142826,419.05750510207145,0.5571508409173032,1.3699659035401206
IDT,2023-02-15T22:33,2023-02-16T07:53:30,551,30.821778584392014,-63.172142857143626,1528.8613423469942,0.5472629117939067,1.3935430779711118
IDT,2023-02-16T23:39:30,2023-02-17T07:49,489,32.06257668711657,484.1118932038844,1305.97780192527,0.5758268024762988,1.3779963995812408
IDT,2023-02-18T00:43,2023-02-18T08:50:30,488,31.074385245901638,0.884466019417232,1319.7514186068438,0.575322333553217,1.387515303218183
IDT,2023-02-19T02:31:30,2023-02-19T09:31:30,420,30.680476190476192,-107.5,286.5347857143497,0.5658165462786767,1.359723603143982
IDT,2023-02-20T22:24:30,2023-02-21T08:29:30,605,30.84710743801653,-18.04315196998141,842.7455460049678,0.5454828228907026,1.3503918499206093
IDT,2023-02-21T23:31:30,2023-02-22T07:47:30,493,30.887829614604463,-4.664915572231621,1023.5511185339419,0.5383714326516528,1.3572636377167233
IDT,2023-02-22T23:46:30,2023-02-23T06:38,406,30.836453201970443,-24.700518706544244,690.0232404541457,0.5382570396476071,1.3689025715612813
IDT,2023-02-23T22:40:30,2023-02-24T07:51:30,551,30.859346642468243,-7.847058823532279,344.581118570175,0.5382638809900319,1.339273687867551
IDT,2023-02-25T00:07:30,2023-02-25T08:19,491,30.45641547861507,-194.83447675901152,522.2198642239673,0.538495183939578,1.3362325098696326
IDT,2023-02-26T00:00:30,2023-02-26T07:41:30,461,30.099783080260302,-347.33766555174043,1713.4094444923103,0.5510748030276901,1.3740342127209277
IDT,2023-02-26T23:09:30,2023-02-27T08:08,538,30.627509293680298,-115.2778121564952,533.1735575753264,0.5492177640837232,1.3771882468392682
IDT,2023-02-28T00:42:30,2023-02-28T09:54,551,30.735934664246823,-58.32095631640914,359.5615135129774,0.5416334260335672,1.3727243315770443
