type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-09-01T01:14,2021-09-01T07:49,394,30.443908629441623,-548.4228842686498,1386.8200761156622,0.916845005732875,1.4840666141769048
IDT,2021-09-02T00:56,2021-09-02T08:20:30,444,30.02635135135135,-803.415128465178,2218.576168123167,0.9631648275071015,1.521502274991796
IDT,2021-09-04T02:00,2021-09-04T11:47:30,575,30.550434782608697,-755.0708812260527,1918.1713663919363,1.0063605251479577,1.5367194935451691
IDT,2021-09-05T02:13:30,2021-09-05T09:00,392,31.17729591836735,-269.0318007662827,421.94596893759444,1.0022333006289406,1.5280208445861512
IDT,2021-09-06T02:20,2021-09-06T09:56,455,30.5389010989011,-536.4573705179264,1348.2392755668843,1.0292779789496334,1.5433235168908916
IDT,2021-09-07T01:12:30,2021-09-07T08:34,440,31.64909090909091,-25.895327102804004,495.7836544676684,1.0077995690158505,1.504920265620183
IDT,2021-09-08T01:22:30,2021-09-08T09:52:30,508,31.071653543307086,-293.3381818181824,946.4162380165653,1.0115762392083558,1.5096840137190903
IDT,2021-09-09T00:54,2021-09-09T07:09:30,376,30.91276595744681,-195.62923588039848,366.6227604551241,1.017137726700974,1.5001555804441729
IDT,2021-09-10T02:07:30,2021-09-10T08:12:30,365,31.12931506849315,-110.86561461794008,325.3108068619622,1.0196775490160197,1.4904903932491984
IDT,2021-09-11T01:02:30,2021-09-11T08:52,469,31.51172707889126,36.896511627906875,377.00817179167643,1.003220977534237,1.4673587982086378
IDT,2021-09-12T00:34,2021-09-12T08:25:30,471,32.7072186836518,600.1303986710973,1333.298928681761,0.9386566512693328,1.4415365617805034
IDT,2021-09-13T00:43,2021-09-13T08:13,449,31.62204899777283,84.85764119601299,829.5891743192915,0.9247227411898543,1.4426331019675673
IDT,2021-09-14T00:49:30,2021-09-14T09:42:30,532,31.031954887218046,-169.34915887850366,895.3249203248415,0.9264330914097756,1.435249455189457
IDT,2021-09-15T00:39,2021-09-15T07:49,430,32.18255813953488,357.87943925233594,574.8342861385318,0.9257769765767454,1.4411093682631628
IDT,2021-09-15T23:25,2021-09-16T08:29:30,545,31.525688073394495,95.59719626168226,1062.1088512535207,0.9249437300546094,1.4555744337803815
IDT,2021-09-17T00:33:30,2021-09-17T09:09,515,30.93359223300971,-125.50739795918525,448.7554697912419,0.9267652068676545,1.447253128611883
IDT,2021-09-18T01:36,2021-09-18T08:46,427,30.6192037470726,-217.81753424657472,1161.8737194970017,0.8848869555011307,1.444096362000372
IDT,2021-09-19T01:47:30,2021-09-19T11:56:30,606,30.695214521452144,-228.12204724409457,1407.1301624404732,0.8169256008381214,1.4062284988457343
IDT,2021-09-20T04:35:30,2021-09-20T10:03:30,327,29.2782874617737,-573.4492481203015,1476.8351075527025,0.8508607251438208,1.417594501857716
IDT,2021-09-21T02:22,2021-09-21T10:36:30,495,30.57151515151515,-197.70000000000073,1516.9085454546148,0.7560719979587067,1.4144736139627494
IDT,2021-09-22T01:29,2021-09-22T09:07,458,30.157205240174672,-355.58524271844726,1094.192979998188,0.6770966407913613,1.3967289493340647
IDT,2021-09-23T00:00,2021-09-23T06:52:30,410,30.169024390243905,-304.93404255319183,965.7687324580038,0.693591980381351,1.407071793597543
IDT,2021-09-24T00:33,2021-09-24T10:40:30,594,29.513804713804713,-739.5560767590614,1928.8265836215578,0.7265200846533252,1.4148651686267786
IDT,2021-09-25T03:53,2021-09-25T08:16:30,264,31.12121212121212,55.02978723404249,515.2319601629861,0.726061661414771,1.4223032942688225
IDT,2021-09-26T01:00,2021-09-26T10:45:30,579,31.650259067357513,427.0085106382976,923.9632956087589,0.7348993314768174,1.4501730733432683
IDT,2021-09-27T03:49,2021-09-27T10:30,401,30.899002493765586,-5.519148936169586,258.7155636033276,0.7343790929165467,1.4350389863948771
IDT,2021-09-28T01:23,2021-09-28T09:29:30,487,30.30041067761807,-291.5142144638412,531.3979409332387,0.7355587703829268,1.4242345109343904
IDT,2021-09-29T01:03,2021-09-29T09:11:30,489,29.893456032719836,-491.7122194513722,1193.1785414268961,0.7561161106808134,1.415450593585258
IDT,2021-09-30T00:48:30,2021-09-30T09:07,498,32.08955823293173,586.0425531914898,1495.936052512494,0.7888937815737008,1.434337329571004
IDT,2021-10-01T01:01:30,2021-10-01T08:37,452,30.35442477876106,-252.37021276595624,829.2098325034603,0.7908961050286316,1.422483188853211
