type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2024-12-01T00:11:30,2024-12-01T07:55:30,464,31.266810344827586,NaN,NaN,NaN,NaN
IDT,2024-12-01T20:50,2024-12-02T01:20:30,271,32.48708487084871,60.153488372094216,156.37698215257842,0.6499941939401664,0.7278196689759574
IDT,2024-12-03T00:33,2024-12-03T09:04:30,510,31.626274509803924,-162.9046511627912,1838.8030693538021,0.5637140589192409,1.5939234530185593
IDT,2024-12-04T00:28:30,2024-12-04T08:02:30,453,31.32075055187638,-138.40235294117883,551.890179469483,0.5550540193437387,1.4239131931491367
IDT,2024-12-04T23:51,2024-12-05T08:24:30,513,31.965302144249513,86.96058823529347,962.1433994272957,0.5014021108523674,1.4149432257125931
IDT,2024-12-06T00:31:30,2024-12-06T07:09:30,392,31.814030612244895,1.8189894035458565E-12,737.2128316325834,0.4577250496772092,1.4074689249798922
IDT,2024-12-07T01:04:30,2024-12-07T07:52,407,31.544471744471746,-71.50209233693386,1427.3066073920345,0.4348842264533746,1.4904708324373626
IDT,2024-12-08T00:35,2024-12-08T10:01,566,31.608657243816253,-9.971372549021908,473.40324782789685,0.41108067844552415,1.4036378446452165
IDT,2024-12-09T01:16:30,2024-12-09T06:17:30,301,32.164119601328906,133.63407913165247,422.7016182902735,0.40745687450729634,1.3873050763732853
IDT,2024-12-10T00:53,2024-12-10T08:32:30,460,30.80782608695652,-376.4862745098053,848.4864236832364,0.4899427414590858,1.3786299026514575
IDT,2024-12-11T01:06,2024-12-11T08:48:30,457,31.707877461706783,18.646274509803334,307.6524366589729,0.46714725039980093,1.3316981970958164
IDT,2024-12-12T00:28:30,2024-12-12T08:32,483,31.670393374741202,-1.8189894035458565E-12,447.76662525883876,0.4474294433470772,1.2998020472007026
IDT,2024-12-12T23:41,2024-12-13T07:21,460,31.65782608695652,-2.8904761904759653,474.93998880998697,0.4301150450173089,1.2778068697231768
IDT,2024-12-14T00:40,2024-12-14T08:03:30,444,31.511036036036035,-65.17478260869393,165.34293308132328,0.4175653613822489,1.2383306838319088
IDT,2024-12-14T23:47,2024-12-15T08:50:30,544,31.601838235294117,-21.875362318838597,719.3578152144328,0.40407112333055295,1.2309313633179457
IDT,2024-12-16T00:57,2024-12-16T08:56:30,473,32.31945031712473,312.9482608695671,453.5352092627436,0.42008402297518316,1.217391412569436
IDT,2024-12-17T00:13:30,2024-12-17T09:19,545,31.470825688073393,-93.31741261721982,426.4043660503812,0.4119492423966297,1.1952977838460528
IDT,2024-12-18T01:44:30,2024-12-18T08:44:30,420,31.079285714285714,-229.73529411764866,285.772417531698,0.42581780645558714,1.1766750831482233
IDT,2024-12-19T03:01:30,2024-12-19T08:20:30,308,32.08993506493506,137.9485080988925,224.46383404778317,0.4245550720652353,1.166895044700904
IDT,2024-12-20T03:22:30,2024-12-20T10:07,404,31.669554455445546,4.7382608695661474,566.7310918715084,0.4138547981594511,1.1678203222674632
IDT,2024-12-21T03:00:30,2024-12-21T09:12,371,31.770619946091642,39.67090938441652,449.65175485552754,0.40418129829485994,1.1652892098550025
IDT,2024-12-22T03:17,2024-12-22T11:22,485,31.15154639175258,-245.54565217391064,448.92611814744305,0.41116502879664696,1.1543408939144368
IDT,2024-12-23T00:37,2024-12-23T10:17,580,31.028275862068963,-355.9891730605268,590.733329890063,0.42336822337590296,1.1438417624865866
IDT,2024-12-24T04:12,2024-12-24T11:13:30,422,31.2521327014218,-157.8878431372559,1023.3855237216922,0.4220222508415719,1.1625361022334413
IDT,2024-12-25T03:01,2024-12-25T10:50,469,31.552452025586355,-30.49149622393088,198.37204976961948,0.4138051502277716,1.1449167230408792
IDT,2024-12-26T03:03,2024-12-26T10:13:30,430,31.25186046511628,-153.4226148409889,758.0542063828325,0.41227418070192323,1.1513551912750717
IDT,2024-12-27T00:21,2024-12-27T09:41,558,31.366487455197134,-133.2282386717925,340.0529275618028,0.4073250592839973,1.1355523545148416
IDT,2024-12-28T02:11,2024-12-28T09:44,453,30.75960264900662,-381.53272058823495,586.9911630894057,0.42988793539398307,1.1321668506520868
IDT,2024-12-28T22:45,2024-12-29T08:29,584,31.46335616438356,-66.45275617709922,194.29741233494133,0.42293539006581476,1.112581313246468
IDT,2024-12-30T01:31,2024-12-30T08:36:30,424,32.46580188679245,376.79046469334025,1135.3115195372375,0.4356268010203089,1.136772653095892
IDT,2024-12-31T03:23,2024-12-31T09:29:30,367,32.1275204359673,191.67407958324657,277.35818197298795,0.44247491217709983,1.1318390494522512
IDT,2025-01-01T02:04,2025-01-01T10:57:30,534,32.73258426966292,601.9977070775312,1116.7470399374142,0.46112847183354033,1.154295748539546
