type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-05-01T01:00,2021-05-01T08:14:30,435,30.95425287356322,56.49590747331058,1410.9770748533774,0.9754128778888167,1.893785977480799
IDT,2021-05-02T01:05,2021-05-02T08:31:30,446,30.84708520179372,0.0,978.371210762416,0.9736323901363645,1.8816969549187437
IDT,2021-05-03T00:45:30,2021-05-03T09:19:30,514,30.786186770428017,-31.30179372197199,1990.8181562067475,0.9679998568082772,1.8857069075159272
IDT,2021-05-04T00:54:30,2021-05-04T09:44:30,524,31.32614503816794,194.87149425287316,1131.7429947945056,0.9661094640347233,1.881596024175157
IDT,2021-05-05T00:25,2021-05-05T06:35:30,370,31.074324324324323,44.42643678160857,263.2204277975252,0.9652280981970648,1.8727308631491821
IDT,2021-05-05T23:29:30,2021-05-06T08:08:30,517,31.792263056092846,371.1743243243236,1266.0694758947939,0.9744476973207042,1.8728881158106034
IDT,2021-05-07T00:18,2021-05-07T08:06:30,469,31.35863539445629,133.3418918918942,729.7281026295386,0.9740099484415431,1.8609229759592103
IDT,2021-05-08T23:47:30,2021-05-09T07:08:30,432,31.62638888888889,232.47863825363856,546.826382509782,0.968240606859053,1.8419560679706892
IDT,2021-05-09T23:12,2021-05-10T06:40,428,32.16822429906542,462.23161382536455,979.3889364944771,0.8857105404970612,1.7983168564164058
IDT,2021-05-10T22:46:30,2021-05-11T07:41:30,520,30.646346153846153,-222.54864864864794,418.67902118328493,0.8725598483379355,1.7738303333603043
IDT,2021-05-12T01:52,2021-05-12T07:36,343,30.060932944606414,-306.4087356321852,946.1375314044999,0.8822358290909982,1.7812407427372907
IDT,2021-05-12T23:40:30,2021-05-13T09:35:30,595,31.674117647058825,428.31954022988066,1336.9535605758429,0.8919330844175906,1.7807395364155185
IDT,2021-05-19T22:51:30,2021-05-20T08:15:30,560,31.348928571428573,12.75877862595371,859.6700472000521,0.8386499723583468,1.7187110913566779
IDT,2021-05-20T23:44:30,2021-05-21T07:18:30,453,31.337527593818983,0.0,836.6620309051359,0.8197497893431144,1.705258574925742
IDT,2021-05-22T00:48,2021-05-22T09:18:30,511,33.318982387475536,1006.6974999999984,2801.754122321494,0.9194557335240874,1.6978402901401082
IDT,2021-05-23T02:14:30,2021-05-23T09:10,415,33.06867469879518,713.6946428571428,2282.786369260284,0.9787676990732425,1.721986457558244
IDT,2021-05-24T00:02,2021-05-24T08:41:30,518,30.893629343629346,-235.84500000000116,1273.6090232143179,0.8902838139098874,1.6687988568050318
IDT,2021-05-25T00:51,2021-05-25T08:04,433,31.902771362586606,239.81392857142782,542.9358899234794,0.84576428279156,1.607542225308593
IDT,2021-05-27T00:28:30,2021-05-27T07:22,411,31.41338199513382,24.495605010661166,796.7563373842277,0.8558562976297729,1.5972851427183183
IDT,2021-05-30T03:33,2021-05-30T08:52,319,29.69529780564263,-525.6897583569862,1560.0630158039276,0.8611458663732853,1.553083182785445
IDT,2021-05-31T00:24:30,2021-05-31T07:34:30,429,31.00862470862471,-143.54484744560068,871.7286788536003,0.8598667672528822,1.5384431952084074
IDT,2021-06-01T00:40:30,2021-06-01T08:18:30,457,30.45886214442013,-404.1552337590656,1717.3077307983767,0.8764534441601227,1.5700749758752925
