type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-01-01T03:08:30,2022-01-01T10:08:30,418,30.310765550239232,-403.37656250000146,1564.926270751981,0.5838661710503615,1.3290655525817305
IDT,2022-01-02T03:35:30,2022-01-02T09:17,341,30.451906158357772,-280.94140625,870.0918878173688,0.5985784559966173,1.335616779358277
IDT,2022-01-03T01:48:30,2022-01-03T08:20:30,387,29.64935400516796,-627.4326732673271,1641.5270270887995,0.6706904738819612,1.3679394650656609
IDT,2022-01-04T01:51,2022-01-04T11:51:30,601,31.398502495840265,70.22641129032127,1172.294557142537,0.6662542207128451,1.3718838093746368
IDT,2022-01-05T00:48:30,2022-01-05T09:40:30,521,31.870825335892516,306.958669354839,840.1080320386682,0.6418457504678182,1.366244545229924
IDT,2022-01-06T00:29,2022-01-06T08:56:30,508,31.94507874015748,325.9403614457842,1261.7458842900814,0.6542303623384966,1.3875428535708176
IDT,2022-01-07T00:34,2022-01-07T09:20:30,526,32.16102661596958,451.07801204819407,1184.338750861818,0.6748447092063082,1.4030991971984235
IDT,2022-01-07T23:42,2022-01-08T07:03:30,439,32.15284738041002,372.8793674698809,577.3315323115094,0.6747184675106792,1.3964708006907514
IDT,2022-01-08T22:28:30,2022-01-09T09:22:30,654,30.603975535168196,-443.2012096774197,1894.8572358707897,0.6800844609984105,1.418472603708081
IDT,2022-01-09T23:36,2022-01-10T06:02:30,385,31.266753246753247,-1.491419141912047,224.24021904170513,0.6573812150783266,1.4057548334602545
IDT,2022-01-11T00:23,2022-01-11T08:51,508,31.936811023622045,338.4214521452159,1138.0725773072336,0.6327844280242424,1.4097111039590156
IDT,2022-01-12T11:17,2022-01-12T15:49:30,273,31.532234432234432,71.41881188118896,439.3200245073531,0.6241628125777186,1.4201256384306602
IDT,2022-01-13T04:07,2022-01-13T08:29,261,30.971264367816094,-77.12259740259742,311.9433526058565,0.6233431100282061,1.424526985104767
IDT,2022-01-14T03:44:30,2022-01-14T10:39,413,31.049878934624697,-71.2369892473107,329.2799240605673,0.6135429642894491,1.4226666745367111
IDT,2022-01-15T07:37,2022-01-15T17:19,581,30.76695352839931,-191.5888157894733,1236.3832604740746,0.617000732310006,1.4314411538118121
IDT,2022-01-16T08:01,2022-01-16T16:44:30,524,31.54312977099237,201.00205715902666,356.6879904239904,0.6109801160979292,1.4147182213918847
IDT,2022-01-17T03:48:30,2022-01-17T08:39,288,31.0125,-19.5059491906959,308.9761182424845,0.6106412345744474,1.4212213286845619
IDT,2022-01-18T00:05:30,2022-01-18T05:40,334,31.409580838323354,89.01912138930857,1177.8551017153077,0.6126772120924006,1.4350112929768584
IDT,2022-01-19T01:12,2022-01-19T04:55:30,224,31.58526785714286,76.31869012707739,568.3038056371151,0.604647158715211,1.4343386948872647
IDT,2022-01-19T22:34:30,2022-01-20T04:42:30,367,29.906539509536785,-453.8017438626448,1450.7578821056522,0.6472752239748836,1.464441895315288
IDT,2022-01-20T19:13,2022-01-21T05:57:30,639,30.628794992175273,-273.5036312215525,673.8947046813555,0.6535200398570394,1.4394845208253617
IDT,2022-01-22T06:56:30,2022-01-22T16:14,551,31.56333938294011,223.16783403038062,943.5076263989322,0.6585381041079659,1.4396007441620202
IDT,2022-01-23T09:33,2022-01-23T19:56:30,612,31.498529411764707,106.80424854297598,835.9478063837159,0.6582106681008036,1.4296517966360067
IDT,2022-01-24T04:04,2022-01-24T08:25,260,29.31923076923077,-478.16218357913203,1289.2248992506065,0.7364711372326972,1.4617455930524026
IDT,2022-01-25T02:04:30,2022-01-25T06:31,262,30.86259541984733,-44.17164043583489,456.2005107588484,0.7134098853694626,1.45690010267316
IDT,2022-01-25T20:43,2022-01-26T03:18:30,395,31.910886075949364,297.2651441778562,554.5360150457127,0.7273284499559353,1.4684674270405749
IDT,2022-01-26T21:20,2022-01-27T06:54,573,30.550785340314135,-348.11511996478293,861.6427866457961,0.7282797736658169,1.463726441055628
IDT,2022-01-27T21:34,2022-01-28T05:27,472,30.455508474576273,-331.7251948051944,892.1446713316254,0.7277889967161818,1.4294950116026526
IDT,2022-01-28T20:10:30,2022-01-29T07:35,684,30.384941520467837,-442.03359564164566,1170.8182012806647,0.7364821898400775,1.4177250518877167
IDT,2022-01-30T00:27,2022-01-30T06:41,374,30.93663101604278,-35.364860774818226,572.7322015444515,0.7358602848793351,1.4105642098944646
IDT,2022-01-30T22:54:30,2022-01-31T08:30,575,31.074260869565215,7.009806295402086,875.8045171902049,0.7223277971722234,1.3863824176881288
IDT,2022-02-01T00:42,2022-02-01T07:43:30,422,30.95473933649289,-45.29349868407189,338.8468981588958,0.7130248463665282,1.3690663058601706
