recorded_time,temperature,sensor_type
2023-02-12T00:00,0.3635714285714293,UNKNOWN
2023-02-12T00:01,0.5635714285714286,UNKNOWN
2023-02-12T00:02,0.5635714285714286,UNKNOWN
2023-02-12T00:03,0.5635714285714286,UNKNOWN
2023-02-12T00:04,0.5635714285714286,UNKNOWN
2023-02-12T00:05,0.66357142857143,UNKNOWN
2023-02-12T00:06,0.8635714285714293,UNKNOWN
2023-02-12T00:07,0.8635714285714293,UNKNOWN
2023-02-12T00:08,0.9635714285714272,UNKNOWN
2023-02-12T00:09,0.9635714285714272,UNKNOWN
2023-02-12T00:10,0.9635714285714272,UNKNOWN
2023-02-12T00:11,0.9635714285714272,UNKNOWN
2023-02-12T00:12,1.0635714285714286,UNKNOWN
2023-02-12T00:13,1.0635714285714286,UNKNOWN
2023-02-12T00:14,1.16357142857143,UNKNOWN
2023-02-12T00:15,1.16357142857143,UNKNOWN
2023-02-12T00:16,1.16357142857143,UNKNOWN
2023-02-12T00:17,1.16357142857143,UNKNOWN
2023-02-12T00:18,1.16357142857143,UNKNOWN
2023-02-12T00:19,1.16357142857143,UNKNOWN
2023-02-12T00:20,1.16357142857143,UNKNOWN
2023-02-12T00:21,1.16357142857143,UNKNOWN
2023-02-12T00:22,1.2635714285714315,UNKNOWN
2023-02-12T00:23,1.2635714285714315,UNKNOWN
2023-02-12T00:24,1.2635714285714315,UNKNOWN
2023-02-12T00:25,1.2635714285714315,UNKNOWN
2023-02-12T00:26,1.2635714285714315,UNKNOWN
2023-02-12T00:27,1.3635714285714258,UNKNOWN
2023-02-12T00:28,1.3635714285714258,UNKNOWN
2023-02-12T00:29,1.3635714285714258,UNKNOWN
2023-02-12T00:30,1.3635714285714258,UNKNOWN
2023-02-12T00:31,1.3635714285714258,UNKNOWN
2023-02-12T00:32,1.0635714285714286,UNKNOWN
2023-02-12T00:33,0.7635714285714279,UNKNOWN
2023-02-12T00:34,0.5635714285714286,UNKNOWN
2023-02-12T00:35,0.3635714285714293,UNKNOWN
2023-02-12T00:36,0.16357142857143003,UNKNOWN
2023-02-12T00:37,0.16357142857143003,UNKNOWN
2023-02-12T00:38,0.16357142857143003,UNKNOWN
2023-02-12T00:39,0.2635714285714279,UNKNOWN
2023-02-12T00:40,0.2635714285714279,UNKNOWN
