recorded_time,temperature,sensor_type
2024-12-21T00:00,-1.3636902712010333,UNKNOWN
2024-12-21T00:01,-1.2636902712010354,UNKNOWN
2024-12-21T00:02,-1.2636902712010354,UNKNOWN
2024-12-21T00:03,-1.2636902712010354,UNKNOWN
2024-12-21T00:04,-1.2636902712010354,UNKNOWN
2024-12-21T00:05,-1.3636902712010333,UNKNOWN
2024-12-21T00:06,-1.3636902712010333,UNKNOWN
2024-12-21T00:07,-1.3636902712010333,UNKNOWN
2024-12-21T00:08,-1.3636902712010333,UNKNOWN
2024-12-21T00:09,-1.3636902712010333,UNKNOWN
2024-12-21T00:10,-1.3636902712010333,UNKNOWN
2024-12-21T00:11,-1.3636902712010333,UNKNOWN
2024-12-21T00:12,-1.3636902712010333,UNKNOWN
2024-12-21T00:13,-1.3636902712010333,UNKNOWN
2024-12-21T00:14,-1.3636902712010333,UNKNOWN
2024-12-21T00:15,-1.3636902712010333,UNKNOWN
2024-12-21T00:16,-1.2636902712010354,UNKNOWN
2024-12-21T00:17,-1.163690271201034,UNKNOWN
2024-12-21T00:18,-1.163690271201034,UNKNOWN
2024-12-21T00:19,-1.163690271201034,UNKNOWN
2024-12-21T00:20,-1.163690271201034,UNKNOWN
2024-12-21T00:21,-1.0636902712010325,UNKNOWN
2024-12-21T00:22,-0.9636902712010347,UNKNOWN
2024-12-21T00:23,-0.8636902712010333,UNKNOWN
2024-12-21T00:24,-0.8636902712010333,UNKNOWN
2024-12-21T00:25,-0.7636902712010354,UNKNOWN
2024-12-21T00:26,-0.663690271201034,UNKNOWN
2024-12-21T00:27,-0.663690271201034,UNKNOWN
2024-12-21T00:28,-0.5636902712010325,UNKNOWN
2024-12-21T00:29,-0.663690271201034,UNKNOWN
2024-12-21T00:30,-0.7636902712010354,UNKNOWN
2024-12-21T00:31,-0.8636902712010333,UNKNOWN
2024-12-21T00:32,-0.9636902712010347,UNKNOWN
2024-12-21T00:33,-0.8636902712010333,UNKNOWN
2024-12-21T00:34,-0.8636902712010333,UNKNOWN
2024-12-21T00:35,-0.8636902712010333,UNKNOWN
2024-12-21T00:36,-0.7636902712010354,UNKNOWN
2024-12-21T00:37,-0.7636902712010354,UNKNOWN
2024-12-21T00:38,-0.8636902712010333,UNKNOWN
2024-12-21T00:39,-0.8636902712010333,UNKNOWN
2024-12-21T00:40,-0.7636902712010354,UNKNOWN
2024-12-21T00:41,-0.7636902712010354,UNKNOWN
2024-12-21T00:42,-0.663690271201034,UNKNOWN
2024-12-21T00:43,-0.663690271201034,UNKNOWN
2024-12-21T00:44,-0.7636902712010354,UNKNOWN
2024-12-21T00:45,-0.5636902712010325,UNKNOWN
2024-12-21T00:46,-0.4636902712010347,UNKNOWN
2024-12-21T00:47,-0.36369027120103326,UNKNOWN
2024-12-21T00:48,-0.2636902712010354,UNKNOWN
2024-12-21T00:49,-0.2636902712010354,UNKNOWN
2024-12-21T00:50,-0.36369027120103326,UNKNOWN
2024-12-21T00:51,-0.663690271201034,UNKNOWN
2024-12-21T00:52,-0.8636902712010333,UNKNOWN
2024-12-21T00:53,-1.0636902712010325,UNKNOWN
2024-12-21T00:54,-1.3636902712010333,UNKNOWN
2024-12-21T00:55,-1.5636902712010325,UNKNOWN
