type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-07-31T23:54:30,2022-08-01T07:42,467,31.48608137044968,-166.24899135446685,243.8030987716047,0.6370813777609656,1.0734304005202417
IDT,2022-08-02T01:00,2022-08-02T08:23:30,444,31.607657657657658,-88.42253521126986,302.18329894868657,0.6384637132030754,1.0834004707593026
IDT,2022-08-03T01:50:30,2022-08-03T09:55:30,485,31.44721649484536,-174.40164319249016,625.5420064912178,0.6216428393378305,1.0772463607719371
IDT,2022-08-04T01:39:30,2022-08-04T07:01,321,32.61526479750779,233.0469798657723,470.0280212602811,0.6412283432992832,1.08875034984063
IDT,2022-08-04T23:10:30,2022-08-05T07:50:30,520,32.55692307692308,297.8936708860747,392.23015221906826,0.6410522084370964,1.0791441456290898
IDT,2022-08-06T00:28:30,2022-08-06T10:00,571,32.038353765324,25.726807760143856,520.4491920096334,0.6131879661119012,1.0562006777319204
IDT,2022-08-08T23:26:30,2022-08-09T06:51,444,31.79572072072072,-87.724338624339,222.4542107816087,0.6108023196093978,1.0456249167636456
IDT,2022-08-10T00:08:30,2022-08-10T07:59:30,471,31.6552016985138,-159.24338624338634,386.02436531253625,0.6128172793198986,1.0417772788734752
IDT,2022-08-10T23:22,2022-08-11T09:23,601,31.837603993344427,-90.79328220927346,457.82632295251824,0.6008839429453887,1.035742990698956
IDT,2022-08-11T22:25,2022-08-12T07:46:30,562,31.96014234875445,-13.436455696202756,346.14843121310696,0.589217608419101,1.026702458236359
IDT,2022-08-12T23:33,2022-08-13T08:55:30,563,31.555595026642983,-234.49032433893444,426.6354390915949,0.5830283162295438,1.022951537823865
IDT,2022-08-14T00:13:30,2022-08-14T08:22,488,31.04590163934426,-451.98308752646517,992.7762119056424,0.5966513475238314,1.0453234436874546
IDT,2022-08-14T23:08,2022-08-15T07:48:30,515,31.525436893203885,-230.02969277895136,599.1617467183387,0.5359259385133162,1.017146362755689
IDT,2022-08-16T00:05,2022-08-16T08:25:30,489,31.169529652351738,-369.279300914759,748.9055257344153,0.48175203755727813,0.9728175059449448
IDT,2022-08-16T23:21,2022-08-17T03:51,270,32.45814814814815,131.23394747511338,154.02355174045078,0.4841028208532257,0.9607135635412466
IDT,2022-08-17T23:22:30,2022-08-18T08:55:30,573,31.960383944153577,-6.780506329112541,83.45095159858465,0.4447742319735007,0.9375210322055142
IDT,2022-08-19T00:56:30,2022-08-19T08:51,474,31.731434599156117,-108.46473141920069,475.52145139616914,0.4434718614735413,0.9369749821693562
IDT,2022-08-20T01:00,2022-08-20T09:46:30,520,31.341923076923077,-303.04506436743395,490.61436737980694,0.45274617051813343,0.9444542302421297
IDT,2022-08-21T00:32:30,2022-08-21T10:16:30,578,31.7538062283737,-63.36419837184076,483.4830305108335,0.45333351977517805,0.9476589310810868
IDT,2022-08-21T23:41,2022-08-22T08:33:30,525,31.84,0.6289517470868304,696.1407534864265,0.43947046866062234,0.9586810351911739
IDT,2022-08-23T00:00:30,2022-08-23T09:07:30,547,31.10712979890311,-388.11430929681956,849.9219325061422,0.4468011002135181,0.9684590356929408
IDT,2022-08-24T00:20,2022-08-24T09:58:30,576,31.0078125,-441.76376133919257,1035.8859910287429,0.44554322789128825,0.978887616590196
IDT,2022-08-25T01:02,2022-08-25T09:50:30,519,31.27687861271676,-241.71999474398763,1002.7616490540095,0.43612430400213104,0.9879044016234936
IDT,2022-08-26T01:26:30,2022-08-26T10:53:30,554,31.648916967509027,-24.598254454565904,424.8765417365357,0.4352406424939543,0.9900498565441184
IDT,2022-08-27T01:40:30,2022-08-27T10:02:30,502,31.60776892430279,-22.233785171729323,380.524444627692,0.4219667006581052,0.9854970276117541
IDT,2022-08-28T00:45,2022-08-28T09:12:30,506,32.016600790513834,184.45797749622398,601.7831333241193,0.42282853131179887,0.9879377245857082
IDT,2022-08-29T00:04,2022-08-29T09:58,594,31.06919191919192,-346.22324380878126,699.8084588444326,0.43624651700369593,0.992028550457875
IDT,2022-08-30T00:31:30,2022-08-30T10:01,569,31.13725834797891,-279.4271362204636,931.9324858633336,0.4400429027521281,0.9992120739362281
IDT,2022-08-31T01:34,2022-08-31T09:44,490,30.71,-449.988043493895,824.8043454845902,0.4740068086831155,1.0137558809106704
IDT,2022-09-01T01:03,2022-09-01T09:49,526,30.94277566539924,-360.60838954650717,703.8488604777958,0.49120838081221346,1.01983046005456
