session_id,timestamp,valid_data,activation,scl_avg
3e633ca0-f55d-11f0-8080-808080808080,1768844127,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844127,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844127,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844127,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844127,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844132,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844132,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844132,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844132,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844132,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844137,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844137,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844137,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844137,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844137,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844142,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844142,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844142,false,false,0.0
3e633ca0-f55d-11f0-8080-808080808080,1768844142,false,false,35.11759948730469
3e633ca0-f55d-11f0-8080-808080808080,1768844142,false,false,35.31946563720703
3e633ca0-f55d-11f0-8080-808080808080,1768844147,true,false,35.61337661743164
3e633ca0-f55d-11f0-8080-808080808080,1768844147,true,false,36.025333404541016
3e633ca0-f55d-11f0-8080-808080808080,1768844147,false,true,36.55318069458008
3e633ca0-f55d-11f0-8080-808080808080,1768844147,true,true,37.19546890258789
3e633ca0-f55d-11f0-8080-808080808080,1768844147,true,false,38.16106033325195
3e633ca0-f55d-11f0-8080-808080808080,1768844152,true,false,39.058902740478516
3e633ca0-f55d-11f0-8080-808080808080,1768844152,true,false,40.06721496582031
