session_id,timestamp,valid_data,activation,scl_avg
341f0990-ed2b-11ee-8080-808080808080,1711648030,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648030,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648030,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648030,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648030,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648035,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648035,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648035,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648035,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648035,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648040,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648040,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648040,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648040,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648040,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648045,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648045,false,false,0.0
341f0990-ed2b-11ee-8080-808080808080,1711648045,false,false,30.32389259338379
341f0990-ed2b-11ee-8080-808080808080,1711648045,false,false,30.37272071838379
341f0990-ed2b-11ee-8080-808080808080,1711648045,false,false,30.47047996520996
341f0990-ed2b-11ee-8080-808080808080,1711648050,true,false,30.619096755981445
341f0990-ed2b-11ee-8080-808080808080,1711648050,true,false,30.87687110900879
341f0990-ed2b-11ee-8080-808080808080,1711648050,true,true,31.144813537597656
341f0990-ed2b-11ee-8080-808080808080,1711648050,true,false,31.469736099243164
341f0990-ed2b-11ee-8080-808080808080,1711648050,true,false,31.854433059692383
341f0990-ed2b-11ee-8080-808080808080,1711648055,true,false,32.41556930541992
341f0990-ed2b-11ee-8080-808080808080,1711648055,true,false,32.92630386352539
341f0990-ed2b-11ee-8080-808080808080,1711648055,true,false,33.496612548828125
341f0990-ed2b-11ee-8080-808080808080,1711648055,true,false,34.12772750854492
341f0990-ed2b-11ee-8080-808080808080,1711648055,true,false,34.82001495361328
341f0990-ed2b-11ee-8080-808080808080,1711648060,true,false,35.75958251953125
341f0990-ed2b-11ee-8080-808080808080,1711648060,true,false,36.04304122924805
341f0990-ed2b-11ee-8080-808080808080,1711648060,true,false,34.99463653564453
341f0990-ed2b-11ee-8080-808080808080,1711648060,true,false,34.29755401611328
341f0990-ed2b-11ee-8080-808080808080,1711648060,true,false,34.2829704284668
341f0990-ed2b-11ee-8080-808080808080,1711648065,true,false,34.29443359375
341f0990-ed2b-11ee-8080-808080808080,1711648065,true,false,34.30506134033203
341f0990-ed2b-11ee-8080-808080808080,1711648065,true,false,34.316810607910156
341f0990-ed2b-11ee-8080-808080808080,1711648065,true,false,34.330322265625
341f0990-ed2b-11ee-8080-808080808080,1711648065,true,true,34.354183197021484
341f0990-ed2b-11ee-8080-808080808080,1711648070,true,false,34.375770568847656
341f0990-ed2b-11ee-8080-808080808080,1711648070,true,false,34.39752197265625
341f0990-ed2b-11ee-8080-808080808080,1711648070,true,false,34.420597076416016
341f0990-ed2b-11ee-8080-808080808080,1711648070,true,true,34.44174575805664
341f0990-ed2b-11ee-8080-808080808080,1711648070,true,false,34.464111328125
341f0990-ed2b-11ee-8080-808080808080,1711648075,true,false,34.47999954223633
341f0990-ed2b-11ee-8080-808080808080,1711648075,true,false,34.49654769897461
341f0990-ed2b-11ee-8080-808080808080,1711648075,true,false,34.51384353637695
341f0990-ed2b-11ee-8080-808080808080,1711648075,true,false,34.53105926513672
341f0990-ed2b-11ee-8080-808080808080,1711648075,true,true,34.551570892333984
341f0990-ed2b-11ee-8080-808080808080,1711648080,true,false,34.56818771362305
341f0990-ed2b-11ee-8080-808080808080,1711648080,true,false,34.58597183227539
341f0990-ed2b-11ee-8080-808080808080,1711648080,true,false,34.60384750366211
341f0990-ed2b-11ee-8080-808080808080,1711648080,true,false,34.6251335144043
341f0990-ed2b-11ee-8080-808080808080,1711648080,true,false,34.636714935302734
341f0990-ed2b-11ee-8080-808080808080,1711648085,true,true,34.64533615112305
341f0990-ed2b-11ee-8080-808080808080,1711648085,true,false,34.65727996826172
341f0990-ed2b-11ee-8080-808080808080,1711648085,true,false,34.668556213378906
341f0990-ed2b-11ee-8080-808080808080,1711648085,true,true,34.67686462402344
341f0990-ed2b-11ee-8080-808080808080,1711648085,true,false,34.68130874633789
341f0990-ed2b-11ee-8080-808080808080,1711648090,true,false,34.681983947753906
341f0990-ed2b-11ee-8080-808080808080,1711648090,true,false,34.682220458984375
341f0990-ed2b-11ee-8080-808080808080,1711648090,true,true,34.685054779052734
341f0990-ed2b-11ee-8080-808080808080,1711648090,true,false,34.686771392822266
341f0990-ed2b-11ee-8080-808080808080,1711648090,true,false,34.68691635131836
341f0990-ed2b-11ee-8080-808080808080,1711648095,true,false,34.688106536865234
341f0990-ed2b-11ee-8080-808080808080,1711648095,true,true,34.690773010253906
341f0990-ed2b-11ee-8080-808080808080,1711648095,true,false,34.695457458496094
341f0990-ed2b-11ee-8080-808080808080,1711648095,true,false,34.701236724853516
341f0990-ed2b-11ee-8080-808080808080,1711648095,true,false,34.70854568481445
341f0990-ed2b-11ee-8080-808080808080,1711648100,true,false,34.71635818481445
341f0990-ed2b-11ee-8080-808080808080,1711648100,true,false,34.72637176513672
341f0990-ed2b-11ee-8080-808080808080,1711648100,true,true,34.739013671875
341f0990-ed2b-11ee-8080-808080808080,1711648100,true,false,34.75058364868164
341f0990-ed2b-11ee-8080-808080808080,1711648100,true,false,34.76237869262695
341f0990-ed2b-11ee-8080-808080808080,1711648105,true,true,34.775699615478516
341f0990-ed2b-11ee-8080-808080808080,1711648105,true,false,34.792396545410156
341f0990-ed2b-11ee-8080-808080808080,1711648105,true,false,34.80622482299805
341f0990-ed2b-11ee-8080-808080808080,1711648105,true,true,34.82015609741211
341f0990-ed2b-11ee-8080-808080808080,1711648105,true,false,34.8372917175293
341f0990-ed2b-11ee-8080-808080808080,1711648110,true,false,34.85137176513672
341f0990-ed2b-11ee-8080-808080808080,1711648110,true,true,34.86372375488281
341f0990-ed2b-11ee-8080-808080808080,1711648110,true,false,34.871131896972656
341f0990-ed2b-11ee-8080-808080808080,1711648110,true,false,34.87653732299805
341f0990-ed2b-11ee-8080-808080808080,1711648110,true,false,34.88156509399414
341f0990-ed2b-11ee-8080-808080808080,1711648115,true,true,34.890411376953125
341f0990-ed2b-11ee-8080-808080808080,1711648115,true,false,34.8984489440918
341f0990-ed2b-11ee-8080-808080808080,1711648115,true,true,34.90165710449219
341f0990-ed2b-11ee-8080-808080808080,1711648115,true,false,34.90403366088867
341f0990-ed2b-11ee-8080-808080808080,1711648115,true,false,34.905677795410156
341f0990-ed2b-11ee-8080-808080808080,1711648120,true,true,34.906166076660156
341f0990-ed2b-11ee-8080-808080808080,1711648120,true,false,34.91017532348633
341f0990-ed2b-11ee-8080-808080808080,1711648120,true,true,34.91559982299805
341f0990-ed2b-11ee-8080-808080808080,1711648120,true,false,34.92049026489258
341f0990-ed2b-11ee-8080-808080808080,1711648120,true,false,34.922908782958984
341f0990-ed2b-11ee-8080-808080808080,1711648126,true,true,34.92407989501953
341f0990-ed2b-11ee-8080-808080808080,1711648126,true,false,34.92496871948242
341f0990-ed2b-11ee-8080-808080808080,1711648126,true,false,34.92848205566406
341f0990-ed2b-11ee-8080-808080808080,1711648126,true,false,34.932498931884766
341f0990-ed2b-11ee-8080-808080808080,1711648126,true,false,34.93447494506836
341f0990-ed2b-11ee-8080-808080808080,1711648131,true,false,34.9383430480957
341f0990-ed2b-11ee-8080-808080808080,1711648131,true,true,34.942039489746094
341f0990-ed2b-11ee-8080-808080808080,1711648131,true,false,34.94755554199219
341f0990-ed2b-11ee-8080-808080808080,1711648131,true,false,34.95424270629883
341f0990-ed2b-11ee-8080-808080808080,1711648131,true,false,34.96272659301758
