session_id,timestamp,valid_data,activation,scl_avg
da2a5340-954e-11f0-8080-808080808080,1758282634,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282634,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282634,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282634,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282634,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282639,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282639,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282639,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282639,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282639,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282644,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282644,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282644,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282644,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282644,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282649,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282649,false,false,0.0
da2a5340-954e-11f0-8080-808080808080,1758282649,false,false,19.37272071838379
da2a5340-954e-11f0-8080-808080808080,1758282649,false,false,19.481189727783203
da2a5340-954e-11f0-8080-808080808080,1758282649,false,false,19.697956085205078
da2a5340-954e-11f0-8080-808080808080,1758282654,true,false,20.023025512695312
da2a5340-954e-11f0-8080-808080808080,1758282654,false,true,20.574966430664062
da2a5340-954e-11f0-8080-808080808080,1758282654,true,false,21.129161834716797
da2a5340-954e-11f0-8080-808080808080,1758282654,true,false,21.77876853942871
da2a5340-954e-11f0-8080-808080808080,1758282654,true,false,22.512903213500977
da2a5340-954e-11f0-8080-808080808080,1758282659,true,true,23.317594528198242
da2a5340-954e-11f0-8080-808080808080,1758282659,true,false,24.403841018676758
da2a5340-954e-11f0-8080-808080808080,1758282659,true,false,25.320707321166992
da2a5340-954e-11f0-8080-808080808080,1758282659,true,false,26.258249282836914
da2a5340-954e-11f0-8080-808080808080,1758282659,true,false,27.180339813232422
