session_id,timestamp,valid_data,activation,scl_avg
9145fad0-02b6-11ee-8080-808080808080,1685869363,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869363,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869363,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869363,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869363,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869368,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869368,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869368,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869368,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869368,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869373,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869373,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869373,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869373,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869373,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869378,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869378,false,false,0.0
9145fad0-02b6-11ee-8080-808080808080,1685869378,false,false,31.062461853027344
9145fad0-02b6-11ee-8080-808080808080,1685869378,false,false,31.109554290771484
9145fad0-02b6-11ee-8080-808080808080,1685869378,false,false,31.214305877685547
9145fad0-02b6-11ee-8080-808080808080,1685869383,false,true,31.376127243041992
9145fad0-02b6-11ee-8080-808080808080,1685869383,true,true,31.655738830566406
9145fad0-02b6-11ee-8080-808080808080,1685869383,true,false,31.941913604736328
9145fad0-02b6-11ee-8080-808080808080,1685869383,true,false,32.28599166870117
9145fad0-02b6-11ee-8080-808080808080,1685869383,true,false,32.683929443359375
9145fad0-02b6-11ee-8080-808080808080,1685869388,true,true,33.251922607421875
9145fad0-02b6-11ee-8080-808080808080,1685869388,true,false,33.76313400268555
9145fad0-02b6-11ee-8080-808080808080,1685869388,true,false,34.31442642211914
9145fad0-02b6-11ee-8080-808080808080,1685869388,true,false,34.888832092285156
9145fad0-02b6-11ee-8080-808080808080,1685869388,true,false,35.48719024658203
9145fad0-02b6-11ee-8080-808080808080,1685869394,true,false,36.351234436035156
9145fad0-02b6-11ee-8080-808080808080,1685869394,true,false,36.70844268798828
9145fad0-02b6-11ee-8080-808080808080,1685869394,true,false,35.61052703857422
9145fad0-02b6-11ee-8080-808080808080,1685869394,true,false,34.98313522338867
9145fad0-02b6-11ee-8080-808080808080,1685869394,true,false,34.98405075073242
9145fad0-02b6-11ee-8080-808080808080,1685869399,true,true,34.9345588684082
9145fad0-02b6-11ee-8080-808080808080,1685869399,true,false,34.885128021240234
9145fad0-02b6-11ee-8080-808080808080,1685869399,true,false,34.85693359375
9145fad0-02b6-11ee-8080-808080808080,1685869399,true,false,34.847412109375
9145fad0-02b6-11ee-8080-808080808080,1685869399,true,true,34.8511962890625
9145fad0-02b6-11ee-8080-808080808080,1685869404,true,false,34.86056900024414
9145fad0-02b6-11ee-8080-808080808080,1685869404,true,false,34.866477966308594
9145fad0-02b6-11ee-8080-808080808080,1685869404,true,false,34.86878967285156
9145fad0-02b6-11ee-8080-808080808080,1685869404,true,false,34.87187194824219
9145fad0-02b6-11ee-8080-808080808080,1685869404,true,false,34.878807067871094
9145fad0-02b6-11ee-8080-808080808080,1685869409,true,false,34.8837776184082
9145fad0-02b6-11ee-8080-808080808080,1685869409,true,true,34.88374328613281
9145fad0-02b6-11ee-8080-808080808080,1685869409,true,false,34.88064193725586
9145fad0-02b6-11ee-8080-808080808080,1685869409,true,false,34.877315521240234
9145fad0-02b6-11ee-8080-808080808080,1685869409,true,false,34.87037658691406
9145fad0-02b6-11ee-8080-808080808080,1685869414,true,false,34.851646423339844
9145fad0-02b6-11ee-8080-808080808080,1685869414,true,false,34.82837677001953
9145fad0-02b6-11ee-8080-808080808080,1685869414,true,false,34.80485534667969
9145fad0-02b6-11ee-8080-808080808080,1685869414,true,true,34.76441192626953
9145fad0-02b6-11ee-8080-808080808080,1685869414,true,false,34.72770309448242
9145fad0-02b6-11ee-8080-808080808080,1685869419,true,false,34.696533203125
9145fad0-02b6-11ee-8080-808080808080,1685869419,true,false,34.66598892211914
9145fad0-02b6-11ee-8080-808080808080,1685869419,true,false,34.63860321044922
