timestamp,value
2025-12-27T09:16:34Z,50.0
2025-12-27T09:17:34Z,50.0
2025-12-27T09:18:34Z,50.0
2025-12-27T09:19:34Z,50.0
2025-12-27T09:20:34Z,50.0
2025-12-27T09:21:34Z,50.0
2025-12-27T09:22:34Z,50.0
2025-12-27T09:23:34Z,50.0
2025-12-27T09:24:34Z,50.0
2025-12-27T09:25:34Z,50.0
2025-12-27T09:26:34Z,86.4
