timestamp,average_value,lower_bound,upper_bound
2023-02-21T00:00:00Z,95.6,90.3,98.4
2023-02-22T00:00:00Z,94.9,92.5,96.8
2023-02-24T00:00:00Z,94.1,91.2,97.3
2023-02-26T00:00:00Z,95.5,93.8,98.0
2023-02-27T00:00:00Z,96.9,93.1,100.0
2023-02-28T00:00:00Z,94.6,90.2,98.3
2023-03-02T00:00:00Z,95.1,95.4,95.0
2023-03-03T00:00:00Z,96.7,97.4,96.6
2023-03-04T00:00:00Z,95.1,92.1,97.5
2023-03-05T00:00:00Z,94.8,92.5,96.6
2023-03-06T00:00:00Z,95.1,95.3,95.1
2023-03-07T00:00:00Z,93.4,92.9,93.9
2023-03-10T00:00:00Z,96.0,93.8,97.9
2023-03-11T00:00:00Z,97.1,95.4,99.0
2023-03-12T00:00:00Z,91.6,90.6,90.9
2023-03-13T00:00:00Z,96.4,96.4,97.3
2023-03-14T00:00:00Z,96.0,92.0,98.8
2023-03-15T00:00:00Z,96.6,92.6,99.6
2023-03-16T00:00:00Z,96.9,94.4,98.5
2023-03-17T00:00:00Z,97.7,95.7,99.6
2023-03-18T00:00:00Z,94.1,92.8,95.4
2023-03-19T00:00:00Z,93.9,92.3,95.3
2023-03-20T00:00:00Z,94.9,94.3,95.4
2023-03-22T00:00:00Z,95.4,93.5,97.4
2023-03-23T00:00:00Z,95.7,94.1,97.5
2023-03-26T00:00:00Z,95.5,93.7,98.6
2023-03-27T00:00:00Z,94.3,93.4,95.4
2023-03-29T00:00:00Z,96.4,92.2,99.3
2023-03-31T00:00:00Z,95.8,92.0,99.2
2023-04-01T00:00:00Z,97.4,93.4,99.6
2023-04-02T00:00:00Z,96.9,96.4,97.6
2023-04-04T00:00:00Z,95.7,95.3,96.5
2023-04-05T00:00:00Z,95.9,95.2,95.6
2023-04-06T00:00:00Z,96.5,93.4,100.0
2023-04-08T00:00:00Z,95.6,93.8,98.1
2023-04-09T00:00:00Z,95.5,95.4,96.0
2023-04-10T00:00:00Z,97.3,99.2,95.7
2023-04-12T00:00:00Z,96.4,94.5,97.8
2023-04-13T00:00:00Z,93.5,94.2,93.5
2023-04-14T00:00:00Z,95.3,94.6,98.8
2023-04-18T00:00:00Z,95.5,95.5,95.4
2023-04-19T00:00:00Z,97.2,94.9,98.9
2023-04-20T00:00:00Z,94.6,92.1,98.1
2023-04-26T00:00:00Z,96.6,93.0,99.1
2023-04-27T00:00:00Z,96.5,93.9,98.8
2023-04-28T00:00:00Z,95.6,93.0,99.9
2023-04-29T00:00:00Z,96.7,97.1,97.6
2023-04-30T00:00:00Z,97.1,94.9,99.4
2023-05-01T00:00:00Z,97.9,98.5,98.5
2023-05-02T00:00:00Z,96.7,94.7,98.6
2023-05-04T00:00:00Z,93.6,90.5,96.0
2023-05-05T00:00:00Z,93.0,88.6,95.5
2023-05-06T00:00:00Z,95.2,89.7,99.4
2023-05-07T00:00:00Z,94.5,93.4,95.4
2023-05-08T00:00:00Z,95.0,92.0,96.8
2023-05-09T00:00:00Z,94.4,89.6,99.5
2023-05-10T00:00:00Z,93.7,92.7,93.9
2023-05-11T00:00:00Z,94.6,91.6,96.3
2023-05-16T00:00:00Z,96.8,95.4,98.7
2023-05-20T00:00:00Z,96.0,91.6,99.2
2023-05-21T00:00:00Z,94.7,92.8,97.2
2023-05-22T00:00:00Z,94.7,94.8,96.8
2023-05-23T00:00:00Z,96.6,95.7,97.9
2023-05-28T00:00:00Z,95.1,91.9,97.8
