timestamp,average_value,lower_bound,upper_bound
2025-08-10T00:00:00Z,96.6,95.6,97.9
2025-08-11T00:00:00Z,95.4,94.6,95.8
2025-08-12T00:00:00Z,94.9,91.5,97.6
2025-08-13T00:00:00Z,94.6,91.5,98.0
2025-08-14T00:00:00Z,95.4,93.1,98.3
2025-08-15T00:00:00Z,95.4,93.3,97.8
2025-08-17T00:00:00Z,96.2,92.4,99.5
2025-08-18T00:00:00Z,93.9,92.0,95.9
2025-08-19T00:00:00Z,93.2,93.2,93.2
2025-08-20T00:00:00Z,97.5,95.8,99.5
2025-08-21T00:00:00Z,96.3,94.5,97.8
2025-08-22T00:00:00Z,96.7,93.5,99.7
2025-08-23T00:00:00Z,94.8,92.0,97.7
2025-08-24T00:00:00Z,95.6,92.3,99.2
2025-08-26T00:00:00Z,98.5,94.1,100.0
2025-08-27T00:00:00Z,95.8,93.3,98.7
2025-08-28T00:00:00Z,98.5,96.3,100.0
2025-08-29T00:00:00Z,96.9,96.9,98.0
2025-08-30T00:00:00Z,94.7,94.2,95.7
2025-08-31T00:00:00Z,94.2,91.4,97.5
2025-09-01T00:00:00Z,95.7,93.2,99.3
2025-09-02T00:00:00Z,95.5,93.7,97.9
2025-09-03T00:00:00Z,96.7,94.1,99.2
2025-09-05T00:00:00Z,94.6,90.8,98.4
2025-09-07T00:00:00Z,94.4,90.4,97.8
2025-09-09T00:00:00Z,94.8,90.2,98.7
2025-09-10T00:00:00Z,95.3,91.6,97.5
2025-09-11T00:00:00Z,95.2,91.3,98.8
2025-09-13T00:00:00Z,95.8,95.0,98.0
2025-09-14T00:00:00Z,95.0,89.8,99.1
2025-09-15T00:00:00Z,93.9,90.3,98.1
2025-09-17T00:00:00Z,96.6,96.1,96.8
2025-09-18T00:00:00Z,94.7,94.3,95.0
2025-09-19T00:00:00Z,93.4,91.5,96.1
2025-09-21T00:00:00Z,94.9,92.3,98.1
2025-09-22T00:00:00Z,94.9,92.1,98.2
2025-09-23T00:00:00Z,96.4,93.7,98.8
2025-09-24T00:00:00Z,96.3,93.1,99.1
2025-09-25T00:00:00Z,97.6,96.3,98.8
2025-09-26T00:00:00Z,95.2,93.9,96.6
2025-09-28T00:00:00Z,94.9,94.1,96.4
2025-09-29T00:00:00Z,93.7,90.3,96.0
2025-09-30T00:00:00Z,95.6,90.3,99.4
2025-10-01T00:00:00Z,95.9,90.7,99.3
2025-10-02T00:00:00Z,95.8,94.2,97.4
2025-10-03T00:00:00Z,94.5,92.2,96.7
2025-10-04T00:00:00Z,93.7,93.7,94.4
2025-10-05T00:00:00Z,94.7,94.7,95.1
2025-10-06T00:00:00Z,96.0,93.7,98.0
2025-10-07T00:00:00Z,94.6,93.0,97.0
2025-10-08T00:00:00Z,93.9,89.8,97.1
2025-10-09T00:00:00Z,96.6,94.6,99.1
2025-10-10T00:00:00Z,96.4,96.1,98.9
2025-10-11T00:00:00Z,95.7,94.3,97.1
2025-10-12T00:00:00Z,94.9,93.4,96.2
2025-10-13T00:00:00Z,95.7,91.3,99.2
2025-10-14T00:00:00Z,96.3,92.8,99.4
2025-10-16T00:00:00Z,97.9,95.9,99.9
2025-10-17T00:00:00Z,93.9,91.2,98.0
2025-10-19T00:00:00Z,95.0,91.7,98.5
2025-10-20T00:00:00Z,95.7,93.1,98.4
2025-10-21T00:00:00Z,94.7,92.4,97.0
2025-10-22T00:00:00Z,96.2,93.5,99.1
2025-10-23T00:00:00Z,93.3,90.0,97.8
2025-10-24T00:00:00Z,93.3,91.6,94.6
2025-10-25T00:00:00Z,96.1,92.8,98.7
2025-10-26T00:00:00Z,93.7,90.3,98.3
2025-10-27T00:00:00Z,98.0,97.7,99.4
2025-10-28T00:00:00Z,95.5,91.1,100.0
2025-10-29T00:00:00Z,92.8,89.6,97.0
2025-10-30T00:00:00Z,97.3,96.8,98.1
2025-10-31T00:00:00Z,96.2,93.2,99.1
2025-11-01T00:00:00Z,95.2,91.0,98.7
2025-11-02T00:00:00Z,97.6,96.1,99.1
2025-11-03T00:00:00Z,94.5,92.3,97.2
2025-11-04T00:00:00Z,96.6,94.7,98.5
2025-11-05T00:00:00Z,96.3,93.6,98.5
2025-11-06T00:00:00Z,96.1,93.7,99.0
2025-11-07T00:00:00Z,94.6,93.4,95.6
2025-11-08T00:00:00Z,97.6,94.0,99.9
2025-11-09T00:00:00Z,97.7,94.7,99.7
2025-11-10T00:00:00Z,94.2,92.3,97.1
2025-11-11T00:00:00Z,95.1,91.1,97.3
2025-11-12T00:00:00Z,98.1,95.2,100.0
2025-11-14T00:00:00Z,95.0,92.7,98.5
2025-11-15T00:00:00Z,94.4,91.4,97.8
2025-11-16T00:00:00Z,96.4,91.2,100.0
2025-11-17T00:00:00Z,95.7,93.8,98.1
