timestamp,value
2022-11-17T02:59:29Z,50.0
2022-11-17T03:00:29Z,50.0
2022-11-17T03:01:29Z,50.0
2022-11-17T03:02:29Z,85.6
2022-11-17T03:03:29Z,87.5
2022-11-17T03:04:29Z,87.9
2022-11-17T03:05:29Z,87.4
2022-11-17T03:06:29Z,87.3
2022-11-17T03:07:29Z,87.4
2022-11-17T03:08:29Z,87.3
2022-11-17T03:09:29Z,87.3
2022-11-17T03:10:29Z,86.9
2022-11-17T03:11:29Z,86.2
2022-11-17T03:12:29Z,86.3
2022-11-17T03:13:29Z,88.7
2022-11-17T03:14:29Z,89.9
2022-11-17T03:15:29Z,92.3
2022-11-17T03:16:29Z,90.5
2022-11-17T03:17:29Z,89.2
2022-11-17T03:18:29Z,88.6
2022-11-17T03:19:29Z,88.0
2022-11-17T03:20:29Z,87.5
2022-11-17T03:21:29Z,50.0
2022-11-17T03:22:29Z,50.0
2022-11-17T03:23:29Z,50.0
2022-11-17T03:24:29Z,50.0
2022-11-17T03:25:29Z,50.0
2022-11-17T03:26:29Z,50.0
2022-11-17T03:27:29Z,50.0
2022-11-17T03:28:29Z,50.0
2022-11-17T03:29:29Z,50.0
2022-11-17T03:30:29Z,50.0
2022-11-17T03:31:29Z,84.7
2022-11-17T03:32:29Z,79.9
2022-11-17T03:33:29Z,77.7
2022-11-17T03:34:29Z,79.7
2022-11-17T03:35:29Z,79.9
2022-11-17T03:36:29Z,80.1
2022-11-17T03:37:29Z,81.4
2022-11-17T03:38:29Z,84.6
2022-11-17T03:39:29Z,88.0
2022-11-17T03:40:29Z,87.8
2022-11-17T03:41:29Z,89.4
2022-11-17T03:42:29Z,93.3
2022-11-17T03:43:29Z,91.9
2022-11-17T03:44:29Z,92.9
2022-11-17T03:45:29Z,50.0
2022-11-17T03:46:29Z,92.6
2022-11-17T03:47:29Z,93.0
2022-11-17T03:48:29Z,94.6
2022-11-17T03:49:29Z,95.0
2022-11-17T03:50:29Z,95.8
2022-11-17T03:51:29Z,94.2
2022-11-17T03:52:29Z,95.1
2022-11-17T03:53:29Z,94.9
2022-11-17T03:54:29Z,95.3
2022-11-17T03:55:29Z,95.2
2022-11-17T03:56:29Z,95.0
2022-11-17T03:57:29Z,94.6
2022-11-17T03:58:29Z,95.2
2022-11-17T03:59:29Z,50.0
2022-11-17T04:00:29Z,50.0
2022-11-17T04:01:29Z,50.0
2022-11-17T04:02:29Z,50.0
2022-11-17T04:03:29Z,50.0
2022-11-17T04:04:29Z,50.0
2022-11-17T04:05:29Z,50.0
2022-11-17T04:06:29Z,50.0
2022-11-17T04:07:29Z,50.0
2022-11-17T04:08:29Z,50.0
2022-11-17T04:09:29Z,50.0
2022-11-17T04:10:29Z,93.3
2022-11-17T04:11:29Z,50.0
2022-11-17T04:12:29Z,50.0
2022-11-17T04:13:29Z,50.0
2022-11-17T04:14:29Z,50.0
2022-11-17T04:15:29Z,50.0
2022-11-17T04:16:29Z,50.0
2022-11-17T04:17:29Z,50.0
2022-11-17T04:18:29Z,50.0
2022-11-17T04:19:29Z,50.0
2022-11-17T04:20:29Z,50.0
2022-11-17T04:21:29Z,50.0
2022-11-17T04:22:29Z,88.5
2022-11-17T04:23:29Z,88.3
2022-11-17T04:24:29Z,88.2
2022-11-17T04:25:29Z,88.1
2022-11-17T04:26:29Z,50.0
2022-11-17T04:27:29Z,88.2
2022-11-17T04:28:29Z,50.0
2022-11-17T04:29:29Z,50.0
2022-11-17T04:30:29Z,50.0
2022-11-17T04:31:29Z,84.5
2022-11-17T04:32:29Z,84.2
2022-11-17T04:33:29Z,83.3
2022-11-17T04:34:29Z,81.1
2022-11-17T04:35:29Z,81.1
2022-11-17T04:51:30Z,96.5
2022-11-17T04:52:30Z,96.7
2022-11-17T04:53:30Z,50.0
2022-11-17T04:54:30Z,50.0
2022-11-17T04:55:30Z,50.0
2022-11-17T04:56:30Z,50.0
2022-11-17T04:57:30Z,50.0
2022-11-17T04:58:30Z,50.0
2022-11-17T04:59:30Z,50.0
2022-11-17T05:00:30Z,50.0
2022-11-17T05:01:30Z,50.0
2022-11-17T05:02:30Z,50.0
2022-11-17T05:03:30Z,50.0
2022-11-17T05:04:30Z,50.0
2022-11-17T05:05:30Z,50.0
2022-11-17T05:06:30Z,50.0
2022-11-17T05:07:30Z,50.0
2022-11-17T05:08:30Z,50.0
2022-11-17T05:09:30Z,50.0
2022-11-17T05:10:30Z,92.6
2022-11-17T05:11:30Z,90.9
2022-11-17T05:12:30Z,50.0
2022-11-17T05:13:30Z,50.0
2022-11-17T05:14:30Z,50.0
2022-11-17T05:15:30Z,50.0
2022-11-17T05:16:30Z,90.2
2022-11-17T05:17:30Z,89.2
2022-11-17T05:18:30Z,88.4
2022-11-17T05:19:30Z,50.0
2022-11-17T05:20:30Z,50.0
2022-11-17T05:21:30Z,87.5
2022-11-17T05:22:30Z,86.9
2022-11-17T05:23:30Z,86.6
2022-11-17T05:24:30Z,85.4
2022-11-17T05:25:30Z,85.7
2022-11-17T05:26:30Z,86.0
2022-11-17T05:27:30Z,50.0
2022-11-17T05:28:30Z,86.6
2022-11-17T05:29:30Z,50.0
2022-11-17T11:51:00Z,82.2
2022-11-17T11:52:00Z,81.4
2022-11-17T11:53:00Z,81.0
2022-11-17T11:54:00Z,80.3
2022-11-17T11:55:00Z,80.1
2022-11-17T11:56:00Z,79.8
2022-11-17T11:57:00Z,80.0
2022-11-17T11:58:00Z,79.8
2022-11-17T11:59:00Z,79.9
2022-11-17T12:00:00Z,80.2
2022-11-17T12:01:00Z,80.2
2022-11-17T12:02:00Z,80.3
2022-11-17T12:03:00Z,80.3
2022-11-17T12:04:00Z,80.4
2022-11-17T12:05:00Z,80.4
2022-11-17T12:06:00Z,80.6
2022-11-17T12:07:00Z,80.7
2022-11-17T12:08:00Z,80.7
2022-11-17T12:09:00Z,80.9
2022-11-17T12:10:00Z,80.8
2022-11-17T12:11:00Z,80.7
2022-11-17T12:12:00Z,50.0
2022-11-17T12:13:00Z,81.2
2022-11-17T12:14:00Z,82.4
2022-11-17T12:15:00Z,83.9
2022-11-17T12:16:00Z,85.2
2022-11-17T12:17:00Z,86.2
2022-11-17T12:18:00Z,87.1
2022-11-17T12:19:00Z,87.1
2022-11-17T12:20:00Z,87.6
2022-11-17T12:21:00Z,87.9
2022-11-17T12:22:00Z,87.7
2022-11-17T12:23:00Z,87.9
2022-11-17T12:24:00Z,88.2
2022-11-17T12:25:00Z,88.3
2022-11-17T12:26:00Z,88.0
2022-11-17T12:27:00Z,87.8
2022-11-17T12:28:00Z,87.9
2022-11-17T12:29:00Z,87.8
2022-11-17T12:30:00Z,87.9
2022-11-17T12:31:00Z,87.7
2022-11-17T12:32:00Z,88.3
2022-11-17T12:33:00Z,88.4
2022-11-17T12:34:00Z,88.1
2022-11-17T12:35:00Z,88.0
2022-11-17T12:36:00Z,88.1
2022-11-17T12:37:00Z,87.8
2022-11-17T12:38:00Z,50.0
2022-11-17T12:39:00Z,87.6
2022-11-17T12:40:00Z,86.1
2022-11-17T12:41:00Z,85.5
2022-11-17T12:42:00Z,84.5
2022-11-17T12:43:00Z,84.3
2022-11-17T12:44:00Z,50.0
2022-11-17T12:45:00Z,83.8
2022-11-17T12:46:00Z,84.6
2022-11-17T12:47:00Z,85.4
2022-11-17T12:48:00Z,86.5
2022-11-17T12:49:00Z,87.0
2022-11-17T12:50:00Z,87.2
2022-11-17T12:51:00Z,87.5
2022-11-17T12:52:00Z,87.7
2022-11-17T12:53:00Z,87.6
2022-11-17T12:54:00Z,87.8
2022-11-17T12:55:00Z,87.8
2022-11-17T12:56:00Z,87.9
2022-11-17T12:57:00Z,87.8
2022-11-17T12:58:00Z,50.0
2022-11-17T12:59:00Z,87.6
2022-11-17T13:00:00Z,50.0
2022-11-17T13:01:00Z,50.0
2022-11-17T13:02:00Z,87.4
2022-11-17T13:03:00Z,88.2
2022-11-17T13:04:00Z,50.0
2022-11-17T13:05:00Z,50.0
2022-11-17T13:06:00Z,50.0
2022-11-17T13:07:00Z,50.0
2022-11-17T13:08:00Z,87.3
2022-11-17T13:09:00Z,50.0
2022-11-17T13:10:00Z,50.0
2022-11-17T13:11:00Z,50.0
2022-11-17T13:12:00Z,50.0
2022-11-17T13:13:00Z,50.0
2022-11-17T13:14:00Z,50.0
2022-11-17T13:15:00Z,50.0
2022-11-17T13:16:00Z,50.0
2022-11-17T13:17:00Z,50.0
2022-11-17T13:18:00Z,50.0
2022-11-17T13:19:00Z,50.0
2022-11-17T13:20:00Z,50.0
2022-11-17T13:21:00Z,50.0
2022-11-17T13:22:00Z,86.5
2022-11-17T13:23:00Z,50.0
2022-11-17T13:24:00Z,50.0
2022-11-17T13:25:00Z,50.0
2022-11-17T13:26:00Z,50.0
2022-11-17T13:27:00Z,50.0
2022-11-17T13:28:00Z,50.0
2022-11-17T13:29:00Z,50.0
2022-11-17T13:30:00Z,50.0
2022-11-17T13:31:00Z,50.0
2022-11-17T13:32:00Z,50.0
2022-11-17T13:33:00Z,50.0
2022-11-17T13:34:00Z,50.0
2022-11-17T13:35:00Z,50.0
2022-11-17T13:36:00Z,50.0
2022-11-17T13:37:00Z,50.0
2022-11-17T16:49:00Z,78.4
2022-11-17T16:50:00Z,75.3
2022-11-17T16:51:00Z,79.5
2022-11-17T16:52:00Z,83.8
2022-11-17T16:53:00Z,87.3
2022-11-17T16:54:00Z,89.1
2022-11-17T16:55:00Z,90.6
2022-11-17T16:56:00Z,92.1
2022-11-17T16:57:00Z,93.1
2022-11-17T16:58:00Z,93.6
2022-11-17T16:59:00Z,93.8
2022-11-17T17:00:00Z,93.9
2022-11-17T17:01:00Z,94.1
2022-11-17T17:02:00Z,94.0
2022-11-17T17:03:00Z,94.0
2022-11-17T17:04:00Z,94.1
2022-11-17T17:05:00Z,50.0
2022-11-17T17:06:00Z,50.0
2022-11-17T17:07:00Z,50.0
2022-11-17T17:08:00Z,50.0
2022-11-17T17:09:00Z,50.0
2022-11-17T17:10:00Z,95.5
2022-11-17T17:11:00Z,95.3
2022-11-17T17:12:00Z,96.1
2022-11-17T17:13:00Z,96.4
2022-11-17T17:14:00Z,50.0
2022-11-17T17:15:00Z,96.2
2022-11-17T17:16:00Z,50.0
2022-11-17T17:17:00Z,50.0
2022-11-17T17:18:00Z,96.3
2022-11-17T17:19:00Z,94.1
2022-11-17T17:20:00Z,50.0
2022-11-17T17:21:00Z,92.7
2022-11-17T17:22:00Z,91.9
2022-11-17T17:23:00Z,91.2
2022-11-17T17:24:00Z,50.0
2022-11-17T17:25:00Z,50.0
2022-11-17T17:26:00Z,50.0
2022-11-17T17:27:00Z,50.0
2022-11-17T17:28:00Z,89.9
2022-11-17T17:29:00Z,89.0
2022-11-17T17:30:00Z,88.6
2022-11-17T17:31:00Z,50.0
2022-11-17T17:32:00Z,50.0
2022-11-17T17:33:00Z,88.7
2022-11-17T17:34:00Z,50.0
2022-11-17T17:35:00Z,50.0
2022-11-17T17:36:00Z,50.0
2022-11-17T17:37:00Z,87.9
2022-11-17T17:38:00Z,50.0
2022-11-17T17:39:00Z,50.0
2022-11-17T17:40:00Z,88.2
2022-11-17T17:41:00Z,88.6
2022-11-17T17:42:00Z,88.8
2022-11-17T17:43:00Z,88.9
2022-11-17T17:44:00Z,50.0
2022-11-17T17:45:00Z,50.0
2022-11-17T17:46:00Z,50.0
2022-11-17T17:47:00Z,87.5
2022-11-17T17:48:00Z,50.0
2022-11-17T17:49:00Z,50.0
2022-11-17T17:50:00Z,50.0
2022-11-17T17:51:00Z,50.0
2022-11-17T17:52:00Z,50.0
2022-11-17T17:53:00Z,50.0
2022-11-17T17:54:00Z,88.9
2022-11-17T17:55:00Z,50.0
2022-11-17T17:56:00Z,50.0
2022-11-17T17:57:00Z,50.0
2022-11-17T17:58:00Z,50.0
2022-11-17T17:59:00Z,86.7
2022-11-17T18:00:00Z,50.0
2022-11-17T18:01:00Z,50.0
2022-11-17T18:02:00Z,50.0
2022-11-17T18:03:00Z,87.4
2022-11-17T18:04:00Z,86.6
2022-11-17T18:05:00Z,50.0
2022-11-17T18:06:00Z,50.0
2022-11-17T18:07:00Z,50.0
2022-11-17T18:08:00Z,50.0
2022-11-17T18:09:00Z,50.0
2022-11-17T18:10:00Z,50.0
2022-11-17T18:11:00Z,50.0
2022-11-17T18:12:00Z,50.0
2022-11-17T18:13:00Z,50.0
2022-11-17T18:14:00Z,50.0
2022-11-17T21:04:59Z,82.8
2022-11-17T21:05:59Z,81.6
2022-11-17T21:06:59Z,82.2
2022-11-17T21:07:59Z,82.9
2022-11-17T21:08:59Z,83.3
2022-11-17T21:09:59Z,83.4
2022-11-17T21:10:59Z,84.4
2022-11-17T21:11:59Z,84.1
2022-11-17T21:12:59Z,50.0
2022-11-17T21:13:59Z,86.7
2022-11-17T21:14:59Z,90.5
2022-11-17T21:15:59Z,93.0
2022-11-17T21:16:59Z,94.4
2022-11-17T21:17:59Z,95.1
2022-11-17T21:18:59Z,94.5
