timestamp,value
2023-08-25T01:07:03Z,50.0
2023-08-25T01:08:03Z,81.8
2023-08-25T01:09:03Z,81.5
2023-08-25T01:10:03Z,82.3
2023-08-25T01:11:03Z,50.0
2023-08-25T01:12:03Z,50.0
2023-08-25T01:13:03Z,50.0
2023-08-25T01:14:03Z,50.0
2023-08-25T01:15:03Z,80.6
2023-08-25T01:16:03Z,80.9
2023-08-25T01:17:03Z,81.3
2023-08-25T01:18:03Z,81.9
2023-08-25T01:19:03Z,82.6
2023-08-25T01:20:03Z,50.0
2023-08-25T01:21:03Z,80.6
2023-08-25T01:22:03Z,80.4
2023-08-25T01:23:03Z,50.0
2023-08-25T01:24:03Z,50.0
2023-08-25T01:25:03Z,82.6
2023-08-25T01:26:03Z,84.8
2023-08-25T01:27:03Z,86.3
2023-08-25T01:28:03Z,87.4
2023-08-25T01:29:03Z,88.0
2023-08-25T01:30:03Z,88.3
2023-08-25T01:31:03Z,88.2
2023-08-25T01:32:03Z,88.4
2023-08-25T01:33:03Z,88.8
2023-08-25T01:34:03Z,89.1
2023-08-25T01:35:03Z,89.0
2023-08-25T01:36:03Z,50.0
2023-08-25T01:42:38Z,100.0
2023-08-25T01:43:38Z,100.0
2023-08-25T01:44:38Z,97.7
2023-08-25T01:45:38Z,95.3
2023-08-25T01:46:38Z,93.8
2023-08-25T01:47:38Z,92.6
2023-08-25T01:48:38Z,91.7
2023-08-25T01:49:38Z,91.1
2023-08-25T01:50:38Z,90.8
2023-08-25T01:51:38Z,90.3
2023-08-25T01:52:38Z,90.0
2023-08-25T01:53:38Z,90.1
2023-08-25T01:54:38Z,90.2
2023-08-25T01:55:38Z,90.2
2023-08-25T01:56:38Z,90.1
2023-08-25T01:57:38Z,90.0
2023-08-25T01:58:38Z,89.9
2023-08-25T01:59:38Z,50.0
2023-08-25T02:00:38Z,89.9
2023-08-25T02:01:38Z,89.5
2023-08-25T02:02:38Z,88.8
2023-08-25T02:03:38Z,50.0
2023-08-25T02:04:38Z,88.4
2023-08-25T02:05:38Z,88.0
2023-08-25T02:06:38Z,87.5
2023-08-25T02:07:38Z,86.9
2023-08-25T02:08:38Z,86.4
2023-08-25T02:09:38Z,86.3
2023-08-25T02:10:38Z,86.6
2023-08-25T02:11:38Z,86.7
2023-08-25T02:12:38Z,85.3
2023-08-25T02:13:38Z,84.0
2023-08-25T02:14:38Z,83.6
2023-08-25T02:15:38Z,82.9
2023-08-25T02:16:38Z,82.9
2023-08-25T02:17:38Z,82.5
2023-08-25T02:18:38Z,82.6
2023-08-25T02:19:38Z,82.6
2023-08-25T02:20:38Z,82.8
2023-08-25T02:21:38Z,82.9
2023-08-25T02:22:38Z,83.0
2023-08-25T02:23:38Z,83.2
2023-08-25T02:24:38Z,83.5
2023-08-25T02:25:38Z,83.3
2023-08-25T02:26:38Z,83.0
2023-08-25T02:27:38Z,82.9
2023-08-25T02:28:38Z,83.2
2023-08-25T02:29:38Z,50.0
2023-08-25T02:30:38Z,82.7
2023-08-25T02:31:38Z,82.2
2023-08-25T02:32:38Z,82.6
2023-08-25T02:33:38Z,84.1
2023-08-25T02:34:38Z,84.6
2023-08-25T02:35:38Z,84.6
2023-08-25T02:36:38Z,85.2
2023-08-25T02:37:38Z,85.1
2023-08-25T02:38:38Z,85.1
2023-08-25T02:39:38Z,85.0
2023-08-25T02:40:38Z,84.8
2023-08-25T02:41:38Z,84.3
2023-08-25T02:42:38Z,84.1
2023-08-25T02:43:38Z,83.8
2023-08-25T02:44:38Z,50.0
2023-08-25T02:45:38Z,84.6
2023-08-25T02:46:38Z,85.5
2023-08-25T02:47:38Z,86.5
2023-08-25T02:48:38Z,87.2
2023-08-25T02:49:38Z,87.4
2023-08-25T02:50:38Z,50.0
2023-08-25T02:51:38Z,50.0
2023-08-25T02:52:38Z,88.8
2023-08-25T02:53:38Z,90.9
2023-08-25T02:54:38Z,50.0
2023-08-25T02:55:38Z,91.9
2023-08-25T02:56:38Z,90.8
2023-08-25T02:57:38Z,88.9
2023-08-25T02:58:38Z,86.8
2023-08-25T02:59:38Z,50.0
2023-08-25T03:00:38Z,86.3
2023-08-25T03:01:38Z,85.6
2023-08-25T03:02:38Z,85.3
2023-08-25T03:03:38Z,84.6
2023-08-25T03:04:38Z,83.8
2023-08-25T03:05:38Z,83.8
2023-08-25T03:06:38Z,83.4
2023-08-25T03:07:38Z,83.0
2023-08-25T03:08:38Z,82.7
2023-08-25T03:09:38Z,81.8
2023-08-25T03:10:38Z,81.2
2023-08-25T03:11:38Z,80.6
2023-08-25T03:12:38Z,80.2
2023-08-25T03:13:38Z,80.9
2023-08-25T03:14:38Z,81.2
2023-08-25T03:15:38Z,81.6
2023-08-25T03:16:38Z,81.9
2023-08-25T03:17:38Z,82.5
2023-08-25T03:18:38Z,83.0
2023-08-25T03:19:38Z,83.1
2023-08-25T03:20:38Z,83.2
2023-08-25T03:21:38Z,83.4
2023-08-25T03:22:38Z,83.5
2023-08-25T03:23:38Z,85.7
2023-08-25T03:24:38Z,85.6
2023-08-25T03:25:38Z,84.8
2023-08-25T03:26:38Z,84.3
2023-08-25T03:27:38Z,84.1
2023-08-25T03:28:38Z,83.9
2023-08-25T03:29:38Z,83.5
2023-08-25T03:30:38Z,83.0
2023-08-25T03:31:38Z,82.5
2023-08-25T03:32:38Z,82.5
2023-08-25T03:33:38Z,82.3
2023-08-25T03:34:38Z,81.9
2023-08-25T03:35:38Z,85.0
2023-08-25T03:36:38Z,84.6
2023-08-25T03:37:38Z,83.8
2023-08-25T03:38:38Z,83.6
2023-08-25T03:39:38Z,83.2
2023-08-25T03:40:38Z,82.8
2023-08-25T03:41:38Z,82.6
2023-08-25T03:42:38Z,83.1
2023-08-25T03:43:38Z,82.6
2023-08-25T03:44:38Z,82.5
2023-08-25T03:45:38Z,83.0
2023-08-25T03:46:38Z,83.0
2023-08-25T03:47:38Z,83.7
2023-08-25T03:48:38Z,83.4
2023-08-25T03:49:38Z,50.0
2023-08-25T03:50:38Z,50.0
2023-08-25T03:51:38Z,81.7
2023-08-25T03:52:38Z,82.8
2023-08-25T03:53:38Z,50.0
2023-08-25T03:54:38Z,84.6
2023-08-25T03:55:38Z,86.3
2023-08-25T03:56:38Z,87.6
2023-08-25T03:57:38Z,89.0
2023-08-25T03:58:38Z,90.1
2023-08-25T03:59:38Z,91.1
2023-08-25T04:00:38Z,92.7
2023-08-25T04:01:38Z,93.5
2023-08-25T04:02:38Z,94.4
2023-08-25T04:03:38Z,95.4
2023-08-25T04:04:38Z,96.1
2023-08-25T04:05:38Z,96.0
2023-08-25T04:06:38Z,96.5
2023-08-25T04:07:38Z,96.2
2023-08-25T04:08:38Z,96.1
2023-08-25T04:09:38Z,95.0
2023-08-25T04:10:38Z,93.2
2023-08-25T04:11:38Z,93.5
2023-08-25T04:12:38Z,91.5
2023-08-25T04:13:38Z,91.4
2023-08-25T04:14:38Z,93.1
2023-08-25T04:15:38Z,94.1
2023-08-25T04:16:38Z,93.5
2023-08-25T04:17:38Z,91.4
2023-08-25T04:18:38Z,89.6
2023-08-25T04:19:38Z,50.0
2023-08-25T04:20:38Z,88.7
2023-08-25T04:21:38Z,87.8
2023-08-25T04:22:38Z,87.3
2023-08-25T04:23:38Z,50.0
2023-08-25T04:24:38Z,85.4
2023-08-25T04:25:38Z,83.9
2023-08-25T04:26:38Z,83.0
2023-08-25T04:27:38Z,82.9
2023-08-25T04:28:38Z,82.2
2023-08-25T04:29:38Z,81.8
2023-08-25T04:30:38Z,81.7
2023-08-25T04:31:38Z,81.9
2023-08-25T04:32:38Z,50.0
2023-08-25T04:33:38Z,82.6
2023-08-25T04:34:38Z,87.1
2023-08-25T04:35:38Z,90.1
2023-08-25T04:36:38Z,92.1
2023-08-25T04:37:38Z,94.4
2023-08-25T04:38:38Z,96.2
2023-08-25T04:39:38Z,96.7
2023-08-25T04:40:38Z,97.5
2023-08-25T04:41:38Z,95.1
2023-08-25T04:42:38Z,92.4
2023-08-25T04:43:38Z,90.1
2023-08-25T04:44:38Z,88.5
2023-08-25T04:45:38Z,87.0
2023-08-25T04:46:38Z,86.3
2023-08-25T04:47:38Z,85.7
2023-08-25T04:48:38Z,83.9
2023-08-25T04:49:38Z,83.2
2023-08-25T04:50:38Z,82.4
2023-08-25T04:51:38Z,82.3
2023-08-25T04:52:38Z,82.1
2023-08-25T04:53:38Z,83.6
2023-08-25T04:54:38Z,84.8
2023-08-25T04:55:38Z,84.8
2023-08-25T04:56:38Z,85.1
2023-08-25T04:57:38Z,85.0
2023-08-25T04:58:38Z,86.3
2023-08-25T04:59:38Z,87.3
2023-08-25T05:00:38Z,86.7
2023-08-25T05:01:38Z,86.0
2023-08-25T05:02:38Z,84.8
2023-08-25T05:03:38Z,84.1
2023-08-25T05:04:38Z,83.5
2023-08-25T05:05:38Z,82.8
2023-08-25T05:06:38Z,82.2
2023-08-25T05:07:38Z,83.5
2023-08-25T05:08:38Z,84.2
2023-08-25T05:09:38Z,85.0
2023-08-25T05:10:38Z,85.6
2023-08-25T05:11:38Z,86.9
2023-08-25T05:12:38Z,88.0
2023-08-25T05:13:38Z,88.2
2023-08-25T05:14:38Z,88.2
2023-08-25T05:15:38Z,88.9
2023-08-25T05:16:38Z,88.5
2023-08-25T05:17:38Z,88.8
2023-08-25T05:18:38Z,88.2
2023-08-25T05:19:38Z,87.9
2023-08-25T05:20:38Z,88.4
2023-08-25T05:21:38Z,88.9
2023-08-25T05:22:38Z,89.7
2023-08-25T05:23:38Z,89.9
2023-08-25T05:24:38Z,90.2
2023-08-25T05:25:38Z,50.0
2023-08-25T05:26:38Z,87.9
2023-08-25T05:27:38Z,86.5
2023-08-25T05:28:38Z,50.0
2023-08-25T05:29:38Z,86.1
2023-08-25T05:30:38Z,86.0
2023-08-25T05:31:38Z,85.8
2023-08-25T05:32:38Z,85.6
2023-08-25T05:33:38Z,85.5
2023-08-25T05:34:38Z,85.2
2023-08-25T05:35:38Z,85.4
2023-08-25T05:36:38Z,85.5
2023-08-25T05:37:38Z,85.6
2023-08-25T05:38:38Z,85.7
2023-08-25T05:39:38Z,85.5
2023-08-25T05:40:38Z,85.6
