timestamp,value
2025-10-18T08:01:34Z,50.0
2025-10-18T08:02:34Z,50.0
2025-10-18T08:03:34Z,50.0
2025-10-18T08:04:34Z,91.8
2025-10-18T08:05:34Z,50.0
2025-10-18T08:06:34Z,91.5
2025-10-18T22:13:03Z,50.0
2025-10-18T22:14:03Z,50.0
2025-10-18T22:15:03Z,50.0
2025-10-18T22:16:03Z,50.0
2025-10-18T22:17:03Z,50.0
2025-10-18T22:18:03Z,50.0
