timestamp,average_value,lower_bound,upper_bound
2024-11-30T00:00:00Z,95.4,94.2,95.8
2024-12-01T00:00:00Z,95.9,93.5,97.5
2024-12-02T00:00:00Z,96.0,93.8,98.5
2024-12-03T00:00:00Z,91.5,88.9,94.3
2024-12-04T00:00:00Z,97.2,95.3,99.4
2024-12-05T00:00:00Z,98.1,95.4,100.0
2024-12-06T00:00:00Z,95.8,94.0,98.1
2024-12-07T00:00:00Z,94.7,90.0,97.2
2024-12-08T00:00:00Z,93.6,91.1,97.4
2024-12-09T00:00:00Z,96.8,95.1,98.8
2024-12-10T00:00:00Z,94.1,91.9,96.8
2024-12-11T00:00:00Z,93.6,92.4,94.9
2024-12-12T00:00:00Z,97.4,93.6,99.5
2024-12-13T00:00:00Z,96.1,92.8,99.3
2024-12-14T00:00:00Z,95.7,94.0,97.3
2024-12-16T00:00:00Z,95.2,90.6,99.9
2024-12-17T00:00:00Z,93.6,89.7,98.2
2024-12-18T00:00:00Z,94.6,91.3,97.5
2024-12-20T00:00:00Z,97.5,94.4,100.0
2024-12-21T00:00:00Z,95.5,93.8,97.4
2024-12-23T00:00:00Z,95.6,92.1,99.8
2024-12-24T00:00:00Z,91.1,88.9,93.6
2024-12-26T00:00:00Z,93.8,93.8,93.8
2024-12-27T00:00:00Z,94.1,88.2,97.7
2024-12-28T00:00:00Z,97.4,95.4,99.6
2024-12-29T00:00:00Z,96.4,93.3,98.7
2024-12-30T00:00:00Z,96.8,94.5,99.4
2024-12-31T00:00:00Z,95.5,91.4,98.3
2025-01-01T00:00:00Z,96.1,92.1,99.6
2025-01-02T00:00:00Z,94.4,91.9,97.1
2025-01-03T00:00:00Z,96.1,92.1,99.2
2025-01-04T00:00:00Z,96.9,91.8,99.8
2025-01-05T00:00:00Z,95.6,92.6,98.3
2025-01-06T00:00:00Z,97.2,93.1,99.4
2025-01-07T00:00:00Z,97.8,94.4,100.0
2025-01-08T00:00:00Z,96.4,94.7,98.7
2025-01-09T00:00:00Z,95.3,92.6,98.3
2025-01-10T00:00:00Z,93.4,89.6,98.6
2025-01-11T00:00:00Z,95.3,91.1,98.6
2025-01-12T00:00:00Z,93.9,93.0,93.9
2025-01-13T00:00:00Z,93.9,91.2,96.1
2025-01-14T00:00:00Z,96.3,95.8,96.9
2025-01-18T00:00:00Z,95.8,94.2,97.4
2025-01-20T00:00:00Z,96.5,94.2,99.4
2025-01-21T00:00:00Z,96.7,94.5,99.1
