timestamp,average_value,lower_bound,upper_bound
2025-11-17T00:00:00Z,95.7,93.8,98.1
2025-11-18T00:00:00Z,95.5,93.9,97.2
2025-11-19T00:00:00Z,94.4,91.1,96.7
2025-11-20T00:00:00Z,94.1,90.7,96.4
2025-11-21T00:00:00Z,96.9,94.5,98.9
2025-11-22T00:00:00Z,93.6,90.0,97.8
2025-11-23T00:00:00Z,97.8,95.3,99.3
2025-11-24T00:00:00Z,96.6,94.5,98.3
2025-11-25T00:00:00Z,96.7,96.6,97.7
2025-11-27T00:00:00Z,96.1,95.3,97.2
2025-11-28T00:00:00Z,94.5,89.7,97.6
2025-11-29T00:00:00Z,94.2,89.0,97.3
2025-11-30T00:00:00Z,95.4,93.0,97.9
2025-12-01T00:00:00Z,94.0,92.9,95.2
2025-12-02T00:00:00Z,97.5,97.5,98.1
2025-12-03T00:00:00Z,94.5,91.4,97.1
2025-12-04T00:00:00Z,95.2,92.6,98.3
2025-12-05T00:00:00Z,95.5,91.5,99.5
2025-12-06T00:00:00Z,94.8,92.9,98.3
2025-12-07T00:00:00Z,93.8,89.4,96.7
2025-12-08T00:00:00Z,92.1,90.0,92.1
2025-12-09T00:00:00Z,93.5,93.5,93.5
2025-12-10T00:00:00Z,95.2,91.7,98.2
2025-12-11T00:00:00Z,94.1,90.4,97.5
2025-12-12T00:00:00Z,94.6,91.6,96.5
2025-12-13T00:00:00Z,92.1,87.7,97.3
2025-12-14T00:00:00Z,95.2,92.9,98.1
2025-12-15T00:00:00Z,92.2,90.5,93.9
2025-12-16T00:00:00Z,87.3,84.6,87.8
2025-12-17T00:00:00Z,96.8,94.2,98.2
2025-12-18T00:00:00Z,94.1,94.1,96.0
2025-12-19T00:00:00Z,95.6,90.2,98.5
2025-12-20T00:00:00Z,93.4,93.4,94.1
2025-12-21T00:00:00Z,96.6,95.3,97.6
2025-12-22T00:00:00Z,94.0,90.7,97.0
2025-12-23T00:00:00Z,94.3,90.9,97.4
2025-12-29T00:00:00Z,94.1,90.8,98.0
2025-12-31T00:00:00Z,95.2,93.0,97.5
2026-01-01T00:00:00Z,92.9,89.4,97.1
2026-01-02T00:00:00Z,95.3,92.4,97.8
2026-01-03T00:00:00Z,94.7,93.1,96.4
2026-01-04T00:00:00Z,94.1,91.9,96.7
2026-01-05T00:00:00Z,96.1,95.7,97.2
2026-01-06T00:00:00Z,95.6,91.9,99.7
2026-01-07T00:00:00Z,91.2,90.0,92.0
2026-01-08T00:00:00Z,95.6,94.8,96.5
2026-01-09T00:00:00Z,96.0,96.0,96.4
2026-01-11T00:00:00Z,94.6,90.3,98.1
2026-01-12T00:00:00Z,94.7,91.1,98.2
2026-01-13T00:00:00Z,95.5,92.1,99.3
2026-01-14T00:00:00Z,93.5,88.9,96.9
2026-01-15T00:00:00Z,95.2,91.2,99.2
2026-01-16T00:00:00Z,94.2,92.6,96.8
2026-01-17T00:00:00Z,97.2,95.1,99.1
2026-01-20T00:00:00Z,92.1,92.1,94.0
2026-01-21T00:00:00Z,94.5,93.7,94.9
2026-01-23T00:00:00Z,94.8,92.2,97.3
2026-01-24T00:00:00Z,95.5,93.8,97.9
2026-01-25T00:00:00Z,97.2,95.2,99.3
2026-01-26T00:00:00Z,94.3,92.3,96.0
2026-01-27T00:00:00Z,94.0,91.4,95.3
2026-01-28T00:00:00Z,95.6,92.3,98.5
2026-01-29T00:00:00Z,95.5,85.7,99.5
2026-01-30T00:00:00Z,92.7,86.8,98.1
2026-01-31T00:00:00Z,95.7,93.3,97.9
2026-02-01T00:00:00Z,95.2,92.1,99.1
2026-02-02T00:00:00Z,95.0,93.3,97.2
2026-02-03T00:00:00Z,97.0,92.8,100.0
2026-02-04T00:00:00Z,94.8,90.6,98.3
2026-02-05T00:00:00Z,97.6,97.3,97.9
2026-02-06T00:00:00Z,94.8,94.8,94.8
2026-02-07T00:00:00Z,96.1,96.1,97.3
2026-02-08T00:00:00Z,96.4,94.1,98.2
2026-02-09T00:00:00Z,95.0,92.1,98.5
2026-02-10T00:00:00Z,93.0,90.5,97.9
2026-02-11T00:00:00Z,94.9,90.6,99.4
2026-02-12T00:00:00Z,93.7,91.0,97.0
2026-02-13T00:00:00Z,96.3,93.3,99.7
2026-02-14T00:00:00Z,95.5,92.4,99.2
2026-02-15T00:00:00Z,95.8,94.1,98.4
2026-02-16T00:00:00Z,95.4,91.1,98.9
2026-02-17T00:00:00Z,93.6,91.7,95.6
2026-02-18T00:00:00Z,92.1,88.0,95.4
2026-02-19T00:00:00Z,92.6,86.0,98.7
2026-02-20T00:00:00Z,91.5,89.4,93.9
2026-02-21T00:00:00Z,94.0,91.0,96.7
2026-02-22T00:00:00Z,95.8,90.2,99.2
2026-02-23T00:00:00Z,94.5,94.0,94.8
2026-02-25T00:00:00Z,92.8,91.9,93.8
