timestamp,average_value,lower_bound,upper_bound
2022-03-25T00:00:00Z,96.7,96.6,98.2
2022-03-28T00:00:00Z,93.5,92.3,95.1
2022-03-29T00:00:00Z,93.0,91.8,92.3
2022-03-30T00:00:00Z,92.6,91.3,91.2
2022-03-31T00:00:00Z,95.4,93.4,98.2
2022-04-02T00:00:00Z,92.9,89.5,96.0
2022-04-04T00:00:00Z,97.3,94.1,99.3
2022-04-05T00:00:00Z,97.6,93.8,99.6
2022-04-06T00:00:00Z,97.3,97.3,98.0
2022-04-07T00:00:00Z,95.7,93.6,97.8
2022-04-08T00:00:00Z,98.4,97.5,99.8
2022-04-09T00:00:00Z,96.5,95.0,98.5
2022-04-10T00:00:00Z,96.9,95.1,98.6
2022-04-12T00:00:00Z,92.3,90.9,91.4
2022-04-14T00:00:00Z,94.6,93.7,96.0
2022-04-15T00:00:00Z,96.8,94.5,99.7
2022-04-16T00:00:00Z,95.6,93.5,98.4
2022-04-18T00:00:00Z,96.5,96.3,98.5
2022-04-19T00:00:00Z,94.9,92.5,96.8
2022-04-21T00:00:00Z,95.7,93.9,97.3
2022-04-22T00:00:00Z,94.7,94.8,94.7
2022-04-24T00:00:00Z,94.2,93.1,94.8
