timestamp,average_value,lower_bound,upper_bound
2024-03-27T00:00:00Z,95.3,93.2,97.9
2024-04-08T00:00:00Z,97.6,93.2,100.0
2024-04-09T00:00:00Z,96.5,93.7,98.3
2024-04-10T00:00:00Z,96.0,91.1,99.9
2024-04-11T00:00:00Z,94.4,92.5,96.6
2024-04-12T00:00:00Z,94.8,91.5,98.5
2024-04-13T00:00:00Z,99.2,97.2,100.0
2024-04-14T00:00:00Z,98.7,96.1,100.0
2024-04-15T00:00:00Z,98.2,94.8,100.0
2024-04-16T00:00:00Z,97.9,95.3,100.0
2024-04-17T00:00:00Z,97.5,95.9,100.0
2024-04-18T00:00:00Z,97.9,94.2,100.0
2024-04-19T00:00:00Z,97.6,97.0,98.2
2024-04-20T00:00:00Z,97.2,96.0,98.8
2024-04-21T00:00:00Z,98.1,95.9,99.6
2024-04-22T00:00:00Z,96.8,91.6,98.6
2024-05-14T00:00:00Z,95.1,90.4,99.2
2024-05-15T00:00:00Z,95.9,95.8,96.2
2024-05-16T00:00:00Z,96.0,90.8,100.0
2024-05-17T00:00:00Z,94.2,92.9,95.6
2024-05-18T00:00:00Z,96.7,94.6,98.9
2024-05-19T00:00:00Z,97.0,94.1,99.7
2024-05-20T00:00:00Z,94.2,94.2,96.0
2024-05-23T00:00:00Z,97.9,94.9,100.0
2024-05-24T00:00:00Z,96.5,94.6,98.5
2024-05-25T00:00:00Z,93.6,93.6,93.6
2024-05-26T00:00:00Z,96.3,91.5,99.6
2024-05-27T00:00:00Z,94.9,91.5,98.9
2024-05-28T00:00:00Z,95.8,94.0,97.3
2024-05-29T00:00:00Z,97.1,94.0,99.9
2024-05-30T00:00:00Z,98.0,95.6,99.8
2024-05-31T00:00:00Z,98.6,97.0,100.0
2024-06-01T00:00:00Z,96.4,94.5,98.2
2024-06-02T00:00:00Z,98.5,97.2,99.4
2024-06-03T00:00:00Z,97.2,93.6,99.7
2024-06-04T00:00:00Z,97.9,96.4,99.6
2024-06-05T00:00:00Z,97.4,95.7,99.5
2024-06-06T00:00:00Z,96.3,91.3,99.5
2024-06-08T00:00:00Z,94.4,91.3,97.6
2024-06-09T00:00:00Z,95.7,92.6,98.8
2024-06-10T00:00:00Z,96.4,93.7,98.2
2024-06-11T00:00:00Z,97.2,95.4,99.2
2024-06-12T00:00:00Z,98.2,97.2,99.4
2024-06-13T00:00:00Z,97.7,95.8,100.0
2024-06-14T00:00:00Z,97.5,94.0,100.0
2024-06-15T00:00:00Z,97.5,93.4,100.0
2024-06-16T00:00:00Z,95.5,92.9,99.4
2024-06-17T00:00:00Z,96.3,92.2,99.0
2024-06-19T00:00:00Z,93.8,89.9,99.2
2024-06-20T00:00:00Z,97.8,95.3,99.8
2024-06-21T00:00:00Z,96.0,91.6,99.3
2024-06-22T00:00:00Z,95.8,92.2,98.4
2024-06-23T00:00:00Z,97.7,93.1,99.6
2024-06-24T00:00:00Z,94.9,90.7,97.5
2024-06-25T00:00:00Z,94.6,91.1,98.2
2024-06-26T00:00:00Z,90.8,89.4,93.4
2024-06-27T00:00:00Z,94.5,93.8,95.0
2024-06-28T00:00:00Z,97.7,94.9,100.0
2024-06-29T00:00:00Z,94.7,93.2,96.6
2024-06-30T00:00:00Z,95.9,92.5,97.7
2024-07-01T00:00:00Z,93.9,92.8,96.0
2024-07-02T00:00:00Z,95.4,94.0,97.4
2024-07-03T00:00:00Z,94.7,88.9,99.5
2024-07-04T00:00:00Z,97.0,94.9,98.8
2024-07-05T00:00:00Z,94.7,90.5,98.2
