timestamp,average_value,lower_bound,upper_bound
2023-06-05T00:00:00Z,96.8,96.8,99.1
2023-06-07T00:00:00Z,94.9,94.9,95.0
2023-06-08T00:00:00Z,96.7,95.0,99.8
2023-06-09T00:00:00Z,96.1,92.8,99.3
2023-06-10T00:00:00Z,94.6,92.0,94.6
2023-06-11T00:00:00Z,96.2,95.8,97.8
2023-06-12T00:00:00Z,92.9,88.3,97.6
2023-06-14T00:00:00Z,93.4,89.2,96.9
2023-06-15T00:00:00Z,96.2,95.7,96.2
2023-06-16T00:00:00Z,97.5,94.8,100.0
2023-06-17T00:00:00Z,97.4,95.4,99.5
2023-06-18T00:00:00Z,96.9,96.2,97.1
2023-06-20T00:00:00Z,95.5,94.8,95.5
2023-06-21T00:00:00Z,97.0,95.3,99.0
2023-06-22T00:00:00Z,96.0,94.9,97.4
2023-06-23T00:00:00Z,95.7,94.5,96.7
2023-06-24T00:00:00Z,97.1,92.2,99.7
2023-06-25T00:00:00Z,97.3,95.5,98.9
2023-06-27T00:00:00Z,95.9,93.7,98.0
2023-06-28T00:00:00Z,96.2,95.4,97.0
2023-06-29T00:00:00Z,97.5,97.3,97.9
2023-07-01T00:00:00Z,93.9,93.5,93.9
2023-07-03T00:00:00Z,97.0,93.6,99.8
2023-07-04T00:00:00Z,97.1,97.1,97.7
2023-07-05T00:00:00Z,96.5,93.3,99.3
2023-07-07T00:00:00Z,95.1,92.3,97.2
2023-07-08T00:00:00Z,93.6,93.3,96.0
2023-07-10T00:00:00Z,94.5,90.1,99.0
2023-07-13T00:00:00Z,94.4,93.9,95.1
2023-07-14T00:00:00Z,96.3,93.2,99.0
2023-07-19T00:00:00Z,97.1,95.3,99.2
2023-07-20T00:00:00Z,94.5,94.5,94.5
2023-07-21T00:00:00Z,97.2,96.1,98.3
2023-07-22T00:00:00Z,95.8,93.6,98.8
2023-07-28T00:00:00Z,96.6,93.3,99.4
2023-07-29T00:00:00Z,93.2,93.2,93.3
2023-07-30T00:00:00Z,91.8,89.5,94.7
2023-07-31T00:00:00Z,95.5,94.3,96.6
2023-08-01T00:00:00Z,95.7,92.3,99.6
2023-08-02T00:00:00Z,93.7,91.9,95.5
2023-08-03T00:00:00Z,94.5,90.5,97.8
2023-08-05T00:00:00Z,94.6,94.6,94.6
2023-08-06T00:00:00Z,97.6,94.9,99.7
2023-08-07T00:00:00Z,94.8,94.2,95.1
2023-08-08T00:00:00Z,93.9,93.0,94.8
2023-08-09T00:00:00Z,96.1,94.1,97.6
2023-08-10T00:00:00Z,96.0,95.1,96.9
2023-08-11T00:00:00Z,97.1,94.9,99.9
2023-08-12T00:00:00Z,94.2,93.3,95.3
2023-08-13T00:00:00Z,94.3,90.9,97.6
2023-08-14T00:00:00Z,96.3,89.0,99.1
2023-08-15T00:00:00Z,95.4,93.4,97.3
2023-08-16T00:00:00Z,97.0,97.0,97.0
2023-08-17T00:00:00Z,95.9,94.5,97.2
2023-08-18T00:00:00Z,95.3,93.2,97.8
2023-08-19T00:00:00Z,96.6,94.3,98.5
2023-08-20T00:00:00Z,95.5,91.4,100.0
2023-08-21T00:00:00Z,96.0,93.9,98.0
2023-08-22T00:00:00Z,91.1,90.0,91.1
2023-08-23T00:00:00Z,96.6,96.4,97.1
2023-08-24T00:00:00Z,96.3,92.8,99.4
2023-08-26T00:00:00Z,94.9,94.2,95.6
2023-08-27T00:00:00Z,96.4,93.7,99.1
2023-08-28T00:00:00Z,96.4,93.2,100.0
2023-08-29T00:00:00Z,96.3,89.5,99.4
2023-08-31T00:00:00Z,96.0,96.0,96.8
2023-09-01T00:00:00Z,95.8,94.5,97.2
2023-09-03T00:00:00Z,93.5,91.1,96.2
2023-09-04T00:00:00Z,92.9,87.1,96.7
2023-09-05T00:00:00Z,93.5,92.7,93.5
