timestamp,average_value,lower_bound,upper_bound
2022-08-05T00:00:00Z,96.6,94.6,97.9
2022-08-06T00:00:00Z,92.0,91.8,92.1
2022-08-07T00:00:00Z,96.7,94.2,98.2
2022-08-09T00:00:00Z,94.6,94.7,93.7
2022-08-13T00:00:00Z,94.8,94.9,94.9
2022-08-16T00:00:00Z,95.8,93.3,98.6
2022-08-17T00:00:00Z,92.8,92.9,93.3
2022-08-22T00:00:00Z,90.8,90.8,90.5
2022-08-24T00:00:00Z,92.9,93.3,92.9
2022-08-26T00:00:00Z,96.1,94.7,97.8
2022-08-28T00:00:00Z,94.1,91.9,97.7
2022-09-01T00:00:00Z,93.8,92.9,94.1
2022-09-02T00:00:00Z,95.6,95.5,95.7
2022-09-03T00:00:00Z,96.7,93.6,99.9
2022-09-04T00:00:00Z,92.1,91.1,91.9
2022-09-08T00:00:00Z,95.6,96.1,95.8
2022-09-11T00:00:00Z,94.5,95.5,95.4
2022-09-13T00:00:00Z,95.5,94.2,96.6
2022-09-14T00:00:00Z,96.4,93.7,98.0
2022-09-15T00:00:00Z,94.9,95.3,96.6
2022-09-17T00:00:00Z,91.3,90.5,90.3
2022-09-18T00:00:00Z,96.7,92.5,99.6
2022-09-21T00:00:00Z,92.7,93.0,92.5
2022-09-24T00:00:00Z,93.7,93.3,94.3
2022-09-26T00:00:00Z,92.8,94.4,94.1
2022-09-30T00:00:00Z,97.0,96.1,98.2
2022-10-02T00:00:00Z,96.4,94.8,97.7
2022-10-07T00:00:00Z,93.7,93.6,93.2
2022-10-11T00:00:00Z,97.7,94.8,99.1
2022-10-13T00:00:00Z,94.3,95.1,95.3
2022-10-14T00:00:00Z,91.4,93.5,94.4
2022-10-16T00:00:00Z,92.4,93.2,94.6
2022-10-18T00:00:00Z,94.6,94.5,95.0
2022-10-19T00:00:00Z,96.5,94.9,97.1
2022-10-21T00:00:00Z,94.9,94.1,95.8
2022-10-24T00:00:00Z,96.0,94.1,98.6
2022-10-26T00:00:00Z,95.1,94.7,94.7
2022-10-27T00:00:00Z,93.5,91.4,95.6
2022-10-29T00:00:00Z,94.5,94.9,94.8
2022-11-01T00:00:00Z,95.9,95.9,96.7
2022-11-03T00:00:00Z,95.2,95.6,95.5
2022-11-04T00:00:00Z,95.0,96.1,96.1
2022-11-08T00:00:00Z,94.2,91.2,96.3
2022-11-11T00:00:00Z,94.7,93.3,97.5
2022-11-12T00:00:00Z,93.8,91.1,94.4
2022-11-13T00:00:00Z,92.9,91.3,94.0
