timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-08-01T07:42:00,17.4,1.8,8.888,17.4,1.8,8.888,-1.0,0.0,2.078,-1.0,0.0,1.228
2022-08-02T08:23:30,0.0,0.0,2.156,-1.0,0.0,2.156,-1.0,0.0,1.989,-1.0,0.0,0.0
2022-08-03T09:55:30,18.0,1.7,8.323,-1.0,0.0,2.237,18.0,1.7,8.323,-1.0,0.0,1.654
2022-08-04T07:01:00,0.0,0.0,1.482,-1.0,0.0,1.482,-1.0,0.0,1.663,-1.0,0.0,0.0
2022-08-05T07:50:30,18.2,1.5,6.737,18.2,1.5,6.737,-1.0,0.0,1.703,-1.0,0.0,1.976
2022-08-06T10:00:00,18.4,1.6,8.277,18.4,1.6,8.277,17.8,2.1,8.29,-1.0,0.0,1.818
2022-08-09T06:51:00,0.0,0.0,1.995,-1.0,0.0,1.995,-1.0,0.0,1.576,-1.0,0.0,1.831
2022-08-10T07:59:30,18.4,1.3,6.247,18.4,1.3,6.247,18.2,1.2,6.107,-1.0,0.0,1.787
2022-08-11T09:23:00,17.2,1.0,4.781,17.2,1.0,4.781,17.4,1.6,7.244,-1.0,0.0,2.217
2022-08-12T07:46:30,17.8,1.2,6.137,17.8,1.2,6.137,17.4,1.7,9.216,22.4,0.5,2.814
2022-08-13T08:55:30,18.8,2.7,10.838,18.8,2.7,10.838,17.6,2.3,6.694,-1.0,0.0,1.282
2022-08-14T08:22:00,19.0,1.1,7.113,19.0,1.1,7.113,17.4,1.6,8.834,-1.0,0.0,1.902
2022-08-15T07:48:30,17.0,0.9,6.293,-1.0,0.0,1.431,17.0,0.9,6.293,-1.0,0.0,1.289
2022-08-16T08:25:30,17.2,1.7,7.043,17.2,1.7,7.043,17.8,1.8,6.737,-1.0,0.0,2.238
2022-08-17T03:51:00,29.8,0.2,3.368,-1.0,0.0,2.154,29.8,0.2,3.368,-1.0,0.0,1.38
2022-08-18T08:55:30,16.8,1.5,7.915,16.8,1.5,7.915,-1.0,0.0,2.254,-1.0,0.0,1.179
2022-08-19T08:51:00,17.6,1.8,7.786,17.6,1.8,7.786,17.6,2.0,9.198,-1.0,0.0,1.616
2022-08-20T09:46:30,19.0,0.8,4.511,19.0,0.8,4.511,-1.0,0.0,2.049,-1.0,0.0,1.27
2022-08-21T10:16:30,17.8,1.7,7.391,-1.0,0.0,1.422,17.8,1.7,7.391,-1.0,0.0,1.41
2022-08-22T08:33:30,17.0,1.5,4.568,-1.0,0.0,2.095,17.0,1.5,4.568,-1.0,0.0,1.57
2022-08-23T09:07:30,18.2,0.9,6.115,18.2,0.9,6.115,18.0,2.5,7.816,-1.0,0.0,2.222
2022-08-24T09:58:30,16.8,0.8,5.479,16.8,0.8,5.479,18.4,1.8,7.276,-1.0,0.0,2.411
2022-08-25T09:50:30,16.0,0.6,5.359,16.0,0.6,5.359,-1.0,0.0,1.736,-1.0,0.0,1.784
2022-08-26T10:53:30,18.6,0.6,6.329,18.6,0.6,6.329,17.2,1.5,5.058,-1.0,0.0,1.567
2022-08-27T10:02:30,17.6,0.8,4.617,17.6,0.8,4.617,16.6,1.1,6.899,-1.0,0.0,2.21
2022-08-28T09:12:30,19.0,1.6,7.437,19.0,1.6,7.437,19.6,1.4,6.154,29.4,0.5,2.867
2022-08-29T09:58:00,16.2,0.9,7.343,16.2,0.9,7.343,20.0,0.8,5.663,-1.0,0.0,2.004
2022-08-30T10:01:00,18.4,1.3,9.092,18.4,1.3,9.092,16.4,1.2,9.268,-1.0,0.0,1.372
2022-08-31T09:44:00,16.8,1.2,5.183,16.8,1.2,5.183,-1.0,0.0,2.139,-1.0,0.0,1.792
