timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-09-01T08:23:30,17.0,1.0,6.225,17.0,1.0,6.225,17.8,2.2,7.038,-1.0,0.0,2.373
2023-09-02T10:25:30,17.0,0.6,4.974,17.0,0.6,4.974,16.4,2.1,9.442,11.6,0.7,2.852
2023-09-03T07:10:00,17.2,1.6,6.622,17.2,1.6,6.622,17.8,1.9,7.948,-1.0,0.0,1.955
2023-09-04T07:19:00,17.6,1.2,7.582,17.6,1.2,7.582,18.6,2.7,11.742,-1.0,0.0,2.117
2023-09-04T11:00:30,17.6,1.4,7.31,17.6,1.4,7.31,17.6,3.0,5.961,-1.0,0.0,2.059
2023-09-05T08:52:30,18.8,1.8,8.796,18.8,1.8,8.796,16.6,2.4,9.571,8.6,0.7,2.649
2023-09-06T08:57:30,17.6,1.4,7.81,17.6,1.4,7.81,18.2,1.1,4.454,17.8,1.8,4.13
2023-09-07T07:22:30,19.2,1.8,7.589,-1.0,0.0,1.919,19.2,1.8,7.589,11.6,2.2,2.697
2023-09-08T10:59:00,17.2,1.0,6.298,17.2,1.0,6.298,-1.0,0.0,1.913,-1.0,0.0,1.969
2023-09-09T11:09:00,17.6,1.2,9.48,17.6,1.2,9.48,17.0,1.1,7.921,-1.0,0.0,1.537
2023-09-10T07:16:30,18.4,0.7,4.792,18.4,0.7,4.792,18.4,1.5,9.196,-1.0,0.0,2.112
2023-09-12T11:34:30,18.6,2.1,9.428,18.6,2.1,9.428,17.8,2.0,12.164,-1.0,0.0,1.75
2023-09-13T10:11:00,18.2,1.1,4.679,18.2,1.1,4.679,18.8,1.9,9.599,-1.0,0.0,1.893
2023-09-13T12:15:30,18.2,1.2,5.147,18.2,1.2,5.147,18.6,2.2,11.276,-1.0,0.0,2.385
2023-09-14T10:38:30,20.0,1.5,6.479,20.0,1.5,6.479,-1.0,0.0,2.262,-1.0,0.0,1.759
2023-09-14T13:11:00,19.4,2.2,7.717,19.4,2.2,7.717,18.0,1.3,6.533,14.4,1.6,7.777
2023-09-15T10:04:00,18.2,1.3,4.308,18.2,1.3,4.308,18.2,1.2,9.497,10.0,0.5,3.053
2023-09-16T03:47:30,19.8,1.0,5.016,19.8,1.0,5.016,-1.0,0.0,2.075,-1.0,0.0,2.209
2023-09-17T09:33:30,17.8,2.5,7.169,-1.0,0.0,2.204,17.8,2.5,7.169,-1.0,0.0,2.005
2023-09-18T09:47:30,18.2,2.7,12.357,19.0,1.0,3.484,18.2,2.7,12.357,12.8,0.4,2.861
2023-09-19T05:32:30,18.8,2.1,5.86,18.8,2.1,5.86,19.0,1.6,8.802,10.4,0.6,3.864
2023-09-19T09:29:30,18.6,1.8,8.53,-1.0,0.0,2.446,18.6,1.8,8.53,23.4,0.5,2.925
2023-09-20T08:37:30,18.6,1.4,8.148,18.6,1.4,8.148,19.0,1.5,11.21,-1.0,0.0,1.047
2023-09-21T06:21:00,19.0,0.6,5.659,19.0,0.6,5.659,18.0,2.1,7.763,-1.0,0.0,2.049
2023-09-22T06:53:30,18.6,1.3,9.027,18.6,1.3,9.027,18.6,2.3,6.555,-1.0,0.0,1.614
2023-09-23T06:54:30,19.2,1.5,6.43,-1.0,0.0,2.377,19.2,1.5,6.43,-1.0,0.0,1.621
2023-09-23T09:02:30,19.2,1.4,6.157,-1.0,0.0,2.432,19.2,1.4,6.157,26.6,0.5,2.666
2023-09-24T09:50:30,16.8,0.6,4.262,16.8,0.6,4.262,17.4,1.7,11.348,-1.0,0.0,2.455
2023-09-25T08:34:00,18.2,2.0,7.338,18.2,2.0,7.338,18.0,1.4,6.928,-1.0,0.0,1.75
2023-09-26T07:28:30,18.2,1.6,7.38,18.2,1.6,7.38,17.2,2.0,11.268,11.0,2.9,5.134
2023-09-27T06:29:30,19.0,0.7,6.27,19.0,0.7,6.27,17.8,1.0,7.534,-1.0,0.0,2.434
2023-09-28T07:16:30,17.6,1.6,9.205,17.6,1.6,9.205,17.8,1.6,8.902,-1.0,0.0,1.885
2023-09-29T07:20:00,18.6,1.5,8.775,18.6,1.5,8.775,18.4,1.7,16.98,-1.0,0.0,1.957
2023-09-30T07:38:00,17.4,1.5,8.069,17.4,1.5,8.069,17.2,2.4,13.392,9.8,1.0,3.464
2023-09-30T16:13:30,18.2,3.1,8.92,18.4,1.2,3.777,18.2,3.1,8.92,11.2,0.5,3.317
