timestamp,bucket_values
2023-02-01T08:46:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.009, 0.035, 0.262, 0.483, 0.185, 0.022, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-02T07:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.013, 0.342, 0.534, 0.098, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-03T07:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.153, 0.426, 0.238, 0.136, 0.031, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-04T11:08:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.025, 0.29, 0.402, 0.174, 0.085, 0.014, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-05T09:25:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.013, 0.176, 0.194, 0.237, 0.236, 0.117, 0.023, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-07T07:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.031, 0.252, 0.353, 0.167, 0.137, 0.048, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-08T08:36:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.027, 0.312, 0.515, 0.123, 0.013, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-08T18:04:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-10T08:40:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.014, 0.167, 0.371, 0.182, 0.145, 0.089, 0.023, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-11T08:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.02, 0.116, 0.257, 0.293, 0.197, 0.091, 0.019, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
