timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-05-01T08:14:30,17.2,1.2,8.685,17.4,1.4,6.953,,,,16.2,0.5,3.489
2021-05-02T08:31:30,18.2,0.8,7.309,17.6,1.2,8.586,,,,17.4,1.0,3.187
2021-05-02T17:13:30,16.6,1.9,3.998,16.6,1.9,3.998,,,,-1.0,0.0,0.0
2021-05-03T09:19:30,17.2,1.5,7.402,17.6,1.2,11.68,,,,-1.0,0.0,2.174
2021-05-04T09:44:30,17.4,1.1,9.222,17.2,1.5,13.786,,,,9.6,0.3,4.447
2021-05-05T06:35:30,17.8,1.2,9.672,17.8,1.5,13.822,,,,-1.0,0.0,2.257
2021-05-06T08:08:30,17.8,1.1,10.565,17.0,1.6,8.12,,,,16.2,1.3,3.284
2021-05-07T08:06:30,17.6,1.4,10.503,16.8,1.4,5.666,,,,16.2,1.4,3.516
2021-05-09T07:08:30,16.8,1.0,7.643,17.6,1.5,8.58,,,,-1.0,0.0,1.54
2021-05-10T06:40:00,18.0,1.0,6.931,17.6,1.3,9.357,,,,-1.0,0.0,1.619
2021-05-11T07:41:30,17.8,1.3,8.39,17.2,2.1,8.815,,,,14.6,1.4,4.058
2021-05-12T07:36:00,17.2,1.7,7.674,17.2,1.7,7.674,,,,-1.0,0.0,1.738
2021-05-13T09:35:30,16.8,1.4,8.383,16.6,1.5,8.236,,,,-1.0,0.0,1.959
2021-05-20T08:15:30,17.6,1.1,8.034,17.4,1.4,7.376,,,,-1.0,0.0,1.712
2021-05-21T07:18:30,18.2,1.6,5.783,18.2,1.4,5.183,,,,-1.0,0.0,1.657
2021-05-22T09:18:30,16.8,1.6,9.119,16.6,1.9,5.286,,,,-1.0,0.0,1.604
2021-05-23T09:10:00,18.2,1.3,5.476,16.8,1.6,5.585,,,,-1.0,0.0,2.209
2021-05-24T08:41:30,18.6,1.6,10.908,17.8,2.1,6.063,,,,-1.0,0.0,2.388
2021-05-25T08:04:00,17.4,1.4,4.264,17.4,1.5,6.578,,,,-1.0,0.0,1.223
2021-05-27T07:22:00,18.4,1.3,5.591,17.8,1.3,5.394,,,,-1.0,0.0,1.925
2021-05-30T08:52:00,17.4,1.3,4.123,17.4,1.3,4.123,,,,-1.0,0.0,1.488
2021-05-31T07:34:30,18.4,1.1,8.201,16.6,1.5,6.979,,,,-1.0,0.0,1.813
