timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2025-01-01T10:57:30,0.0,0.0,2.314,-1.0,0.0,2.314,-1.0,0.0,2.129,-1.0,0.0,1.951
2025-01-02T12:23:00,19.6,0.9,5.906,19.6,0.9,5.906,24.6,0.4,3.862,-1.0,0.0,1.626
2025-01-03T07:59:00,18.0,1.6,8.74,18.0,1.6,8.74,18.0,1.4,11.625,-1.0,0.0,1.674
2025-01-04T09:33:30,17.4,1.8,9.922,17.4,1.8,9.922,17.6,1.6,12.822,-1.0,0.0,1.649
2025-01-05T09:01:00,18.6,1.2,7.198,18.6,1.2,7.198,18.2,1.3,6.122,-1.0,0.0,1.772
2025-01-06T08:21:00,17.8,1.3,9.689,17.8,1.3,9.689,17.4,1.5,11.647,14.8,1.3,5.012
2025-01-07T07:58:00,17.4,0.9,5.09,17.4,0.9,5.09,17.8,1.2,8.504,-1.0,0.0,1.907
2025-01-08T08:00:30,19.0,1.4,8.393,19.0,1.4,8.393,18.2,1.2,10.092,-1.0,0.0,1.338
2025-01-09T08:33:00,19.0,0.8,5.435,19.0,0.8,5.435,18.4,2.1,7.212,-1.0,0.0,1.5
2025-01-10T07:49:00,18.8,1.2,9.316,18.8,1.2,9.316,18.8,1.3,8.663,-1.0,0.0,1.212
2025-01-11T07:29:00,18.4,1.1,6.91,18.4,1.1,6.91,17.4,2.1,7.858,-1.0,0.0,1.099
2025-01-12T08:36:00,18.4,1.3,9.548,18.4,1.3,9.548,17.8,1.3,6.661,-1.0,0.0,1.881
2025-01-13T08:16:00,19.0,1.0,5.779,19.0,1.0,5.779,18.4,1.7,7.634,-1.0,0.0,1.566
2025-01-14T07:53:30,18.8,1.7,6.406,18.8,1.7,6.406,18.4,1.5,7.783,-1.0,0.0,1.593
2025-01-18T09:36:30,17.6,1.5,6.27,-1.0,0.0,2.213,17.6,1.5,6.27,29.8,0.1,3.161
2025-01-19T05:31:30,17.8,1.3,5.404,-1.0,0.0,2.029,17.8,1.3,5.404,-1.0,0.0,1.388
2025-01-20T06:16:00,19.2,1.2,6.549,19.2,1.2,6.549,17.6,2.8,5.937,-1.0,0.0,1.937
2025-01-21T02:47:00,19.2,2.8,10.921,19.2,2.8,10.921,-1.0,0.0,1.942,-1.0,0.0,1.318
2025-01-22T12:39:30,20.0,1.2,7.078,20.0,1.2,7.078,-1.0,0.0,1.783,-1.0,0.0,1.316
2025-01-23T11:20:30,18.4,1.7,7.431,18.4,1.7,7.431,-1.0,0.0,1.538,-1.0,0.0,1.403
2025-01-24T05:26:30,0.0,0.0,2.184,-1.0,0.0,2.184,-1.0,0.0,1.89,-1.0,0.0,2.065
2025-01-25T07:52:30,18.8,1.4,4.017,18.8,1.4,4.017,-1.0,0.0,1.595,-1.0,0.0,1.368
2025-01-26T09:18:00,0.0,0.0,2.158,-1.0,0.0,2.158,-1.0,0.0,1.807,-1.0,0.0,1.742
2025-01-27T06:29:30,17.4,1.8,7.107,18.2,1.3,3.784,17.4,1.8,7.107,-1.0,0.0,1.97
2025-01-28T07:41:00,0.0,0.0,1.601,-1.0,0.0,1.601,-1.0,0.0,2.403,-1.0,0.0,1.198
2025-01-29T08:06:30,17.0,2.1,5.471,-1.0,0.0,2.302,17.0,2.1,5.471,-1.0,0.0,1.302
2025-01-30T05:59:30,18.0,1.5,6.257,18.0,1.5,6.257,18.4,2.0,7.353,-1.0,0.0,1.647
2025-01-31T09:10:30,18.0,1.2,9.811,18.0,1.2,9.811,18.2,1.9,8.751,-1.0,0.0,1.43
