timestamp,rmssd,coverage,low_frequency,high_frequency
2023-02-20T22:25:00,11.852,0.946,179.412,19.89
2023-02-20T22:30:00,11.297,1.004,239.384,22.315
2023-02-20T22:35:00,12.237,1.001,209.352,25.737
2023-02-20T22:40:00,12.122,1.003,259.07,21.775
2023-02-20T22:45:00,10.56,1.004,170.946,20.85
2023-02-20T22:50:00,10.373,1.002,213.141,18.869
2023-02-20T22:55:00,10.654,1.001,234.344,15.398
2023-02-20T23:00:00,9.781,1.003,277.152,23.457
2023-02-20T23:05:00,9.087,1.003,118.539,15.071
2023-02-20T23:10:00,10.001,1.004,271.117,34.679
2023-02-20T23:15:00,9.947,1.002,147.67,21.212
2023-02-20T23:20:00,8.754,1.003,99.183,14.382
2023-02-20T23:25:00,10.561,0.958,278.515,12.019
2023-02-20T23:30:00,9.528,0.973,161.218,11.467
2023-02-20T23:35:00,10.859,1.003,662.355,13.49
2023-02-20T23:40:00,11.403,0.923,407.251,23.111
2023-02-20T23:45:00,8.869,1.003,78.026,16.461
2023-02-20T23:50:00,8.66,1.003,101.585,14.261
2023-02-20T23:55:00,8.384,1.003,69.272,12.51
