timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2024-02-02T08:30:00,17.8,1.1,7.509,17.8,1.1,7.509,17.8,1.7,8.202,-1.0,0.0,2.05
2024-02-04T07:55:30,19.2,2.1,11.325,19.2,2.1,11.325,18.8,1.5,7.676,23.0,0.6,5.133
2024-02-05T09:16:30,18.0,1.8,10.734,18.0,1.8,10.734,16.8,1.7,7.011,11.2,1.6,2.838
2024-02-07T08:31:30,18.0,1.9,8.228,18.0,1.9,8.228,17.0,1.7,11.933,10.8,2.4,3.265
2024-02-08T08:51:30,17.8,1.3,8.481,17.8,1.3,8.481,17.8,1.9,14.3,10.4,2.1,3.181
2024-02-09T08:40:00,18.0,1.0,7.717,18.0,1.0,7.717,17.2,1.5,12.519,16.8,0.9,4.189
2024-02-10T07:48:30,18.0,1.4,10.996,18.0,1.4,10.996,18.0,1.5,9.996,11.8,1.5,2.597
2024-02-11T08:49:30,18.6,1.5,8.024,18.6,1.5,8.024,18.4,2.2,8.385,11.0,1.5,2.855
2024-02-12T08:11:00,18.4,1.5,13.747,18.4,1.5,13.747,18.0,2.1,8.87,-1.0,0.0,1.98
2024-02-13T07:27:00,17.4,1.2,10.049,17.4,1.2,10.049,17.6,2.0,9.85,-1.0,0.0,2.461
2024-02-14T06:36:30,18.8,2.5,10.664,18.8,2.5,10.664,17.8,1.9,8.513,-1.0,0.0,2.261
2024-02-15T08:26:00,17.2,1.9,13.674,-1.0,0.0,2.054,17.2,1.9,13.674,-1.0,0.0,1.482
2024-02-16T07:08:00,17.2,1.9,6.145,17.2,1.9,6.145,17.4,1.6,7.833,-1.0,0.0,1.968
2024-02-17T09:18:30,17.2,1.8,9.129,17.2,1.8,9.129,17.8,1.7,9.02,-1.0,0.0,1.445
2024-02-18T07:50:00,18.0,1.7,10.669,-1.0,0.0,2.002,18.0,1.7,10.669,10.6,0.6,2.681
2024-02-18T09:51:30,18.0,1.8,10.697,-1.0,0.0,2.464,18.0,1.8,10.697,12.0,0.4,2.924
2024-02-19T07:58:00,18.4,1.5,9.082,18.4,1.5,9.082,18.0,1.3,8.334,17.8,0.5,3.604
2024-02-23T08:00:30,18.6,1.6,8.973,18.6,1.6,8.973,18.0,1.8,9.075,-1.0,0.0,1.779
2024-02-24T11:08:00,18.0,1.9,8.463,18.0,1.9,8.463,18.0,2.2,11.49,-1.0,0.0,2.382
2024-02-25T08:39:30,18.0,1.3,4.721,-1.0,0.0,2.004,18.0,1.3,4.721,29.8,0.1,3.157
2024-02-26T08:49:30,18.6,1.7,7.127,18.6,1.7,7.127,17.8,2.1,11.329,-1.0,0.0,1.766
2024-02-27T09:01:30,17.8,1.0,7.863,17.8,1.0,7.863,17.8,1.7,9.675,-1.0,0.0,1.543
2024-02-28T08:59:30,17.6,0.7,5.037,17.6,0.7,5.037,18.4,1.8,11.424,-1.0,0.0,2.084
2024-02-29T08:58:30,18.6,1.3,4.493,18.6,1.3,4.493,18.0,1.6,9.525,11.6,1.6,3.916
