timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2025-10-01T07:16:30,17.4,1.8,6.599,-1.0,0.0,2.407,17.4,1.8,6.599,12.0,0.5,2.858
2025-10-02T07:15:30,18.6,1.2,5.762,18.6,1.2,5.762,15.8,1.7,5.8,-1.0,0.0,1.78
2025-10-03T08:54:30,16.8,1.9,6.529,16.8,1.9,6.529,17.2,1.9,4.714,-1.0,0.0,2.02
2025-10-04T07:20:30,17.6,1.7,6.035,17.6,1.7,6.035,17.2,2.2,7.61,-1.0,0.0,1.505
2025-10-04T21:36:30,0.0,0.0,1.734,-1.0,0.0,1.734,-1.0,0.0,1.972,-1.0,0.0,1.699
2025-10-05T07:59:00,17.6,1.6,7.468,17.6,1.6,7.468,17.0,2.0,8.848,15.4,1.5,4.436
2025-10-06T07:04:30,0.0,0.0,2.384,-1.0,0.0,2.384,-1.0,0.0,2.115,-1.0,0.0,1.681
2025-10-07T06:56:30,0.0,0.0,1.848,-1.0,0.0,1.848,-1.0,0.0,1.89,-1.0,0.0,1.87
2025-10-08T06:32:30,18.6,1.6,6.144,18.6,1.6,6.144,18.4,2.1,7.18,-1.0,0.0,1.719
2025-10-09T07:10:30,18.2,1.6,6.932,18.2,1.6,6.932,17.4,1.4,6.148,-1.0,0.0,1.919
2025-10-10T03:34:30,18.4,0.8,7.432,18.4,0.8,7.432,18.6,1.3,3.563,-1.0,0.0,1.275
2025-10-11T10:57:30,18.2,1.3,7.473,18.2,1.3,7.473,18.0,1.7,13.429,-1.0,0.0,1.417
2025-10-12T06:59:30,18.8,1.4,5.189,18.8,1.4,5.189,18.4,1.7,9.38,-1.0,0.0,1.753
2025-10-13T07:29:30,19.2,0.6,5.121,19.2,0.6,5.121,19.0,2.0,9.098,-1.0,0.0,1.524
2025-10-14T07:35:30,19.2,1.6,9.922,19.2,1.6,9.922,18.2,2.9,13.542,16.4,1.2,4.212
2025-10-15T04:16:30,18.6,1.7,11.487,-1.0,0.0,2.408,18.6,1.7,11.487,-1.0,0.0,1.486
2025-10-16T07:51:30,18.4,1.7,9.471,17.8,1.6,3.842,18.4,1.7,9.471,-1.0,0.0,1.731
2025-10-17T07:08:00,19.0,1.4,6.178,19.0,1.4,6.178,-1.0,0.0,2.319,-1.0,0.0,1.551
2025-10-19T10:30:30,19.2,1.3,7.051,19.2,1.3,7.051,18.0,1.9,6.331,-1.0,0.0,1.51
2025-10-20T07:15:30,18.8,1.5,6.105,18.8,1.5,6.105,18.4,1.7,6.288,-1.0,0.0,1.703
2025-10-21T08:10:30,19.4,1.4,7.619,19.4,1.4,7.619,-1.0,0.0,1.942,-1.0,0.0,1.728
2025-10-22T08:17:30,18.6,1.3,6.909,18.6,1.3,6.909,17.8,1.7,6.305,-1.0,0.0,1.624
2025-10-23T07:33:30,18.8,2.0,6.267,18.8,2.0,6.267,18.8,1.7,6.714,-1.0,0.0,1.495
2025-10-24T07:01:00,0.0,0.0,2.179,-1.0,0.0,2.179,-1.0,0.0,2.092,-1.0,0.0,1.733
2025-10-25T09:06:00,18.0,0.9,5.926,18.0,0.9,5.926,17.4,1.7,6.184,-1.0,0.0,1.479
2025-10-26T08:05:00,0.0,0.0,2.105,-1.0,0.0,2.105,-1.0,0.0,2.456,17.6,1.9,4.703
2025-10-27T06:59:00,18.4,1.3,6.625,18.4,1.3,6.625,19.0,1.7,7.119,-1.0,0.0,1.636
2025-10-28T07:33:00,20.4,1.6,5.073,20.4,1.6,5.073,-1.0,0.0,2.299,-1.0,0.0,1.559
2025-10-29T09:12:30,20.4,2.4,7.904,20.4,2.4,7.904,-1.0,0.0,2.323,-1.0,0.0,1.888
2025-10-30T07:15:30,18.6,1.3,7.744,18.6,1.3,7.744,18.2,2.4,5.4,-1.0,0.0,1.451
2025-10-31T06:19:30,19.4,1.7,7.403,19.4,1.7,7.403,-1.0,0.0,2.173,-1.0,0.0,1.93
