timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2024-08-01T04:34:00,18.4,1.5,7.087,-1.0,0.0,2.388,18.4,1.5,7.087,-1.0,0.0,2.105
2024-08-02T08:29:00,17.4,1.5,7.692,17.4,1.5,7.692,16.8,1.4,8.767,-1.0,0.0,1.409
2024-08-03T08:29:00,18.4,1.1,7.716,18.4,1.1,7.716,18.2,1.8,8.169,19.2,0.8,2.539
2024-08-04T07:21:30,18.4,1.1,8.22,18.4,1.1,8.22,18.0,1.4,6.871,13.4,5.3,3.828
2024-08-05T09:36:30,18.2,1.6,7.375,18.2,1.6,7.375,18.6,2.1,9.334,-1.0,0.0,2.113
2024-08-06T09:20:30,18.8,1.6,6.998,18.8,1.6,6.998,18.2,2.1,9.13,-1.0,0.0,1.652
2024-08-07T08:45:30,17.2,1.1,5.246,17.2,1.1,5.246,18.4,1.6,8.296,24.4,0.5,2.675
2024-08-08T09:27:30,18.8,1.3,6.056,18.8,1.3,6.056,19.0,1.4,9.8,-1.0,0.0,2.025
2024-08-09T09:44:00,18.6,1.1,9.186,18.6,1.1,9.186,18.2,1.7,10.422,-1.0,0.0,2.086
2024-08-13T08:40:30,19.4,1.9,7.894,19.4,1.9,7.894,18.6,1.2,8.499,19.2,4.3,7.004
2024-08-15T11:44:00,18.0,1.6,8.348,18.0,1.6,8.348,16.8,1.6,10.72,16.8,2.4,5.52
2024-08-16T05:01:00,18.0,1.7,10.356,18.0,1.7,10.356,18.2,2.0,11.627,25.2,0.4,2.768
2024-08-16T13:33:00,18.0,1.4,8.715,-1.0,0.0,0.0,18.0,1.4,8.715,-1.0,0.0,2.079
