timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-04-01T08:04:30,17.2,0.7,5.093,17.0,1.4,4.736,,,,16.8,1.5,3.47
2021-04-02T10:31:30,17.2,1.3,6.472,16.4,1.2,6.717,,,,13.2,0.6,3.014
2021-04-03T09:48:30,16.4,1.1,4.361,17.4,1.9,4.842,,,,-1.0,0.0,1.683
2021-04-04T10:26:30,16.8,1.0,7.867,17.0,1.5,7.443,,,,-1.0,0.0,1.542
2021-04-05T05:09:00,17.6,2.1,6.236,17.6,2.1,6.236,,,,-1.0,0.0,1.589
2021-04-06T09:37:00,17.8,0.6,4.372,17.6,1.4,6.905,,,,-1.0,0.0,1.857
2021-04-07T06:58:30,18.8,0.8,7.086,17.0,1.2,11.009,,,,-1.0,0.0,1.961
2021-04-08T07:39:30,17.6,1.5,7.216,17.2,1.6,10.531,,,,-1.0,0.0,1.97
2021-04-09T08:39:00,17.8,0.8,8.173,18.2,1.4,7.739,,,,-1.0,0.0,1.896
2021-04-10T10:11:00,16.8,1.4,7.607,17.0,1.5,9.937,,,,17.2,1.6,5.53
2021-04-12T09:03:30,17.8,1.6,7.384,17.4,1.2,7.29,,,,-1.0,0.0,2.079
2021-04-13T08:57:00,17.2,1.0,7.828,17.2,1.4,4.606,,,,-1.0,0.0,2.275
2021-04-14T08:39:00,18.0,1.5,7.776,17.8,1.3,4.196,,,,-1.0,0.0,1.823
2021-04-15T08:19:30,17.2,1.2,6.665,17.6,1.5,5.401,,,,-1.0,0.0,1.565
2021-04-16T08:15:00,16.8,0.9,5.651,-1.0,0.0,2.424,,,,-1.0,0.0,1.804
2021-04-16T18:26:00,0.0,0.0,1.855,-1.0,0.0,1.419,,,,-1.0,0.0,0.0
2021-04-17T10:52:00,17.0,0.9,2.872,-1.0,0.0,2.027,,,,-1.0,0.0,1.755
2021-04-18T09:28:30,17.2,1.4,3.722,-1.0,0.0,1.697,,,,-1.0,0.0,1.963
2021-04-19T09:10:30,18.0,1.2,4.136,18.0,1.2,4.136,,,,-1.0,0.0,1.852
2021-04-20T08:35:00,17.8,1.5,4.184,17.8,1.5,4.184,,,,-1.0,0.0,1.385
2021-04-21T09:10:00,0.0,0.0,1.976,-1.0,0.0,2.18,,,,10.8,2.2,5.315
2021-04-22T08:11:00,17.8,1.0,5.102,17.8,1.0,5.102,,,,-1.0,0.0,2.309
2021-04-23T07:48:30,17.2,0.9,4.104,17.4,1.9,3.386,,,,-1.0,0.0,2.055
2021-04-24T09:29:00,16.8,1.7,3.987,16.8,1.7,3.987,,,,-1.0,0.0,1.966
2021-04-25T10:00:30,18.4,0.8,5.025,18.2,1.4,5.03,,,,-1.0,0.0,1.874
2021-04-26T08:29:00,17.4,0.8,9.632,17.4,1.5,7.306,,,,16.4,2.5,6.375
2021-04-27T08:53:30,17.4,1.0,9.188,17.8,1.4,7.64,,,,-1.0,0.0,1.977
2021-04-28T07:50:30,17.4,1.7,7.952,17.2,1.1,6.969,,,,17.2,0.5,2.555
2021-04-29T08:23:30,17.2,1.5,5.979,16.6,1.6,8.058,,,,-1.0,0.0,1.92
2021-04-30T08:30:00,17.6,1.4,9.604,17.4,1.2,9.192,,,,-1.0,0.0,1.798
