timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-06-01T06:57:30,19.4,1.0,4.468,19.4,1.0,4.468,19.0,1.8,12.422,21.0,0.4,2.79
2023-06-04T10:37:00,18.4,2.1,11.283,-1.0,0.0,2.391,18.4,2.1,11.283,9.2,0.8,3.004
2023-06-05T09:18:30,19.4,1.4,5.701,19.4,1.4,5.701,-1.0,0.0,2.066,-1.0,0.0,1.987
2023-06-06T07:25:30,19.0,2.1,8.843,-1.0,0.0,1.391,19.0,2.1,8.843,-1.0,0.0,1.449
2023-06-07T06:21:30,19.2,1.5,10.265,-1.0,0.0,1.935,19.2,1.5,10.265,-1.0,0.0,2.448
2023-06-08T07:11:30,18.8,2.2,10.933,18.0,0.7,3.603,18.8,2.2,10.933,21.2,0.6,4.34
2023-06-09T10:18:30,18.6,1.6,9.202,18.6,1.6,9.202,18.4,1.4,8.03,-1.0,0.0,1.99
2023-06-10T09:22:30,19.8,1.0,6.958,19.8,1.0,6.958,19.4,2.1,10.065,-1.0,0.0,2.099
2023-06-11T05:57:30,19.6,1.4,7.923,-1.0,0.0,1.668,19.6,1.4,7.923,-1.0,0.0,1.503
2023-06-11T09:15:30,19.6,1.6,9.186,19.6,1.6,9.186,17.8,2.0,7.945,9.4,1.3,2.898
2023-06-12T08:43:30,19.2,2.0,10.726,-1.0,0.0,2.271,19.2,2.0,10.726,18.6,4.5,5.22
2023-06-13T06:16:00,19.4,1.7,7.513,-1.0,0.0,2.438,19.4,1.7,7.513,11.2,1.4,2.619
2023-06-14T08:33:30,17.4,2.2,7.971,17.4,2.2,7.971,18.4,1.1,6.264,21.2,0.9,2.578
2023-06-15T07:02:30,19.2,1.1,4.315,19.2,1.1,4.315,19.6,1.8,8.497,10.4,0.8,2.904
2023-06-16T06:52:00,18.4,2.2,7.538,-1.0,0.0,1.674,18.4,2.2,7.538,22.0,0.5,3.665
2023-06-17T09:49:00,18.8,1.4,5.826,17.8,0.7,3.702,18.8,1.4,5.826,8.8,1.2,2.918
2023-06-18T08:48:00,19.6,1.6,8.835,19.6,1.6,8.835,17.8,1.4,4.123,10.4,0.6,3.359
2023-06-19T07:53:00,18.8,1.5,6.123,18.8,1.5,6.123,19.0,1.6,7.532,11.2,1.8,2.557
2023-06-20T07:32:30,19.6,1.6,7.787,19.6,1.6,7.787,19.0,1.7,10.404,-1.0,0.0,2.372
2023-06-21T07:10:00,18.2,1.6,3.536,-1.0,0.0,2.267,18.2,1.6,3.536,10.8,1.0,2.893
2023-06-22T07:11:30,19.0,2.3,7.307,19.2,0.6,3.463,19.0,2.3,7.307,11.4,2.9,3.45
2023-06-23T07:02:30,19.4,1.4,5.735,19.4,1.4,5.735,19.4,2.4,5.402,10.8,2.5,3.002
2023-06-24T07:12:00,19.6,2.0,6.296,-1.0,0.0,2.324,19.6,2.0,6.296,11.2,1.7,4.187
2023-06-25T08:16:30,19.2,2.6,8.613,-1.0,0.0,1.641,19.2,2.6,8.613,22.0,0.6,3.038
2023-06-26T07:03:30,18.0,1.7,7.332,18.0,1.7,7.332,18.4,1.9,10.321,18.8,1.1,3.504
2023-06-27T06:28:30,19.0,1.5,5.282,19.0,1.5,5.282,19.4,1.6,11.809,-1.0,0.0,2.478
2023-06-28T07:49:00,18.2,0.9,5.966,18.2,0.9,5.966,18.6,1.8,7.152,22.8,0.4,3.352
2023-06-29T07:39:30,18.6,2.2,8.472,-1.0,0.0,1.678,18.6,2.2,8.472,21.0,0.5,2.937
2023-06-30T07:39:30,19.4,1.3,9.67,19.4,1.3,9.67,-1.0,0.0,2.236,-1.0,0.0,1.262
