timestamp,bucket_values
2024-01-02T01:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.062, 0.46, 0.431, 0.037, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-02T12:17:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.01, 0.048, 0.465, 0.434, 0.036, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-03T13:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.01, 0.12, 0.695, 0.169, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-05T07:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.016, 0.154, 0.372, 0.388, 0.06, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-06T08:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.056, 0.45, 0.414, 0.07, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-07T07:53:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.011, 0.297, 0.564, 0.122, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-08T07:57:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.068, 0.342, 0.479, 0.098, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-09T07:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.012, 0.129, 0.46, 0.281, 0.099, 0.015, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-10T06:58:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.093, 0.326, 0.422, 0.14, 0.012, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-11T05:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.022, 0.162, 0.607, 0.194, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-12T08:09:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.182, 0.701, 0.107, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-12T19:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-13T08:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.011, 0.103, 0.444, 0.364, 0.074, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-14T08:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.025, 0.334, 0.548, 0.085, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-15T08:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.006, 0.074, 0.305, 0.461, 0.135, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-16T09:50:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.022, 0.345, 0.368, 0.186, 0.063, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-17T08:20:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.015, 0.233, 0.479, 0.216, 0.042, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-18T08:57:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.007, 0.024, 0.122, 0.402, 0.352, 0.079, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-19T09:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.008, 0.05, 0.282, 0.446, 0.187, 0.022, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-20T07:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.007, 0.058, 0.344, 0.394, 0.158, 0.031, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-21T09:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.044, 0.248, 0.414, 0.24, 0.043, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-22T09:24:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.006, 0.044, 0.293, 0.496, 0.143, 0.014, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-23T09:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.008, 0.065, 0.382, 0.411, 0.116, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-24T10:03:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.071, 0.486, 0.381, 0.051, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-25T09:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.162, 0.404, 0.292, 0.119, 0.012, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-26T08:29:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.015, 0.161, 0.463, 0.291, 0.056, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-27T10:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007, 0.038, 0.294, 0.421, 0.213, 0.024, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-01-28T09:20:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.017, 0.18, 0.655, 0.136, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
