timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-06-01T08:18:30,18.0,0.7,5.676,16.6,0.8,7.261,,,,-1.0,0.0,2.231
2021-06-02T08:13:30,16.0,1.1,7.14,17.0,1.5,9.262,,,,-1.0,0.0,2.059
2021-06-03T10:13:00,16.8,0.9,5.624,17.0,1.6,7.546,,,,-1.0,0.0,1.575
2021-06-04T08:33:30,16.2,0.9,7.777,16.8,1.2,7.416,,,,-1.0,0.0,1.746
2021-06-05T11:49:00,18.6,1.2,7.354,18.6,1.6,4.616,,,,-1.0,0.0,1.718
2021-06-07T07:51:30,18.8,0.9,6.59,-1.0,0.0,1.982,,,,-1.0,0.0,1.295
2021-06-08T09:21:30,17.4,1.4,4.846,17.0,1.7,5.264,,,,-1.0,0.0,1.49
2021-06-09T07:31:30,17.2,1.5,6.797,17.8,1.1,6.528,,,,-1.0,0.0,1.217
2021-06-10T07:53:30,17.4,1.1,7.212,17.2,1.4,5.258,,,,-1.0,0.0,1.797
2021-06-11T09:49:30,18.6,0.9,5.645,-1.0,0.0,1.964,,,,-1.0,0.0,1.4
2021-06-12T08:03:30,18.8,1.6,5.449,17.8,1.1,5.625,,,,-1.0,0.0,1.51
2021-06-13T08:46:30,18.8,1.1,5.937,17.4,1.9,4.268,,,,-1.0,0.0,2.015
2021-06-14T07:20:00,19.4,1.4,5.485,17.8,1.1,4.77,,,,17.6,1.4,3.802
2021-06-15T08:46:30,17.0,1.1,9.642,17.4,1.4,4.551,,,,-1.0,0.0,1.902
2021-06-16T07:49:00,19.0,1.3,4.149,29.8,0.2,2.688,,,,-1.0,0.0,1.487
2021-06-17T06:39:00,17.4,0.8,6.175,17.4,0.8,6.175,,,,-1.0,0.0,1.761
2021-06-18T08:08:00,19.0,1.5,5.912,19.0,1.5,5.912,,,,-1.0,0.0,1.62
2021-06-19T09:06:00,18.6,0.8,4.457,17.2,1.2,5.968,,,,-1.0,0.0,2.102
2021-06-21T08:43:30,18.8,0.9,4.18,18.8,0.9,4.18,,,,-1.0,0.0,1.903
2021-06-23T07:42:30,18.6,1.5,7.73,18.0,2.2,7.525,,,,-1.0,0.0,2.056
2021-06-24T07:57:30,17.6,2.0,7.66,17.6,2.0,7.66,,,,-1.0,0.0,1.547
2021-06-25T07:37:30,19.6,0.8,4.523,17.8,1.6,10.64,,,,-1.0,0.0,2.135
2021-06-26T11:40:00,16.8,1.1,5.375,-1.0,0.0,2.353,,,,-1.0,0.0,1.651
2021-06-27T10:22:30,17.8,1.0,7.474,17.2,1.3,8.963,,,,-1.0,0.0,1.038
2021-06-29T08:59:30,17.0,1.4,5.585,17.2,1.5,9.219,,,,11.8,1.4,3.073
2021-06-30T08:59:30,17.4,0.8,5.592,17.6,1.6,7.238,,,,8.4,0.5,3.09
