timestamp,rmssd,coverage,low_frequency,high_frequency
2024-01-26T00:00:00,11.53,1.0,96.86,25.65
2024-01-26T00:05:00,12.232,0.987,154.07,36.469
2024-01-26T00:10:00,12.144,1.004,148.458,33.501
2024-01-26T00:15:00,14.477,0.978,139.346,53.964
2024-01-26T00:20:00,13.911,0.994,362.107,43.293
2024-01-26T00:25:00,12.392,1.002,139.755,35.19
2024-01-26T00:30:00,10.954,1.003,208.644,29.918
2024-01-26T00:35:00,11.079,0.989,114.592,27.6
2024-01-26T00:40:00,11.815,0.942,608.653,34.471
2024-01-26T00:45:00,12.117,0.972,134.313,34.034
2024-01-26T00:50:00,11.524,0.976,117.26,33.338
2024-01-26T00:55:00,11.884,0.949,447.038,25.694
2024-01-26T01:00:00,11.757,1.003,243.712,31.363
2024-01-26T01:05:00,12.713,0.936,303.695,26.667
2024-01-26T01:10:00,10.618,1.002,74.217,20.732
2024-01-26T01:15:00,11.447,0.948,178.861,20.704
2024-01-26T01:20:00,9.884,0.973,150.542,17.667
2024-01-26T01:25:00,8.593,0.897,125.211,9.283
2024-01-26T01:30:00,8.737,0.958,134.444,11.757
2024-01-26T01:35:00,9.991,0.969,289.412,14.281
2024-01-26T01:40:00,10.1,0.909,459.634,15.515
2024-01-26T01:45:00,10.028,0.93,129.717,22.396
2024-01-26T01:50:00,11.568,0.954,127.67,20.097
2024-01-26T01:55:00,12.023,0.974,325.228,23.203
2024-01-26T02:00:00,13.061,0.969,408.82,34.076
2024-01-26T02:05:00,13.518,0.974,81.542,31.212
2024-01-26T02:10:00,12.687,1.005,121.093,27.732
2024-01-26T02:15:00,13.468,0.989,134.325,30.071
2024-01-26T02:20:00,13.477,0.989,105.069,49.934
2024-01-26T02:25:00,12.609,1.003,69.583,32.681
2024-01-26T02:30:00,14.332,0.996,206.567,36.061
2024-01-26T02:35:00,12.054,1.003,143.841,35.067
2024-01-26T02:40:00,14.024,1.002,158.905,44.84
2024-01-26T02:45:00,10.07,1.003,178.912,23.738
2024-01-26T02:50:00,11.091,0.931,207.599,21.321
2024-01-26T02:55:00,9.644,0.925,144.499,11.104
2024-01-26T03:00:00,9.636,0.982,126.149,19.909
2024-01-26T03:05:00,12.855,0.95,256.157,33.821
