timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2024-03-01T07:02:00,12.6,0.6,4.496,12.6,0.6,4.496,18.4,1.4,7.569,-1.0,0.0,1.761
2024-03-02T08:45:00,17.6,2.0,13.956,17.6,2.0,13.956,17.2,2.2,9.289,-1.0,0.0,1.746
2024-03-03T07:44:30,17.6,1.9,7.816,17.6,1.9,7.816,19.0,2.4,11.836,-1.0,0.0,1.685
2024-03-04T09:28:30,18.2,1.2,5.064,18.2,1.2,5.064,18.0,2.4,19.295,9.6,0.7,3.345
2024-03-05T05:35:30,18.6,1.1,7.761,18.6,1.1,7.761,19.0,1.9,10.383,-1.0,0.0,1.745
2024-03-06T04:42:30,18.8,1.3,7.944,18.8,1.3,7.944,18.4,1.9,9.082,-1.0,0.0,1.558
2024-03-07T07:13:30,18.6,1.2,8.289,18.6,1.2,8.289,18.6,1.8,9.808,-1.0,0.0,2.067
2024-03-08T06:37:30,17.8,1.5,12.35,17.8,1.5,12.35,18.4,1.0,6.339,-1.0,0.0,1.417
2024-03-10T06:53:00,17.4,1.1,8.425,17.4,1.1,8.425,17.6,1.7,15.067,-1.0,0.0,2.158
2024-03-11T07:31:00,18.0,1.1,5.079,18.0,1.1,5.079,18.8,2.0,11.522,-1.0,0.0,2.01
2024-03-13T07:17:30,18.0,1.4,6.271,18.0,1.4,6.271,18.4,2.5,14.857,22.8,0.5,4.056
2024-03-14T07:14:30,18.2,1.9,10.406,-1.0,0.0,0.0,18.2,1.9,10.406,-1.0,0.0,1.819
2024-03-15T07:04:00,19.2,0.9,5.623,19.2,0.9,5.623,18.4,2.0,12.094,16.4,4.8,7.01
2024-03-16T05:25:00,18.4,1.1,6.916,18.4,1.1,6.916,18.2,1.8,13.712,-1.0,0.0,1.83
2024-03-17T07:50:30,18.2,1.5,8.2,18.2,1.5,8.2,18.0,1.6,10.062,26.8,0.3,4.464
2024-03-18T06:40:30,18.8,0.8,7.044,18.8,0.8,7.044,19.0,1.7,7.274,20.8,0.5,3.172
2024-03-18T08:48:30,18.8,1.0,7.2,18.8,1.0,7.2,19.2,1.6,6.606,-1.0,0.0,1.958
2024-03-18T17:28:00,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.738,-1.0,0.0,2.008
2024-03-19T07:44:00,18.6,1.5,10.654,18.6,1.5,10.654,19.0,2.0,11.769,-1.0,0.0,1.393
2024-03-20T06:45:00,18.2,2.2,9.537,18.2,2.2,9.537,17.8,2.1,12.269,10.4,1.3,3.554
2024-03-21T07:02:00,18.8,0.8,4.524,18.8,0.8,4.524,18.0,1.7,9.387,-1.0,0.0,0.948
2024-03-22T06:29:00,19.0,1.1,5.63,19.0,1.1,5.63,18.8,1.7,9.111,-1.0,0.0,1.834
2024-03-23T08:02:00,18.4,1.1,8.901,18.4,1.1,8.901,18.0,1.7,12.209,-1.0,0.0,2.363
2024-03-24T06:42:30,18.6,1.7,5.98,18.6,1.7,5.98,18.0,1.8,10.43,-1.0,0.0,1.589
2024-03-25T04:53:30,18.6,1.0,7.142,18.6,1.0,7.142,18.8,1.6,10.443,-1.0,0.0,1.703
2024-03-26T08:43:30,17.6,0.8,5.185,17.6,0.8,5.185,17.2,1.6,11.724,-1.0,0.0,1.461
2024-03-27T02:34:30,17.6,1.0,8.477,17.6,1.0,8.477,18.4,1.9,8.428,-1.0,0.0,1.433
2024-03-27T21:09:30,18.8,1.8,10.393,-1.0,0.0,1.83,18.8,1.8,10.393,-1.0,0.0,2.328
2024-03-28T04:15:30,19.6,0.9,5.088,19.6,0.9,5.088,-1.0,0.0,2.289,-1.0,0.0,2.023
