timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-02-04T08:01:30,18.6,1.3,5.698,18.4,1.8,4.895,,,,-1.0,0.0,2.106
2021-02-05T08:20:00,17.0,1.3,5.145,17.8,1.2,6.684,,,,18.6,2.3,9.219
2021-02-06T10:59:00,17.0,0.7,5.333,17.8,1.5,6.716,,,,18.0,0.6,3.133
2021-02-07T10:51:30,18.2,0.7,4.194,18.0,2.0,7.112,,,,-1.0,0.0,2.47
2021-02-08T07:29:00,18.2,1.0,7.195,17.6,1.3,7.214,,,,-1.0,0.0,1.484
2021-02-09T09:21:00,17.6,1.1,7.715,17.4,1.3,9.219,,,,17.2,2.0,5.625
2021-02-10T09:28:30,17.6,0.9,11.842,17.4,1.6,7.799,,,,-1.0,0.0,1.635
2021-02-11T09:06:00,17.8,0.8,7.356,17.4,1.3,8.6,,,,19.6,0.9,2.892
2021-02-12T08:20:30,18.2,1.4,8.674,18.0,1.9,12.95,,,,-1.0,0.0,1.707
2021-02-13T09:12:30,17.2,1.1,6.651,17.4,1.5,9.825,,,,9.6,0.5,4.794
2021-02-14T11:01:00,17.4,1.2,8.485,17.2,2.1,12.06,,,,-1.0,0.0,1.297
2021-02-15T07:58:30,17.8,1.8,6.547,17.8,1.5,9.782,,,,-1.0,0.0,1.855
2021-02-16T09:00:00,18.0,0.8,8.833,17.4,1.4,10.032,,,,-1.0,0.0,2.216
2021-02-17T06:46:00,19.4,1.6,6.976,18.0,1.5,5.547,,,,-1.0,0.0,1.306
2021-02-19T08:34:30,16.6,2.1,4.479,17.0,2.0,9.478,,,,15.8,0.7,4.237
2021-02-20T08:52:30,17.0,1.3,7.489,17.2,1.7,8.502,,,,-1.0,0.0,1.913
2021-02-21T07:31:30,17.4,0.7,10.508,17.6,2.0,9.333,,,,-1.0,0.0,1.161
2021-02-22T06:15:30,17.2,1.5,6.217,18.4,1.6,6.19,,,,-1.0,0.0,1.776
2021-02-23T07:30:00,19.4,1.1,4.404,18.8,1.8,5.418,,,,-1.0,0.0,1.654
2021-02-24T07:50:00,19.2,1.1,7.759,-1.0,0.0,2.242,,,,-1.0,0.0,1.677
2021-02-25T07:57:30,18.2,1.3,6.977,17.4,1.1,5.053,,,,-1.0,0.0,2.07
2021-02-26T08:02:30,17.0,1.3,5.874,16.0,1.7,6.248,,,,-1.0,0.0,1.461
2021-02-27T08:52:30,17.8,1.1,9.281,16.6,1.3,11.444,,,,-1.0,0.0,1.838
2021-02-28T11:36:30,19.0,1.3,8.039,-1.0,0.0,2.335,,,,-1.0,0.0,1.356
