timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-11-01T06:27:00,18.0,1.4,4.945,18.0,1.4,4.945,17.6,1.6,5.525,-1.0,0.0,1.843
2023-11-02T06:04:30,17.8,0.8,6.315,17.8,0.8,6.315,18.2,1.6,7.618,-1.0,0.0,1.501
2023-11-03T05:37:30,18.0,1.1,7.808,18.0,1.1,7.808,17.8,1.6,12.131,-1.0,0.0,2.354
2023-11-04T06:31:00,18.4,1.6,8.495,18.4,1.6,8.495,17.8,1.5,10.892,-1.0,0.0,2.174
2023-11-05T07:47:30,18.4,1.7,7.186,18.4,1.7,7.186,18.0,1.9,6.14,-1.0,0.0,1.765
2023-11-06T07:06:30,19.6,1.5,7.836,19.6,1.5,7.836,-1.0,0.0,1.605,-1.0,0.0,1.662
2023-11-07T07:03:30,18.4,1.5,8.256,18.4,1.5,8.256,18.4,2.2,13.469,21.8,0.8,5.716
2023-11-08T07:03:30,18.8,1.4,5.683,18.8,1.4,5.683,17.8,1.8,8.545,-1.0,0.0,2.009
2023-11-09T07:01:30,18.0,1.4,6.078,18.0,1.4,6.078,16.8,1.8,9.097,11.4,1.1,2.94
2023-11-10T06:45:30,18.0,2.4,8.265,18.0,2.4,8.265,16.6,1.7,11.73,-1.0,0.0,1.945
2023-11-11T06:17:00,18.4,1.8,9.231,18.4,1.8,9.231,17.8,1.7,11.064,14.6,1.8,4.426
2023-11-11T10:20:00,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
2023-11-12T06:24:00,18.6,0.6,6.902,18.6,0.6,6.902,18.8,1.6,10.008,-1.0,0.0,1.585
2023-11-13T06:20:30,18.6,1.9,9.018,18.6,1.9,9.018,17.6,2.1,13.225,-1.0,0.0,1.409
2023-11-14T06:21:30,17.8,1.6,9.129,17.8,1.6,9.129,17.2,1.9,10.677,-1.0,0.0,1.747
2023-11-15T07:13:30,17.0,1.5,11.261,17.0,1.5,11.261,16.8,2.1,14.387,-1.0,0.0,2.262
2023-11-16T07:29:00,18.6,1.5,9.748,18.6,1.5,9.748,18.4,2.0,14.185,-1.0,0.0,1.651
2023-11-17T07:19:30,18.6,1.1,5.048,18.6,1.1,5.048,18.0,1.8,7.901,-1.0,0.0,1.67
2023-11-18T07:05:30,0.0,0.0,2.356,-1.0,0.0,2.356,-1.0,0.0,2.055,-1.0,0.0,1.556
2023-11-19T06:17:30,18.4,1.8,6.215,-1.0,0.0,2.344,18.4,1.8,6.215,-1.0,0.0,1.919
2023-11-20T05:52:00,18.2,1.6,10.248,18.2,1.6,10.248,18.0,2.0,8.378,10.2,0.6,2.853
2023-11-21T07:13:00,18.0,1.3,8.072,-1.0,0.0,2.285,18.0,1.3,8.072,-1.0,0.0,1.364
2023-11-22T07:08:30,16.8,1.7,7.556,16.8,1.7,7.556,17.0,1.8,15.794,16.4,1.9,5.039
2023-11-23T00:26:30,17.4,0.9,11.162,17.4,0.9,11.162,17.6,2.0,12.081,-1.0,0.0,1.521
2023-11-23T09:12:00,17.8,1.6,8.878,17.8,1.6,8.878,17.2,2.3,8.442,-1.0,0.0,1.924
2023-11-24T03:03:30,19.4,1.4,7.0,19.4,1.4,7.0,18.2,1.5,9.291,25.4,0.7,2.608
2023-11-24T09:23:00,17.4,1.0,4.005,17.4,1.0,4.005,18.2,1.8,7.78,-1.0,0.0,1.661
2023-11-25T06:06:30,18.2,0.9,5.916,18.2,0.9,5.916,17.6,1.5,5.512,-1.0,0.0,1.834
2023-11-26T02:50:00,17.2,1.2,10.384,17.2,1.2,10.384,17.0,1.4,10.888,15.4,1.1,4.394
2023-11-27T02:56:30,18.4,1.8,10.711,18.4,1.8,10.711,17.2,2.3,10.414,-1.0,0.0,1.671
2023-11-27T05:32:00,18.0,2.1,10.661,18.0,2.1,10.661,17.4,2.2,13.924,-1.0,0.0,1.71
2023-11-28T06:22:00,17.8,1.3,5.852,17.8,1.3,5.852,18.4,2.2,9.602,11.6,1.5,3.649
2023-11-29T08:26:30,18.2,1.3,6.923,18.2,1.3,6.923,18.8,1.7,10.963,-1.0,0.0,1.743
2023-11-30T06:49:00,18.2,1.8,4.872,18.2,1.8,4.872,18.2,1.7,10.574,-1.0,0.0,2.253
