timestamp,rmssd,coverage,low_frequency,high_frequency
2022-10-17T00:00:00,13.802,0.997,292.652,24.75
2022-10-17T00:05:00,12.276,0.938,303.226,22.942
2022-10-17T00:10:00,14.189,1.003,404.807,33.857
2022-10-17T00:15:00,14.83,0.996,384.198,39.411
2022-10-17T00:20:00,15.597,0.93,313.5,35.416
2022-10-17T00:25:00,16.467,1.004,701.706,48.776
2022-10-17T00:30:00,23.827,0.999,632.114,84.825
2022-10-17T00:35:00,25.984,0.983,713.734,94.321
2022-10-17T00:40:00,22.541,1.003,1285.844,68.237
2022-10-17T00:45:00,24.896,1.002,1106.449,111.126
2022-10-17T00:50:00,21.448,0.931,1073.221,29.313
2022-10-17T00:55:00,17.693,1.004,650.881,50.359
2022-10-17T01:00:00,15.416,0.96,492.948,24.212
2022-10-17T01:05:00,19.684,0.928,548.656,26.971
2022-10-17T01:10:00,17.041,1.005,244.138,65.775
2022-10-17T01:15:00,20.265,0.999,425.43,94.633
2022-10-17T01:20:00,18.396,0.986,303.572,52.127
2022-10-17T01:25:00,18.837,1.003,383.442,66.647
2022-10-17T01:30:00,21.305,0.999,248.725,80.161
2022-10-17T01:35:00,20.536,0.997,356.303,89.635
2022-10-17T01:40:00,22.668,1.004,315.697,110.53
2022-10-17T01:45:00,21.138,0.939,1365.675,78.446
2022-10-17T01:50:00,20.236,0.935,1215.643,66.51
2022-10-17T01:55:00,22.662,0.952,1095.954,70.97
2022-10-17T02:00:00,19.636,0.998,650.169,64.876
2022-10-17T02:05:00,20.63,0.968,563.417,68.422
2022-10-17T02:10:00,23.524,0.961,424.051,60.591
2022-10-17T02:15:00,11.675,1.001,536.993,16.128
2022-10-17T02:20:00,11.968,0.996,519.245,7.643
2022-10-17T02:25:00,17.392,0.977,2064.343,24.293
2022-10-17T02:30:00,16.706,0.962,828.82,20.342
2022-10-17T02:35:00,19.064,0.877,1287.267,30.896
2022-10-17T02:40:00,13.342,0.972,760.543,15.666
2022-10-17T02:45:00,10.341,0.969,397.031,13.18
2022-10-17T02:50:00,13.401,0.98,542.477,24.7
2022-10-17T02:55:00,16.356,0.976,1309.166,45.227
2022-10-17T03:00:00,20.405,0.968,488.194,52.969
2022-10-17T03:05:00,15.58,0.952,838.764,17.582
2022-10-17T03:10:00,12.05,1.001,386.2,21.649
2022-10-17T03:15:00,14.237,1.005,390.983,19.771
2022-10-17T03:20:00,18.605,0.926,908.359,26.939
2022-10-17T03:25:00,24.581,0.947,175.371,92.735
2022-10-17T03:30:00,23.757,1.002,256.007,101.716
2022-10-17T03:35:00,22.652,0.994,207.476,97.361
2022-10-17T03:40:00,21.634,1.004,216.181,88.454
2022-10-17T03:45:00,18.949,0.999,160.986,67.766
2022-10-17T03:50:00,21.085,0.997,166.653,73.654
2022-10-17T03:55:00,21.459,1.003,147.852,87.397
2022-10-17T04:00:00,22.834,0.999,304.826,102.528
