timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-04-01T08:14:30,16.6,0.9,7.219,16.6,0.9,7.219,16.8,2.0,12.759,-1.0,0.0,1.879
2023-04-02T10:32:00,16.8,1.7,10.051,16.8,1.7,10.051,17.6,2.0,15.449,-1.0,0.0,1.919
2023-04-04T07:33:00,17.2,0.9,6.061,17.2,0.9,6.061,17.8,2.1,6.324,-1.0,0.0,1.621
2023-04-05T07:49:00,17.8,0.9,6.706,17.8,0.9,6.706,17.2,2.2,12.098,-1.0,0.0,1.821
2023-04-06T07:47:30,19.4,1.6,7.434,19.4,1.6,7.434,-1.0,0.0,2.456,-1.0,0.0,1.784
2023-04-07T08:55:30,18.8,1.4,6.906,18.8,1.4,6.906,18.4,2.5,8.958,-1.0,0.0,2.053
2023-04-08T07:27:30,19.2,1.0,5.398,19.2,1.0,5.398,18.2,1.5,11.225,-1.0,0.0,2.176
2023-04-09T07:56:30,17.2,1.2,8.619,17.2,1.2,8.619,17.2,1.9,9.269,10.4,2.0,3.211
2023-04-10T07:24:30,17.4,1.1,8.335,17.4,1.1,8.335,17.8,1.9,9.229,-1.0,0.0,1.973
2023-04-11T07:22:30,18.4,1.1,10.307,18.4,1.1,10.307,18.0,2.2,10.504,19.6,0.5,3.469
2023-04-12T08:37:30,17.0,1.7,7.106,17.0,1.7,7.106,17.8,1.9,8.203,-1.0,0.0,2.223
2023-04-13T08:21:00,17.8,1.4,6.833,17.8,1.4,6.833,18.2,2.0,10.438,-1.0,0.0,1.962
2023-04-14T07:13:30,18.4,1.3,6.295,18.4,1.3,6.295,18.2,1.9,11.797,-1.0,0.0,1.498
2023-04-15T07:37:30,18.0,1.3,8.958,18.0,1.3,8.958,17.6,1.9,11.262,-1.0,0.0,2.302
2023-04-16T08:21:00,17.8,1.2,7.147,17.8,1.2,7.147,17.8,2.1,14.783,-1.0,0.0,1.761
2023-04-18T07:24:00,16.2,1.5,9.242,16.2,1.5,9.242,16.8,2.5,18.604,-1.0,0.0,2.324
2023-04-19T06:43:30,16.8,1.2,6.191,16.8,1.2,6.191,18.2,2.0,12.853,-1.0,0.0,2.413
2023-04-20T07:12:00,17.0,1.6,7.722,17.0,1.6,7.722,17.2,1.6,11.954,13.8,2.6,5.197
2023-04-21T02:34:00,18.4,1.5,8.769,18.4,1.5,8.769,18.4,2.1,12.836,-1.0,0.0,2.321
2023-04-22T06:40:30,16.8,1.7,8.916,16.8,1.7,8.916,17.2,1.9,14.132,21.0,0.5,4.058
2023-04-23T06:16:30,18.2,1.4,10.542,21.8,0.8,2.553,18.2,1.4,10.542,-1.0,0.0,2.396
2023-04-24T07:00:30,17.6,1.0,6.53,17.6,1.0,6.53,17.8,1.7,12.431,22.4,0.7,3.314
2023-04-26T07:23:00,18.6,1.5,4.176,18.6,1.5,4.176,17.4,1.7,7.027,-1.0,0.0,1.419
2023-04-27T07:00:30,17.6,1.5,14.757,17.6,1.5,14.757,17.4,2.0,12.902,-1.0,0.0,2.329
2023-04-28T07:14:30,17.6,1.4,9.949,17.6,1.4,9.949,18.0,1.6,11.84,-1.0,0.0,2.175
2023-04-29T08:16:30,17.2,1.2,10.246,17.2,1.2,10.246,17.6,1.5,10.978,-1.0,0.0,2.24
2023-04-30T07:04:30,17.2,2.1,8.589,16.6,1.0,3.974,17.2,2.1,8.589,10.6,0.5,2.597
