timestamp,rmssd,coverage,low_frequency,high_frequency
2022-04-24T01:10:00,11.961,0.947,229.293,20.871
2022-04-24T01:15:00,12.972,0.882,306.377,24.099
2022-04-24T01:20:00,11.555,0.989,258.175,19.576
2022-04-24T01:25:00,12.525,1.004,356.282,25.633
2022-04-24T01:30:00,12.185,1.002,448.487,25.851
2022-04-24T01:35:00,14.788,1.001,680.152,50.044
2022-04-24T01:40:00,16.082,0.912,921.261,30.485
2022-04-24T01:45:00,11.429,1.001,602.265,19.15
2022-04-24T01:50:00,10.149,1.004,472.925,16.923
2022-04-24T01:55:00,9.491,1.002,296.912,14.791
2022-04-24T02:00:00,8.996,1.003,156.912,11.625
2022-04-24T02:05:00,9.819,1.002,369.975,13.302
2022-04-24T02:10:00,11.866,0.916,692.294,26.885
2022-04-24T02:15:00,13.583,0.967,639.501,26.115
2022-04-24T02:20:00,11.874,0.972,472.635,19.76
2022-04-24T02:25:00,10.905,1.004,410.603,20.821
2022-04-24T02:30:00,10.253,1.002,198.4,16.579
2022-04-24T02:35:00,11.733,1.002,622.218,20.325
2022-04-24T02:40:00,14.07,0.924,524.772,46.044
2022-04-24T02:45:00,13.807,0.998,478.298,38.563
2022-04-24T02:50:00,13.768,1.003,311.649,41.936
2022-04-24T02:55:00,13.263,0.993,295.975,39.804
2022-04-24T03:00:00,11.095,0.964,163.673,28.746
2022-04-24T03:05:00,10.347,0.927,513.059,16.715
2022-04-24T03:10:00,11.445,0.865,281.87,15.689
2022-04-24T03:15:00,11.654,0.946,291.106,18.485
2022-04-24T03:20:00,10.721,0.943,425.779,8.605
2022-04-24T03:25:00,11.941,0.882,209.031,18.635
2022-04-24T03:30:00,12.103,0.978,488.208,20.413
2022-04-24T03:35:00,13.952,0.97,323.172,24.088
2022-04-24T03:40:00,13.406,0.962,246.063,30.562
2022-04-24T03:45:00,16.308,1.002,412.5,57.675
2022-04-24T03:50:00,15.602,1.004,284.185,64.636
2022-04-24T03:55:00,14.479,1.003,317.869,41.302
2022-04-24T04:00:00,12.172,1.003,162.206,45.799
2022-04-24T04:05:00,13.803,1.002,337.897,42.177
2022-04-24T04:10:00,15.073,1.005,458.616,55.256
2022-04-24T04:15:00,16.983,0.951,1153.667,41.511
2022-04-24T04:20:00,15.278,0.903,446.726,35.61
2022-04-24T04:25:00,14.683,1.002,454.497,25.317
2022-04-24T04:30:00,11.725,1.004,483.025,27.698
2022-04-24T04:35:00,11.619,1.001,297.108,20.478
2022-04-24T04:40:00,13.19,1.005,342.563,21.716
2022-04-24T04:45:00,12.333,1.002,400.77,30.401
2022-04-24T04:50:00,13.233,1.003,601.89,31.585
2022-04-24T04:55:00,16.042,0.969,505.671,21.046
2022-04-24T05:00:00,12.162,1.005,777.202,21.672
2022-04-24T05:05:00,14.396,0.989,1552.006,37.797
2022-04-24T05:10:00,15.851,0.96,474.426,17.655
2022-04-24T05:15:00,13.435,1.004,232.48,28.914
2022-04-24T05:20:00,18.636,0.907,332.23,31.734
2022-04-24T05:25:00,16.411,0.876,552.956,29.779
2022-04-24T05:30:00,18.813,1.004,226.733,41.858
2022-04-24T05:35:00,20.751,0.964,1375.388,75.612
2022-04-24T05:40:00,20.878,0.964,574.548,59.19
2022-04-24T05:45:00,18.788,0.961,883.99,41.565
2022-04-24T05:50:00,14.067,1.001,467.322,29.979
2022-04-24T05:55:00,14.072,1.002,539.003,20.547
2022-04-24T06:00:00,14.39,1.003,489.048,30.638
2022-04-24T06:05:00,15.658,0.997,391.029,38.603
2022-04-24T06:10:00,15.31,1.003,724.714,36.086
2022-04-24T06:15:00,14.18,1.003,334.388,23.154
2022-04-24T06:20:00,14.012,0.977,569.409,21.977
2022-04-24T06:25:00,13.6,0.937,485.64,19.729
