timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-09-01T07:49:00,16.6,1.1,5.791,17.2,1.4,4.464,,,,-1.0,0.0,1.835
2021-09-02T08:20:30,16.2,1.1,4.819,15.8,1.9,4.419,,,,-1.0,0.0,2.227
2021-09-04T11:47:30,17.0,0.8,4.564,16.4,1.4,7.096,,,,12.2,0.8,3.086
2021-09-05T09:00:00,17.0,1.3,4.989,16.6,1.5,8.309,,,,-1.0,0.0,2.294
2021-09-06T09:56:00,16.4,1.5,10.769,16.4,1.5,10.769,,,,-1.0,0.0,2.254
2021-09-07T08:34:00,18.2,1.2,9.529,16.8,0.9,5.022,,,,17.4,0.6,2.711
2021-09-08T09:52:30,18.6,0.8,9.171,17.2,1.7,5.305,,,,-1.0,0.0,2.239
2021-09-09T07:09:30,17.6,1.2,6.908,17.2,1.1,7.36,,,,-1.0,0.0,1.833
2021-09-10T08:12:30,16.8,0.4,2.982,-1.0,0.0,2.122,,,,-1.0,0.0,1.696
2021-09-11T08:52:00,17.6,1.1,8.862,17.6,1.8,8.586,,,,-1.0,0.0,1.746
2021-09-12T08:25:30,15.8,0.9,5.458,16.6,1.5,6.49,,,,-1.0,0.0,1.636
2021-09-13T08:13:00,18.0,1.5,6.951,17.2,0.8,4.369,,,,-1.0,0.0,1.536
2021-09-14T09:42:30,17.6,1.0,10.864,17.0,1.4,7.06,,,,-1.0,0.0,1.053
2021-09-15T07:49:00,18.4,1.0,5.45,17.6,1.3,4.295,,,,-1.0,0.0,1.354
2021-09-16T08:29:30,18.2,0.9,5.55,-1.0,0.0,1.748,,,,-1.0,0.0,1.929
2021-09-17T09:09:00,17.0,1.3,4.404,16.2,1.5,4.592,,,,-1.0,0.0,1.979
2021-09-18T08:46:00,16.6,1.2,4.418,16.6,1.2,4.418,,,,-1.0,0.0,1.91
2021-09-19T11:56:30,16.6,1.1,5.685,16.0,1.6,6.16,,,,15.8,0.6,2.913
2021-09-20T10:03:30,16.4,1.5,5.428,16.4,1.5,5.428,,,,-1.0,0.0,1.752
2021-09-21T10:36:30,17.8,1.1,7.441,17.4,0.7,3.988,,,,-1.0,0.0,1.873
2021-09-22T09:07:00,16.8,0.9,4.583,16.6,1.9,4.083,,,,-1.0,0.0,1.941
2021-09-23T06:52:30,17.6,0.7,7.317,-1.0,0.0,2.442,,,,-1.0,0.0,1.833
2021-09-24T10:40:30,17.0,1.5,3.587,17.0,1.5,3.587,,,,-1.0,0.0,1.762
2021-09-25T08:16:30,16.8,1.0,4.849,18.0,2.0,5.564,,,,-1.0,0.0,1.728
2021-09-26T10:45:30,17.6,1.2,6.336,17.2,1.7,4.488,,,,-1.0,0.0,2.074
2021-09-27T10:30:00,17.6,1.1,5.706,17.2,1.4,3.936,,,,-1.0,0.0,1.816
2021-09-28T09:29:30,17.2,1.5,7.326,17.8,2.3,8.376,,,,-1.0,0.0,2.063
2021-09-29T09:11:30,16.8,0.7,5.179,-1.0,0.0,2.232,,,,-1.0,0.0,2.361
2021-09-30T09:07:00,17.8,0.9,4.672,-1.0,0.0,2.069,,,,-1.0,0.0,2.14
