timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2025-11-01T06:34:00,18.6,1.8,8.521,-1.0,0.0,2.443,18.6,1.8,8.521,-1.0,0.0,1.426
2025-11-02T08:56:00,19.2,1.6,6.098,19.2,1.6,6.098,17.6,2.4,7.728,-1.0,0.0,2.028
2025-11-03T07:03:00,18.6,1.6,7.177,18.6,1.6,7.177,17.4,1.6,7.923,-1.0,0.0,1.626
2025-11-04T07:32:00,19.2,1.3,9.802,19.2,1.3,9.802,17.8,1.9,9.655,-1.0,0.0,1.873
2025-11-05T07:02:00,18.6,1.3,6.764,18.6,1.3,6.764,-1.0,0.0,2.35,9.4,1.1,2.855
2025-11-06T07:13:30,19.0,1.8,7.5,19.0,1.8,7.5,18.2,2.2,7.972,-1.0,0.0,2.085
2025-11-07T07:39:00,17.6,1.3,7.695,17.6,1.3,7.695,16.6,2.3,8.318,14.6,1.9,4.17
2025-11-08T07:29:30,19.0,1.2,7.243,19.0,1.2,7.243,-1.0,0.0,2.194,-1.0,0.0,1.6
2025-11-09T08:44:00,17.0,0.8,7.601,17.0,0.8,7.601,16.2,1.1,6.055,16.2,1.8,5.097
2025-11-10T06:06:00,0.0,0.0,1.962,-1.0,0.0,1.962,-1.0,0.0,1.746,-1.0,0.0,1.336
2025-11-11T07:55:30,19.6,1.3,6.557,19.6,1.3,6.557,-1.0,0.0,2.263,-1.0,0.0,2.185
2025-11-13T04:39:00,17.6,1.5,6.056,17.6,1.5,6.056,-1.0,0.0,2.257,-1.0,0.0,1.907
2025-11-14T04:37:30,18.0,1.7,6.759,18.0,1.7,6.759,17.2,0.6,3.881,-1.0,0.0,1.772
2025-11-15T07:47:30,22.0,0.5,3.347,22.0,0.5,3.347,-1.0,0.0,2.144,10.8,0.6,2.502
2025-11-16T06:23:30,0.0,0.0,2.459,-1.0,0.0,2.459,-1.0,0.0,2.342,-1.0,0.0,1.6
2025-11-17T06:13:30,18.8,1.4,6.242,18.8,1.4,6.242,17.2,1.7,11.801,-1.0,0.0,1.883
2025-11-18T03:36:00,21.8,2.1,7.226,21.8,2.1,7.226,-1.0,0.0,1.784,-1.0,0.0,1.678
2025-11-19T06:48:30,29.8,0.2,4.113,29.8,0.2,4.113,16.6,1.8,7.888,11.6,1.3,3.028
2025-11-20T06:24:30,18.6,1.8,6.153,18.6,1.8,6.153,18.4,1.7,6.499,-1.0,0.0,1.705
2025-11-21T06:57:30,18.0,1.9,5.867,18.0,1.9,5.867,17.0,2.6,7.003,-1.0,0.0,1.935
2025-11-22T07:17:00,20.0,1.9,8.774,20.0,1.9,8.774,-1.0,0.0,2.464,-1.0,0.0,1.354
2025-11-23T08:05:30,18.6,0.8,5.457,18.6,0.8,5.457,17.2,1.4,13.488,-1.0,0.0,1.562
2025-11-24T07:27:30,17.6,1.5,4.766,17.6,1.5,4.766,18.4,2.2,6.16,-1.0,0.0,1.555
2025-11-25T06:47:30,17.8,1.3,5.123,17.8,1.3,5.123,17.8,1.7,10.074,-1.0,0.0,2.124
2025-11-26T16:41:00,17.8,1.2,4.778,17.8,1.2,4.778,-1.0,0.0,1.497,-1.0,0.0,1.718
2025-11-27T11:01:00,20.4,1.5,8.421,20.4,1.5,8.421,-1.0,0.0,1.955,-1.0,0.0,1.993
2025-11-27T14:39:30,20.6,2.1,11.066,20.6,2.1,11.066,-1.0,0.0,1.814,-1.0,0.0,1.482
2025-11-28T11:00:30,21.0,0.6,5.447,21.0,0.6,5.447,-1.0,0.0,2.449,25.4,0.5,3.859
2025-11-28T16:21:00,15.8,1.3,5.309,-1.0,0.0,0.0,15.8,1.3,5.309,9.0,0.3,2.531
2025-11-29T09:35:00,19.4,1.0,4.94,19.4,1.0,4.94,18.6,2.1,9.164,-1.0,0.0,1.449
2025-11-30T09:44:00,17.8,2.7,9.483,17.8,2.7,9.483,18.2,2.0,8.509,-1.0,0.0,1.422
