timestamp,rmssd,coverage,low_frequency,high_frequency
2022-12-20T00:00:00,17.125,0.977,905.405,85.621
2022-12-20T00:05:00,11.006,0.983,796.474,19.227
2022-12-20T00:10:00,10.725,0.967,394.775,16.015
2022-12-20T00:15:00,10.927,1.0,534.12,29.71
2022-12-20T00:20:00,12.209,0.97,527.958,25.992
2022-12-20T00:25:00,10.488,1.002,436.653,21.473
2022-12-20T00:30:00,10.181,0.951,154.315,11.424
2022-12-20T00:35:00,11.457,0.992,225.209,12.626
2022-12-20T00:40:00,10.164,1.005,148.712,12.675
2022-12-20T00:45:00,11.067,1.003,262.005,11.377
2022-12-20T00:50:00,10.584,1.002,183.614,15.593
2022-12-20T00:55:00,9.587,1.003,144.263,16.377
2022-12-20T01:00:00,11.862,1.005,114.859,27.979
2022-12-20T01:05:00,12.53,1.002,132.231,29.249
2022-12-20T01:10:00,12.458,1.003,110.054,21.731
2022-12-20T01:15:00,15.024,0.859,376.374,31.776
2022-12-20T01:30:00,22.737,0.944,677.989,83.837
2022-12-20T01:40:00,17.41,0.925,551.849,44.015
2022-12-20T01:50:00,15.239,0.712,81.792,18.66
2022-12-20T01:55:00,22.735,0.805,133.848,109.681
2022-12-20T02:10:00,22.669,0.91,220.223,94.651
2022-12-20T02:15:00,22.503,0.966,405.476,86.203
2022-12-20T02:20:00,28.766,1.003,316.457,163.651
2022-12-20T02:25:00,27.3,1.002,232.723,168.304
2022-12-20T02:30:00,24.564,1.001,199.646,124.596
2022-12-20T02:35:00,24.643,1.005,124.19,131.29
2022-12-20T02:40:00,27.808,1.003,610.044,141.05
2022-12-20T02:45:00,26.924,0.988,182.576,131.669
2022-12-20T02:50:00,30.416,1.004,229.396,157.886
2022-12-20T02:55:00,28.031,1.002,195.203,136.361
2022-12-20T03:00:00,29.472,1.003,145.264,188.012
2022-12-20T03:05:00,31.742,0.957,483.504,174.735
2022-12-20T03:10:00,23.266,0.957,1376.642,65.671
2022-12-20T03:15:00,19.656,0.971,809.992,40.85
2022-12-20T03:20:00,20.886,0.962,1376.773,102.476
2022-12-20T03:25:00,20.074,0.917,562.816,60.293
2022-12-20T03:30:00,16.374,0.966,1179.548,21.831
2022-12-20T03:35:00,17.215,0.942,208.031,23.46
2022-12-20T03:40:00,23.743,0.976,537.138,77.513
2022-12-20T03:45:00,15.67,0.976,723.852,24.747
2022-12-20T03:50:00,21.199,0.871,567.86,47.57
2022-12-20T03:55:00,26.774,0.893,421.826,112.593
2022-12-20T04:00:00,26.432,0.986,359.36,131.28
2022-12-20T04:05:00,26.238,1.004,198.232,151.673
2022-12-20T04:10:00,25.732,1.004,140.101,144.525
2022-12-20T04:15:00,23.458,1.002,197.998,136.432
2022-12-20T04:20:00,26.155,1.004,166.753,182.221
2022-12-20T04:25:00,24.932,1.002,121.459,139.674
2022-12-20T04:30:00,29.308,0.966,246.583,187.895
2022-12-20T04:35:00,28.884,0.973,406.951,156.566
2022-12-20T04:40:00,31.274,0.966,1343.465,121.19
2022-12-20T04:45:00,32.344,1.003,243.488,178.715
2022-12-20T04:50:00,30.962,0.923,1639.216,138.305
2022-12-20T04:55:00,23.872,0.959,5777.088,333.178
2022-12-20T05:00:00,28.849,0.924,810.753,121.243
2022-12-20T05:05:00,29.191,0.972,421.673,157.299
2022-12-20T05:10:00,31.014,0.968,367.284,152.965
2022-12-20T05:15:00,26.51,0.916,142.241,65.395
2022-12-20T05:20:00,27.085,0.977,338.333,75.447
2022-12-20T05:25:00,24.088,0.899,373.137,82.89
2022-12-20T05:30:00,29.565,0.899,557.612,98.763
2022-12-20T05:35:00,28.309,0.898,478.515,105.151
2022-12-20T05:40:00,24.301,0.917,153.72,59.793
2022-12-20T05:45:00,27.4,0.979,320.092,124.733
2022-12-20T05:50:00,22.684,0.857,3108.779,265.771
2022-12-20T05:55:00,15.572,1.003,325.174,30.876
2022-12-20T06:00:00,15.543,0.974,299.029,27.96
2022-12-20T06:05:00,12.613,0.977,508.957,20.959
2022-12-20T06:10:00,12.22,0.993,437.913,20.77
2022-12-20T06:15:00,14.175,0.963,475.87,15.975
2022-12-20T06:20:00,17.396,0.926,1557.131,517.389
2022-12-20T06:25:00,15.128,1.003,425.0,21.484
2022-12-20T06:30:00,15.19,0.911,501.636,36.73
2022-12-20T06:35:00,16.348,0.986,737.821,32.139
2022-12-20T06:40:00,16.69,1.004,1175.395,32.648
2022-12-20T06:45:00,16.196,0.944,354.495,20.817
2022-12-20T06:50:00,14.278,1.003,451.604,27.284
2022-12-20T06:55:00,12.59,1.002,467.279,19.649
2022-12-20T07:00:00,14.304,1.005,458.526,27.101
2022-12-20T07:05:00,15.01,1.004,542.191,33.467
2022-12-20T07:10:00,14.688,1.001,142.299,35.343
2022-12-20T07:15:00,15.048,1.003,256.105,43.784
2022-12-20T07:20:00,16.193,1.004,212.062,37.645
2022-12-20T07:25:00,17.727,1.005,153.088,53.989
2022-12-20T07:30:00,16.776,1.0,220.056,43.364
2022-12-20T07:35:00,25.436,0.886,1020.388,79.897
2022-12-20T07:40:00,24.688,1.003,555.034,124.6
2022-12-20T07:45:00,27.985,0.906,965.027,104.637
2022-12-20T07:50:00,25.713,0.802,304.476,120.289
