timestamp,bucket_values
2023-07-01T09:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.019, 0.195, 0.41, 0.284, 0.073, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-02T07:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.068, 0.418, 0.466, 0.036, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-03T06:51:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.009, 0.251, 0.524, 0.195, 0.018, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-04T06:57:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.041, 0.335, 0.453, 0.151, 0.009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-05T02:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.009, 0.136, 0.571, 0.245, 0.035, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-05T08:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.074, 0.372, 0.454, 0.085, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-06T07:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.014, 0.09, 0.401, 0.402, 0.078, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-07T05:56:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.018, 0.252, 0.511, 0.185, 0.026, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-07T07:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.02, 0.248, 0.497, 0.2, 0.028, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-08T05:34:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.011, 0.192, 0.532, 0.24, 0.021, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-08T09:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.01, 0.154, 0.458, 0.337, 0.038, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-10T07:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.065, 0.339, 0.364, 0.208, 0.014, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-11T07:20:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.025, 0.75, 0.221, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-12T08:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.011, 0.185, 0.582, 0.209, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-13T07:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.041, 0.377, 0.42, 0.138, 0.017, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-14T07:14:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.059, 0.213, 0.398, 0.28, 0.041, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-15T08:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.099, 0.324, 0.385, 0.173, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-16T09:32:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.01, 0.118, 0.498, 0.331, 0.04, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-19T05:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.019, 0.127, 0.427, 0.322, 0.094, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-20T06:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.022, 0.192, 0.384, 0.306, 0.08, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-21T08:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.012, 0.156, 0.495, 0.301, 0.028, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-22T08:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.007, 0.061, 0.527, 0.376, 0.023, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-07-23T05:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.061, 0.494, 0.403, 0.029, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
