timestamp,rmssd,coverage,low_frequency,high_frequency
2022-12-06T00:00:00,14.385,0.946,278.777,18.839
2022-12-06T00:05:00,14.49,0.705,614.676,45.776
2022-12-06T00:10:00,11.903,0.899,330.279,23.026
2022-12-06T00:15:00,11.925,0.948,139.792,24.435
2022-12-06T00:20:00,11.923,0.987,410.411,26.783
2022-12-06T00:25:00,13.836,0.965,246.34,31.87
2022-12-06T00:30:00,14.815,0.932,363.284,30.48
2022-12-06T00:35:00,15.035,0.989,768.588,32.123
2022-12-06T00:40:00,14.203,0.96,423.502,32.383
2022-12-06T00:45:00,14.373,1.002,272.45,45.801
2022-12-06T00:50:00,14.744,0.998,526.601,34.95
2022-12-06T00:55:00,14.288,1.003,532.811,33.965
2022-12-06T01:00:00,15.043,1.002,440.533,38.089
2022-12-06T01:05:00,16.318,0.895,772.196,44.624
2022-12-06T01:10:00,21.915,1.002,949.131,83.512
2022-12-06T01:15:00,18.928,0.985,567.805,35.993
2022-12-06T01:20:00,17.611,0.991,304.111,21.314
2022-12-06T01:25:00,18.362,0.944,475.13,24.861
2022-12-06T01:30:00,15.921,1.002,176.368,50.897
2022-12-06T01:35:00,15.945,1.002,79.951,50.476
2022-12-06T01:40:00,17.126,0.991,151.88,59.368
2022-12-06T01:45:00,13.157,0.949,484.381,22.56
2022-12-06T01:50:00,13.638,1.002,340.045,32.63
2022-12-06T01:55:00,17.744,1.003,610.206,42.967
2022-12-06T02:00:00,13.719,0.967,475.669,25.986
2022-12-06T02:05:00,13.22,1.004,409.508,25.517
2022-12-06T02:10:00,12.32,1.002,249.021,37.723
2022-12-06T02:15:00,12.323,1.002,181.316,26.971
2022-12-06T02:20:00,12.632,1.003,132.735,30.336
2022-12-06T02:25:00,13.367,0.979,495.419,22.34
2022-12-06T02:30:00,12.922,0.957,440.028,27.299
2022-12-06T02:35:00,15.759,0.953,306.713,17.204
2022-12-06T02:40:00,14.204,0.94,208.803,12.718
2022-12-06T02:45:00,16.698,0.918,594.443,58.055
2022-12-06T02:50:00,16.334,0.977,197.462,61.591
2022-12-06T02:55:00,15.912,0.988,96.548,69.046
2022-12-06T03:00:00,15.687,1.003,402.225,43.256
2022-12-06T03:05:00,11.289,0.997,115.374,22.076
2022-12-06T03:10:00,12.925,1.002,171.489,32.728
2022-12-06T03:15:00,15.181,1.002,331.795,32.908
2022-12-06T03:20:00,16.761,0.955,1057.005,28.736
2022-12-06T03:25:00,17.01,1.004,365.353,37.63
2022-12-06T03:30:00,19.079,1.001,216.509,58.132
2022-12-06T03:35:00,15.295,0.915,743.945,31.623
2022-12-06T03:40:00,14.671,1.003,372.319,29.79
2022-12-06T03:45:00,10.908,0.983,363.389,20.421
2022-12-06T03:50:00,11.8,0.966,222.703,11.19
2022-12-06T03:55:00,13.748,0.918,798.073,15.865
2022-12-06T04:05:00,16.342,0.972,100.686,48.052
2022-12-06T04:10:00,17.257,1.004,266.426,65.286
2022-12-06T04:15:00,15.871,1.002,135.073,61.884
2022-12-06T04:20:00,16.582,1.002,258.432,64.294
2022-12-06T04:25:00,17.666,1.005,93.792,77.961
2022-12-06T04:30:00,17.134,1.002,125.819,68.024
2022-12-06T04:35:00,18.99,1.002,126.426,86.299
2022-12-06T04:40:00,16.919,0.994,505.303,64.018
2022-12-06T04:45:00,20.185,1.002,213.002,84.234
2022-12-06T04:50:00,20.025,1.004,167.884,78.088
2022-12-06T04:55:00,21.03,1.003,220.314,92.875
2022-12-06T05:00:00,17.998,1.001,267.489,73.554
2022-12-06T05:05:00,19.261,0.932,278.002,72.265
2022-12-06T05:10:00,12.698,1.004,320.393,22.17
2022-12-06T05:15:00,9.713,0.992,358.581,10.974
2022-12-06T05:20:00,8.773,1.002,136.943,7.086
2022-12-06T05:25:00,10.177,0.981,229.848,12.473
2022-12-06T05:30:00,10.053,0.989,288.17,8.616
2022-12-06T05:35:00,11.324,0.979,169.41,15.716
2022-12-06T05:40:00,10.103,0.997,391.181,12.586
2022-12-06T05:45:00,10.27,1.002,313.577,11.311
2022-12-06T05:50:00,11.232,1.001,348.276,15.827
2022-12-06T05:55:00,9.573,1.004,225.869,9.613
2022-12-06T06:00:00,11.57,0.979,311.408,12.423
2022-12-06T06:05:00,11.901,1.002,616.529,25.683
2022-12-06T06:10:00,9.934,1.002,285.339,11.584
2022-12-06T06:15:00,11.063,1.004,543.886,17.665
2022-12-06T06:20:00,9.47,1.001,131.874,9.017
2022-12-06T06:25:00,9.933,1.003,269.639,12.179
2022-12-06T06:30:00,10.242,1.005,275.834,10.086
2022-12-06T06:35:00,27.586,0.916,1080.559,174.321
2022-12-06T06:40:00,26.887,0.947,684.087,128.019
2022-12-06T06:45:00,22.18,1.003,175.242,120.432
2022-12-06T06:50:00,21.383,1.002,122.026,125.525
2022-12-06T06:55:00,21.576,0.987,191.291,112.549
2022-12-06T07:00:00,23.99,1.003,333.793,149.675
2022-12-06T07:05:00,24.425,0.831,3222.754,300.724
2022-12-06T07:10:00,14.103,0.803,254.508,19.929
