timestamp,rmssd,coverage,low_frequency,high_frequency
2025-12-05T00:00:00,7.592,0.999,107.342,9.344
2025-12-05T00:05:00,7.733,0.994,106.72,12.865
2025-12-05T00:20:00,7.598,0.992,54.361,6.442
2025-12-05T00:25:00,10.146,0.957,155.928,20.403
2025-12-05T00:30:00,10.056,1.004,153.999,32.535
2025-12-05T00:35:00,10.242,1.003,193.498,23.108
2025-12-05T00:40:00,11.695,1.003,329.717,23.55
2025-12-05T00:45:00,10.909,0.997,104.989,22.236
2025-12-05T00:50:00,12.432,0.967,771.953,19.644
2025-12-05T00:55:00,11.01,1.004,179.861,18.414
2025-12-05T01:00:00,12.492,0.986,241.888,32.582
2025-12-05T01:05:00,13.207,0.98,568.825,26.421
2025-12-05T01:10:00,9.57,1.004,324.817,11.714
2025-12-05T01:15:00,9.098,0.975,285.518,12.036
2025-12-05T01:20:00,10.903,0.963,124.64,9.199
2025-12-05T01:25:00,10.853,0.945,419.801,10.289
2025-12-05T01:30:00,9.807,0.984,92.69,10.374
2025-12-05T01:35:00,10.033,0.921,206.854,10.222
2025-12-05T01:40:00,9.25,1.003,222.551,9.222
2025-12-05T01:45:00,8.386,1.003,125.917,9.47
2025-12-05T01:50:00,8.747,0.996,125.003,11.203
2025-12-05T01:55:00,8.1,1.005,372.561,8.117
2025-12-05T02:00:00,7.591,1.003,102.042,5.754
2025-12-05T02:05:00,8.609,1.002,113.289,12.483
2025-12-05T02:10:00,9.003,1.002,176.519,13.629
2025-12-05T02:15:00,10.352,1.003,322.294,13.123
2025-12-05T02:20:00,8.931,0.853,142.186,6.85
2025-12-05T02:25:00,11.341,0.99,391.691,16.122
2025-12-05T02:30:00,12.365,1.003,550.178,20.142
2025-12-05T02:35:00,11.716,1.005,617.631,18.893
2025-12-05T02:40:00,13.867,0.977,368.336,25.258
2025-12-05T02:45:00,12.192,1.002,168.848,24.874
2025-12-05T02:50:00,11.197,1.0,151.497,18.129
2025-12-05T02:55:00,11.639,1.0,270.723,19.019
2025-12-05T03:00:00,12.132,1.006,313.824,24.848
2025-12-05T03:05:00,13.185,0.953,218.762,20.593
2025-12-05T03:10:00,15.711,1.001,271.719,35.013
2025-12-05T03:15:00,14.074,1.004,283.441,17.813
2025-12-05T03:20:00,13.663,0.99,454.724,26.194
2025-12-05T03:25:00,9.497,1.004,135.159,6.842
2025-12-05T03:30:00,13.915,0.972,542.388,19.365
2025-12-05T03:35:00,11.442,0.942,440.979,14.481
2025-12-05T03:40:00,14.592,0.988,1309.1,21.948
2025-12-05T03:45:00,12.694,0.924,768.562,19.653
2025-12-05T03:50:00,11.857,0.993,487.79,20.413
2025-12-05T03:55:00,15.034,0.967,313.519,19.872
2025-12-05T04:00:00,14.115,1.004,205.802,23.476
2025-12-05T04:05:00,15.17,1.002,262.866,35.467
2025-12-05T04:10:00,16.699,1.005,411.294,48.847
2025-12-05T04:15:00,16.894,0.972,178.312,43.767
2025-12-05T04:20:00,15.372,1.003,193.039,31.44
2025-12-05T04:25:00,17.566,1.002,180.053,51.673
2025-12-05T04:30:00,17.245,1.006,207.18,62.401
2025-12-05T04:35:00,16.098,1.002,204.331,51.391
2025-12-05T04:40:00,17.712,1.002,533.72,86.981
2025-12-05T04:45:00,16.952,1.004,218.965,60.88
2025-12-05T04:50:00,15.013,1.003,197.768,39.797
2025-12-05T04:55:00,17.797,0.954,228.584,56.005
2025-12-05T05:00:00,18.374,0.989,970.84,46.959
2025-12-05T05:05:00,18.278,0.973,4761.182,316.457
2025-12-05T05:10:00,16.519,0.954,513.515,32.827
2025-12-05T05:15:00,11.898,1.003,221.808,21.21
2025-12-05T05:20:00,11.842,1.004,81.329,17.29
2025-12-05T05:25:00,14.621,0.997,638.534,28.129
2025-12-05T05:30:00,13.662,0.989,278.68,17.405
2025-12-05T05:35:00,13.954,0.998,466.946,20.368
2025-12-05T05:40:00,15.806,1.003,456.611,24.402
2025-12-05T05:45:00,14.173,1.004,288.148,31.305
2025-12-05T05:50:00,17.381,0.953,497.478,44.676
2025-12-05T05:55:00,19.237,0.985,414.925,86.526
2025-12-05T06:00:00,17.618,1.004,386.516,54.731
2025-12-05T06:05:00,17.188,1.005,314.641,47.232
2025-12-05T06:10:00,21.157,0.994,443.872,83.121
2025-12-05T06:15:00,15.24,0.936,498.13,31.378
2025-12-05T06:20:00,11.965,1.002,234.303,15.074
2025-12-05T06:25:00,12.963,0.996,303.489,24.507
2025-12-05T06:30:00,11.39,1.003,298.67,23.401
2025-12-05T06:35:00,11.912,1.004,288.911,25.807
2025-12-05T06:40:00,11.403,0.996,283.36,21.442
2025-12-05T06:45:00,12.608,1.005,330.503,20.824
2025-12-05T06:50:00,14.596,1.003,529.806,30.28
2025-12-05T06:55:00,17.376,1.002,947.404,55.517
2025-12-05T07:00:00,13.645,1.005,308.482,22.935
2025-12-05T07:05:00,10.81,0.996,457.072,19.144
2025-12-05T07:10:00,17.364,0.962,641.019,105.217
2025-12-05T07:15:00,14.309,0.956,640.522,27.652
2025-12-05T07:20:00,14.004,0.97,927.261,25.329
2025-12-05T07:25:00,13.416,1.003,942.983,18.918
2025-12-05T07:30:00,15.169,1.004,1133.943,26.734
2025-12-05T07:35:00,14.909,1.002,385.934,33.448
2025-12-05T07:40:00,15.687,0.723,603.658,35.868
