timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-10-01T08:27:30,18.0,2.2,6.213,18.0,2.2,6.213,18.2,1.4,4.844,-1.0,0.0,1.531
2023-10-02T07:13:30,17.4,1.1,5.007,17.4,1.1,5.007,16.8,1.6,7.088,17.0,0.9,4.601
2023-10-03T07:08:00,17.0,2.0,4.862,17.0,2.0,4.862,17.0,1.7,10.28,11.4,1.4,2.987
2023-10-04T06:49:00,19.0,1.4,6.934,19.0,1.4,6.934,18.4,1.0,8.575,9.6,0.4,3.345
2023-10-05T07:12:30,17.8,1.3,7.388,17.8,1.3,7.388,18.6,1.8,13.261,-1.0,0.0,2.48
2023-10-06T07:12:00,18.0,1.3,8.804,18.0,1.3,8.804,18.0,1.8,10.216,-1.0,0.0,2.301
2023-10-07T06:44:00,18.8,1.2,6.057,-1.0,0.0,2.285,18.8,1.2,6.057,-1.0,0.0,2.046
2023-10-08T07:50:00,19.4,1.0,6.191,19.4,1.0,6.191,-1.0,0.0,2.381,-1.0,0.0,1.331
2023-10-09T06:59:30,17.4,1.5,6.807,-1.0,0.0,2.448,17.4,1.5,6.807,-1.0,0.0,1.884
2023-10-10T06:22:30,18.0,1.3,4.783,18.0,1.3,4.783,18.2,1.4,9.099,9.4,0.6,2.674
2023-10-11T07:06:30,17.8,1.7,9.162,17.8,1.7,9.162,17.8,1.9,11.421,17.6,0.5,3.477
2023-10-12T06:49:30,18.2,0.9,5.811,18.2,0.9,5.811,17.4,2.0,13.93,16.8,3.8,7.993
2023-10-13T06:52:00,18.4,1.7,10.906,18.4,1.7,10.906,18.2,1.9,10.759,-1.0,0.0,2.044
2023-10-14T06:55:30,18.0,1.5,11.217,18.0,1.5,11.217,18.0,1.3,10.425,-1.0,0.0,1.393
2023-10-15T08:22:00,18.0,1.2,6.607,18.0,1.2,6.607,17.4,2.1,12.19,-1.0,0.0,2.328
2023-10-15T18:53:00,17.8,0.7,4.676,17.8,0.7,4.676,-1.0,0.0,2.209,8.6,0.6,2.772
2023-10-16T06:50:00,16.6,1.9,17.828,-1.0,0.0,2.339,16.6,1.9,17.828,18.0,0.6,3.134
2023-10-17T07:05:30,17.2,1.4,5.485,17.2,1.4,5.485,17.2,1.9,9.081,-1.0,0.0,1.815
2023-10-18T07:10:30,16.8,1.5,11.969,16.8,1.5,11.969,17.2,1.8,13.423,-1.0,0.0,1.692
2023-10-19T07:03:30,17.6,1.2,6.374,17.6,1.2,6.374,17.2,1.9,14.326,-1.0,0.0,2.239
2023-10-20T07:02:30,16.6,1.0,6.288,16.6,1.0,6.288,18.2,1.8,12.256,11.2,1.1,2.747
2023-10-21T08:03:30,17.0,1.8,12.137,16.2,1.1,3.937,17.0,1.8,12.137,0.4,0.3,2.577
2023-10-22T07:02:30,17.8,1.2,6.574,17.8,1.2,6.574,18.0,1.0,9.057,-1.0,0.0,1.399
2023-10-22T09:19:00,17.6,1.3,6.457,17.6,1.3,6.457,17.4,1.6,9.612,-1.0,0.0,1.656
2023-10-23T07:04:30,18.0,1.1,5.692,18.0,1.1,5.692,17.8,1.5,5.624,-1.0,0.0,1.482
2023-10-24T06:53:00,18.0,1.4,7.007,18.0,1.4,7.007,17.4,1.4,8.185,-1.0,0.0,1.526
2023-10-24T19:58:00,18.2,1.4,4.465,18.2,1.4,4.465,18.0,1.3,4.593,-1.0,0.0,2.037
2023-10-25T06:58:30,17.4,1.5,11.48,-1.0,0.0,1.998,17.4,1.5,11.48,17.4,1.7,4.177
2023-10-26T06:46:30,16.8,1.1,7.687,16.8,1.1,7.687,18.0,1.6,10.359,-1.0,0.0,1.319
2023-10-27T07:58:30,17.2,0.7,5.395,17.2,0.7,5.395,17.6,1.5,8.807,-1.0,0.0,1.89
2023-10-28T07:27:00,17.6,1.8,8.607,17.6,1.8,8.607,17.4,2.0,14.792,-1.0,0.0,2.434
2023-10-29T07:21:30,18.6,1.4,4.67,18.6,1.4,4.67,17.8,1.9,9.648,17.4,1.5,7.373
2023-10-30T06:47:30,18.6,1.7,10.549,18.6,1.7,10.549,18.0,2.2,13.315,-1.0,0.0,1.856
2023-10-31T06:54:30,17.6,1.7,8.883,18.8,1.2,3.79,17.6,1.7,8.883,-1.0,0.0,1.721
