timestamp,rmssd,coverage,low_frequency,high_frequency
2023-12-07T00:00:00,12.623,0.967,417.02,19.786
2023-12-07T00:05:00,13.637,0.908,266.417,24.546
2023-12-07T00:10:00,16.695,1.004,393.789,55.809
2023-12-07T00:15:00,14.773,1.003,267.114,46.47
2023-12-07T00:20:00,12.614,1.003,217.726,34.38
2023-12-07T00:25:00,15.266,1.002,344.722,52.092
2023-12-07T00:30:00,18.717,0.937,260.374,93.926
2023-12-07T00:35:00,14.408,0.948,543.278,36.411
2023-12-07T00:40:00,12.88,1.003,240.664,30.673
2023-12-07T00:45:00,14.009,0.941,193.562,44.993
2023-12-07T00:50:00,11.762,1.004,184.736,24.983
2023-12-07T00:55:00,10.631,0.998,109.49,23.486
2023-12-07T01:00:00,11.596,1.002,131.936,29.261
2023-12-07T01:05:00,11.462,0.986,128.546,31.223
2023-12-07T01:10:00,15.363,0.814,327.235,37.198
2023-12-07T01:15:00,12.937,0.995,243.037,15.977
2023-12-07T01:20:00,13.416,0.981,227.516,21.868
2023-12-07T01:25:00,13.616,0.965,203.325,26.184
2023-12-07T01:30:00,13.199,0.937,376.645,35.542
2023-12-07T01:35:00,13.574,0.952,178.018,21.092
2023-12-07T01:40:00,13.394,0.913,527.6,43.623
2023-12-07T01:45:00,10.192,1.004,106.3,20.845
2023-12-07T01:50:00,10.205,1.001,214.228,23.041
2023-12-07T01:55:00,10.36,1.006,165.845,23.028
2023-12-07T02:00:00,11.197,1.001,377.757,28.05
2023-12-07T02:05:00,13.129,0.985,149.361,37.037
2023-12-07T02:10:00,10.891,1.004,147.157,21.14
2023-12-07T02:15:00,11.995,1.003,259.02,30.111
2023-12-07T02:20:00,14.317,1.003,148.581,56.356
2023-12-07T02:25:00,16.004,1.002,216.459,68.352
2023-12-07T02:30:00,11.38,1.004,129.639,21.466
2023-12-07T02:35:00,11.965,1.002,162.777,35.348
2023-12-07T02:40:00,11.764,1.002,184.819,28.801
2023-12-07T02:45:00,14.401,0.983,231.138,44.978
2023-12-07T02:50:00,11.566,0.911,217.496,10.32
2023-12-07T02:55:00,10.172,0.978,227.966,17.71
2023-12-07T03:00:00,12.281,0.961,203.194,18.677
2023-12-07T03:05:00,14.872,0.937,112.073,30.948
2023-12-07T03:10:00,15.914,1.002,128.187,18.563
2023-12-07T03:15:00,15.843,0.974,165.119,29.363
2023-12-07T03:20:00,8.981,1.005,159.773,9.688
2023-12-07T03:25:00,8.886,1.003,77.021,12.664
2023-12-07T03:30:00,9.21,1.002,82.794,12.986
2023-12-07T03:35:00,8.774,1.003,113.327,9.421
2023-12-07T03:40:00,11.887,0.92,546.982,14.919
2023-12-07T03:45:00,13.879,0.965,316.976,25.15
2023-12-07T03:50:00,12.198,1.001,280.047,27.152
2023-12-07T03:55:00,13.984,0.946,518.771,29.525
2023-12-07T04:00:00,12.659,0.933,131.376,17.094
2023-12-07T04:05:00,11.189,0.979,114.982,22.82
2023-12-07T04:10:00,10.779,1.004,184.623,20.363
2023-12-07T04:15:00,13.531,0.944,134.14,34.555
2023-12-07T04:20:00,13.037,0.925,173.451,24.021
2023-12-07T04:25:00,13.498,0.884,267.711,34.393
2023-12-07T04:30:00,11.567,1.003,299.522,23.368
2023-12-07T04:35:00,11.972,1.004,313.943,29.699
2023-12-07T04:40:00,11.84,0.928,214.418,23.745
2023-12-07T04:45:00,11.939,1.004,201.229,34.648
2023-12-07T04:50:00,15.882,0.832,195.721,35.52
2023-12-07T04:55:00,14.349,0.976,367.448,28.107
2023-12-07T05:00:00,12.513,0.97,153.813,25.708
2023-12-07T05:05:00,13.266,0.735,132.76,16.936
2023-12-07T05:10:00,12.168,0.984,148.959,18.408
2023-12-07T05:15:00,13.855,0.978,343.925,24.381
2023-12-07T05:20:00,13.678,0.997,316.483,34.521
2023-12-07T05:25:00,11.418,0.937,211.106,17.931
2023-12-07T05:30:00,11.888,0.994,197.187,30.317
2023-12-07T05:35:00,13.642,1.003,138.254,54.385
2023-12-07T05:40:00,14.062,1.002,125.292,54.787
2023-12-07T05:45:00,12.363,0.991,367.273,40.556
2023-12-07T05:50:00,14.326,1.004,108.672,59.989
2023-12-07T05:55:00,15.478,1.001,148.493,67.627
2023-12-07T06:00:00,15.977,1.004,77.789,65.935
2023-12-07T06:05:00,15.95,0.989,157.49,64.303
2023-12-07T06:10:00,15.708,1.003,186.635,60.987
2023-12-07T06:15:00,16.327,0.942,1182.142,51.018
2023-12-07T06:20:00,13.785,0.949,333.717,26.108
2023-12-07T06:25:00,13.263,1.003,596.202,28.709
2023-12-07T06:30:00,12.969,0.952,221.765,18.575
2023-12-07T06:35:00,10.231,1.005,166.792,14.487
2023-12-07T06:40:00,10.149,0.989,218.39,11.78
2023-12-07T06:45:00,11.882,0.966,198.086,15.949
2023-12-07T06:50:00,11.072,0.991,386.624,20.286
2023-12-07T06:55:00,12.467,0.939,627.718,22.853
2023-12-07T07:00:00,16.423,0.985,244.003,39.995
2023-12-07T07:05:00,15.936,0.936,585.928,43.136
2023-12-07T07:10:00,14.295,1.003,182.247,31.243
2023-12-07T07:15:00,14.502,1.004,326.175,43.857
2023-12-07T07:20:00,13.506,1.001,153.464,23.855
2023-12-07T07:25:00,16.622,0.955,623.686,37.91
2023-12-07T07:30:00,12.429,1.004,279.637,28.733
2023-12-07T07:35:00,14.935,0.938,239.795,19.157
2023-12-07T07:40:00,13.867,0.909,372.018,19.676
2023-12-07T07:45:00,12.512,1.004,175.371,33.825
2023-12-07T07:50:00,13.802,1.002,283.153,36.287
2023-12-07T07:55:00,12.198,1.003,240.763,31.857
2023-12-07T08:00:00,13.127,0.96,424.811,33.055
2023-12-07T08:05:00,13.704,0.93,444.393,31.289
2023-12-07T08:10:00,15.59,0.974,750.426,47.461
2023-12-07T08:15:00,12.401,0.882,122.964,16.13
2023-12-07T08:20:00,14.832,1.003,485.485,26.8
2023-12-07T08:25:00,17.426,1.0,242.076,33.552
2023-12-07T08:30:00,17.864,0.999,371.524,43.734
